"Token","FreqLabour","FreqLibdem","c","d","GStat","Association"
"criterion",0,1,33909,21472,1.89494511277482,"libdem"
"allocation",0,1,33909,21472,1.89494511277482,"libdem"
"he",0,1,33909,21472,1.89494511277482,"libdem"
"interminable",0,1,33909,21472,1.89494511277482,"libdem"
"lax",0,1,33909,21472,1.89494511277482,"libdem"
"sub-post",0,1,33909,21472,1.89494511277482,"libdem"
"roadside",0,1,33909,21472,1.89494511277482,"libdem"
"refers",0,1,33909,21472,1.89494511277482,"libdem"
"rating",0,1,33909,21472,1.89494511277482,"libdem"
"differently",0,1,33909,21472,1.89494511277482,"libdem"
"deserves",0,1,33909,21472,1.89494511277482,"libdem"
"multi-million",0,1,33909,21472,1.89494511277482,"libdem"
"inquiry",0,1,33909,21472,1.89494511277482,"libdem"
"ever-longer",0,1,33909,21472,1.89494511277482,"libdem"
"colleagues",0,1,33909,21472,1.89494511277482,"libdem"
"irrespective",0,1,33909,21472,1.89494511277482,"libdem"
"ill-served",0,1,33909,21472,1.89494511277482,"libdem"
"underfunding",0,1,33909,21472,1.89494511277482,"libdem"
"permission",0,1,33909,21472,1.89494511277482,"libdem"
"obligatory",0,1,33909,21472,1.89494511277482,"libdem"
"pupil:teacher",0,1,33909,21472,1.89494511277482,"libdem"
"under-utilised",0,1,33909,21472,1.89494511277482,"libdem"
"shop",0,1,33909,21472,1.89494511277482,"libdem"
"abuser",0,1,33909,21472,1.89494511277482,"libdem"
"quest",0,1,33909,21472,1.89494511277482,"libdem"
"miserliness",0,1,33909,21472,1.89494511277482,"libdem"
"non-renewable",0,1,33909,21472,1.89494511277482,"libdem"
"debts",0,1,33909,21472,1.89494511277482,"libdem"
"discharged",0,1,33909,21472,1.89494511277482,"libdem"
"medium",0,1,33909,21472,1.89494511277482,"libdem"
"non-payment",0,1,33909,21472,1.89494511277482,"libdem"
"so-called",0,1,33909,21472,1.89494511277482,"libdem"
"clearly",0,1,33909,21472,1.89494511277482,"libdem"
"somewhere",0,1,33909,21472,1.89494511277482,"libdem"
"backwards",0,1,33909,21472,1.89494511277482,"libdem"
"3.4",0,1,33909,21472,1.89494511277482,"libdem"
"co-ordination",0,1,33909,21472,1.89494511277482,"libdem"
"sixty",0,1,33909,21472,1.89494511277482,"libdem"
"developers",0,1,33909,21472,1.89494511277482,"libdem"
"bind",0,1,33909,21472,1.89494511277482,"libdem"
"anomaly",0,1,33909,21472,1.89494511277482,"libdem"
"lets",0,1,33909,21472,1.89494511277482,"libdem"
"congested",0,1,33909,21472,1.89494511277482,"libdem"
"amendments",0,1,33909,21472,1.89494511277482,"libdem"
"shareholding",0,1,33909,21472,1.89494511277482,"libdem"
"prohibit",0,1,33909,21472,1.89494511277482,"libdem"
"breweries",0,1,33909,21472,1.89494511277482,"libdem"
"broadcast",0,1,33909,21472,1.89494511277482,"libdem"
"explained",0,1,33909,21472,1.89494511277482,"libdem"
"coasts",0,1,33909,21472,1.89494511277482,"libdem"
"back-up",0,1,33909,21472,1.89494511277482,"libdem"
"achieves",0,1,33909,21472,1.89494511277482,"libdem"
"harsh",0,1,33909,21472,1.89494511277482,"libdem"
"chill",0,1,33909,21472,1.89494511277482,"libdem"
"co-ordinate",0,1,33909,21472,1.89494511277482,"libdem"
"lengthy",0,1,33909,21472,1.89494511277482,"libdem"
"appear",0,1,33909,21472,1.89494511277482,"libdem"
"slip",0,1,33909,21472,1.89494511277482,"libdem"
"pre-eminence",0,1,33909,21472,1.89494511277482,"libdem"
"resistance",0,1,33909,21472,1.89494511277482,"libdem"
"sats",0,1,33909,21472,1.89494511277482,"libdem"
"reinforced",0,1,33909,21472,1.89494511277482,"libdem"
"supreme",0,1,33909,21472,1.89494511277482,"libdem"
"ballots",0,1,33909,21472,1.89494511277482,"libdem"
"through-ticketing",0,1,33909,21472,1.89494511277482,"libdem"
"polluter",0,1,33909,21472,1.89494511277482,"libdem"
"shoddy",0,1,33909,21472,1.89494511277482,"libdem"
"confines",0,1,33909,21472,1.89494511277482,"libdem"
"upper",0,1,33909,21472,1.89494511277482,"libdem"
"relative",0,1,33909,21472,1.89494511277482,"libdem"
"cheaply",0,1,33909,21472,1.89494511277482,"libdem"
"nmd",0,1,33909,21472,1.89494511277482,"libdem"
"lease",0,1,33909,21472,1.89494511277482,"libdem"
"inefficiency",0,1,33909,21472,1.89494511277482,"libdem"
"narrow",0,1,33909,21472,1.89494511277482,"libdem"
"flood",0,1,33909,21472,1.89494511277482,"libdem"
"prosecuted",0,1,33909,21472,1.89494511277482,"libdem"
"declaration",0,1,33909,21472,1.89494511277482,"libdem"
"flourish",0,1,33909,21472,1.89494511277482,"libdem"
"entitle",0,1,33909,21472,1.89494511277482,"libdem"
"goldplating",0,1,33909,21472,1.89494511277482,"libdem"
"floodplains",0,1,33909,21472,1.89494511277482,"libdem"
"slavery",0,1,33909,21472,1.89494511277482,"libdem"
"means-testing",0,1,33909,21472,1.89494511277482,"libdem"
"detr",0,1,33909,21472,1.89494511277482,"libdem"
"collect",0,1,33909,21472,1.89494511277482,"libdem"
"professionalism",0,1,33909,21472,1.89494511277482,"libdem"
"specified",0,1,33909,21472,1.89494511277482,"libdem"
"complicated",0,1,33909,21472,1.89494511277482,"libdem"
"proportionality",0,1,33909,21472,1.89494511277482,"libdem"
"incompetent",0,1,33909,21472,1.89494511277482,"libdem"
"permitted",0,1,33909,21472,1.89494511277482,"libdem"
"waited",0,1,33909,21472,1.89494511277482,"libdem"
"four-week",0,1,33909,21472,1.89494511277482,"libdem"
"endless",0,1,33909,21472,1.89494511277482,"libdem"
"partial",0,1,33909,21472,1.89494511277482,"libdem"
"fabric",0,1,33909,21472,1.89494511277482,"libdem"
"pile",0,1,33909,21472,1.89494511277482,"libdem"
"workmanship",0,1,33909,21472,1.89494511277482,"libdem"
"overlooked",0,1,33909,21472,1.89494511277482,"libdem"
"bracket",0,1,33909,21472,1.89494511277482,"libdem"
"vastly",0,1,33909,21472,1.89494511277482,"libdem"
"youngest",0,1,33909,21472,1.89494511277482,"libdem"
"demoralising",0,1,33909,21472,1.89494511277482,"libdem"
"affordability",0,1,33909,21472,1.89494511277482,"libdem"
"twenty",0,1,33909,21472,1.89494511277482,"libdem"
"radio",0,1,33909,21472,1.89494511277482,"libdem"
"greenest",0,1,33909,21472,1.89494511277482,"libdem"
"d",0,1,33909,21472,1.89494511277482,"libdem"
"beings",0,1,33909,21472,1.89494511277482,"libdem"
"sea",0,1,33909,21472,1.89494511277482,"libdem"
"mainly",0,1,33909,21472,1.89494511277482,"libdem"
"shopping",0,1,33909,21472,1.89494511277482,"libdem"
"75p",0,1,33909,21472,1.89494511277482,"libdem"
"abusers",0,1,33909,21472,1.89494511277482,"libdem"
"presidency",0,1,33909,21472,1.89494511277482,"libdem"
"disestablishment",0,1,33909,21472,1.89494511277482,"libdem"
"platforms",0,1,33909,21472,1.89494511277482,"libdem"
"juries",0,1,33909,21472,1.89494511277482,"libdem"
"fosters",0,1,33909,21472,1.89494511277482,"libdem"
"deter",0,1,33909,21472,1.89494511277482,"libdem"
"rebates",0,1,33909,21472,1.89494511277482,"libdem"
"uncompetitively",0,1,33909,21472,1.89494511277482,"libdem"
"thread",0,1,33909,21472,1.89494511277482,"libdem"
"run-up",0,1,33909,21472,1.89494511277482,"libdem"
"year-round",0,1,33909,21472,1.89494511277482,"libdem"
"largest",0,1,33909,21472,1.89494511277482,"libdem"
"reliance",0,1,33909,21472,1.89494511277482,"libdem"
"pre-release",0,1,33909,21472,1.89494511277482,"libdem"
"reaction",0,1,33909,21472,1.89494511277482,"libdem"
"west",0,1,33909,21472,1.89494511277482,"libdem"
"gazumping",0,1,33909,21472,1.89494511277482,"libdem"
"though",0,1,33909,21472,1.89494511277482,"libdem"
"deprivation",0,1,33909,21472,1.89494511277482,"libdem"
"ages",0,1,33909,21472,1.89494511277482,"libdem"
"viable",0,1,33909,21472,1.89494511277482,"libdem"
"podiatrists",0,1,33909,21472,1.89494511277482,"libdem"
"sections",0,1,33909,21472,1.89494511277482,"libdem"
"decaying",0,1,33909,21472,1.89494511277482,"libdem"
"selective",0,1,33909,21472,1.89494511277482,"libdem"
"diagnostic",0,1,33909,21472,1.89494511277482,"libdem"
"out-dated",0,1,33909,21472,1.89494511277482,"libdem"
"fitness",0,1,33909,21472,1.89494511277482,"libdem"
"colour",0,1,33909,21472,1.89494511277482,"libdem"
"eating",0,1,33909,21472,1.89494511277482,"libdem"
"dispersal",0,1,33909,21472,1.89494511277482,"libdem"
"all-party",0,1,33909,21472,1.89494511277482,"libdem"
"superintendents",0,1,33909,21472,1.89494511277482,"libdem"
"separation",0,1,33909,21472,1.89494511277482,"libdem"
"underinvestment",0,1,33909,21472,1.89494511277482,"libdem"
"pops",0,1,33909,21472,1.89494511277482,"libdem"
"isolated",0,1,33909,21472,1.89494511277482,"libdem"
"injury",0,1,33909,21472,1.89494511277482,"libdem"
"input",0,1,33909,21472,1.89494511277482,"libdem"
"redress",0,1,33909,21472,1.89494511277482,"libdem"
"instrumental",0,1,33909,21472,1.89494511277482,"libdem"
"derisory",0,1,33909,21472,1.89494511277482,"libdem"
"quangos",0,1,33909,21472,1.89494511277482,"libdem"
"thereafter",0,1,33909,21472,1.89494511277482,"libdem"
"alleviate",0,1,33909,21472,1.89494511277482,"libdem"
"sssis",0,1,33909,21472,1.89494511277482,"libdem"
"whenever",0,1,33909,21472,1.89494511277482,"libdem"
"killed",0,1,33909,21472,1.89494511277482,"libdem"
"dog-eared",0,1,33909,21472,1.89494511277482,"libdem"
"newsagents",0,1,33909,21472,1.89494511277482,"libdem"
"commerce",0,1,33909,21472,1.89494511277482,"libdem"
"hampering",0,1,33909,21472,1.89494511277482,"libdem"
"match-funding",0,1,33909,21472,1.89494511277482,"libdem"
"frail",0,1,33909,21472,1.89494511277482,"libdem"
"foreseeable",0,1,33909,21472,1.89494511277482,"libdem"
"woodland",0,1,33909,21472,1.89494511277482,"libdem"
"exemptions",0,1,33909,21472,1.89494511277482,"libdem"
"numerous",0,1,33909,21472,1.89494511277482,"libdem"
"modelled",0,1,33909,21472,1.89494511277482,"libdem"
"landfill",0,1,33909,21472,1.89494511277482,"libdem"
"demoralised",0,1,33909,21472,1.89494511277482,"libdem"
"motorcycles",0,1,33909,21472,1.89494511277482,"libdem"
"sending",0,1,33909,21472,1.89494511277482,"libdem"
"domination",0,1,33909,21472,1.89494511277482,"libdem"
"respiratory",0,1,33909,21472,1.89494511277482,"libdem"
"rain",0,1,33909,21472,1.89494511277482,"libdem"
"content",0,1,33909,21472,1.89494511277482,"libdem"
"host",0,1,33909,21472,1.89494511277482,"libdem"
"soared",0,1,33909,21472,1.89494511277482,"libdem"
"uphold",0,1,33909,21472,1.89494511277482,"libdem"
"liberalising",0,1,33909,21472,1.89494511277482,"libdem"
"deplorably",0,1,33909,21472,1.89494511277482,"libdem"
"openly",0,1,33909,21472,1.89494511277482,"libdem"
"12,000",0,1,33909,21472,1.89494511277482,"libdem"
"beat",0,1,33909,21472,1.89494511277482,"libdem"
"internationalist",0,1,33909,21472,1.89494511277482,"libdem"
"sack",0,1,33909,21472,1.89494511277482,"libdem"
"regarding",0,1,33909,21472,1.89494511277482,"libdem"
"bath",0,1,33909,21472,1.89494511277482,"libdem"
"overcomplicated",0,1,33909,21472,1.89494511277482,"libdem"
"comfort",0,1,33909,21472,1.89494511277482,"libdem"
"utility",0,1,33909,21472,1.89494511277482,"libdem"
"facility",0,1,33909,21472,1.89494511277482,"libdem"
"planet",0,1,33909,21472,1.89494511277482,"libdem"
"concealed",0,1,33909,21472,1.89494511277482,"libdem"
"broadcasters",0,1,33909,21472,1.89494511277482,"libdem"
"valuing",0,1,33909,21472,1.89494511277482,"libdem"
"6-12",0,1,33909,21472,1.89494511277482,"libdem"
"outdoor",0,1,33909,21472,1.89494511277482,"libdem"
"eradicating",0,1,33909,21472,1.89494511277482,"libdem"
"deluged",0,1,33909,21472,1.89494511277482,"libdem"
"residents",0,1,33909,21472,1.89494511277482,"libdem"
"overflowing",0,1,33909,21472,1.89494511277482,"libdem"
"frameworks",0,1,33909,21472,1.89494511277482,"libdem"
"racially",0,1,33909,21472,1.89494511277482,"libdem"
"complementary",0,1,33909,21472,1.89494511277482,"libdem"
"indefinite",0,1,33909,21472,1.89494511277482,"libdem"
"escape",0,1,33909,21472,1.89494511277482,"libdem"
"lessen",0,1,33909,21472,1.89494511277482,"libdem"
"designation",0,1,33909,21472,1.89494511277482,"libdem"
"knee-jerk",0,1,33909,21472,1.89494511277482,"libdem"
"self-contained",0,1,33909,21472,1.89494511277482,"libdem"
"island",0,1,33909,21472,1.89494511277482,"libdem"
"limbs",0,1,33909,21472,1.89494511277482,"libdem"
"cd-roms",0,1,33909,21472,1.89494511277482,"libdem"
"operates",0,1,33909,21472,1.89494511277482,"libdem"
"levying",0,1,33909,21472,1.89494511277482,"libdem"
"9pm",0,1,33909,21472,1.89494511277482,"libdem"
"traditionally",0,1,33909,21472,1.89494511277482,"libdem"
"puts",0,1,33909,21472,1.89494511277482,"libdem"
"out-of-town",0,1,33909,21472,1.89494511277482,"libdem"
"normally",0,1,33909,21472,1.89494511277482,"libdem"
"resolutions",0,1,33909,21472,1.89494511277482,"libdem"
"assemblies",0,1,33909,21472,1.89494511277482,"libdem"
"suitability",0,1,33909,21472,1.89494511277482,"libdem"
"hepatitis",0,1,33909,21472,1.89494511277482,"libdem"
"anti-monopoly",0,1,33909,21472,1.89494511277482,"libdem"
"appliances",0,1,33909,21472,1.89494511277482,"libdem"
"intent",0,1,33909,21472,1.89494511277482,"libdem"
"questions",0,1,33909,21472,1.89494511277482,"libdem"
"relation",0,1,33909,21472,1.89494511277482,"libdem"
"jail",0,1,33909,21472,1.89494511277482,"libdem"
"eventual",0,1,33909,21472,1.89494511277482,"libdem"
"parenting",0,1,33909,21472,1.89494511277482,"libdem"
"all-important",0,1,33909,21472,1.89494511277482,"libdem"
"allocated",0,1,33909,21472,1.89494511277482,"libdem"
"legitimate",0,1,33909,21472,1.89494511277482,"libdem"
"overlapping",0,1,33909,21472,1.89494511277482,"libdem"
"renamed",0,1,33909,21472,1.89494511277482,"libdem"
"declined",0,1,33909,21472,1.89494511277482,"libdem"
"anti-fraud",0,1,33909,21472,1.89494511277482,"libdem"
"outweigh",0,1,33909,21472,1.89494511277482,"libdem"
"detection",0,1,33909,21472,1.89494511277482,"libdem"
"depending",0,1,33909,21472,1.89494511277482,"libdem"
"litre",0,1,33909,21472,1.89494511277482,"libdem"
"reoffend",0,1,33909,21472,1.89494511277482,"libdem"
"coping",0,1,33909,21472,1.89494511277482,"libdem"
"delivers",0,1,33909,21472,1.89494511277482,"libdem"
"really",0,1,33909,21472,1.89494511277482,"libdem"
"machine",0,1,33909,21472,1.89494511277482,"libdem"
"apparently",0,1,33909,21472,1.89494511277482,"libdem"
"liquified",0,1,33909,21472,1.89494511277482,"libdem"
"michael",0,1,33909,21472,1.89494511277482,"libdem"
"stimulated",0,1,33909,21472,1.89494511277482,"libdem"
"classrooms",0,1,33909,21472,1.89494511277482,"libdem"
"travelling",0,1,33909,21472,1.89494511277482,"libdem"
"greening",0,1,33909,21472,1.89494511277482,"libdem"
"clause",0,1,33909,21472,1.89494511277482,"libdem"
"secretive",0,1,33909,21472,1.89494511277482,"libdem"
"judged",0,1,33909,21472,1.89494511277482,"libdem"
"resolution",0,1,33909,21472,1.89494511277482,"libdem"
"championed",0,1,33909,21472,1.89494511277482,"libdem"
"penalise",0,1,33909,21472,1.89494511277482,"libdem"
"repetitive",0,1,33909,21472,1.89494511277482,"libdem"
"causing",0,1,33909,21472,1.89494511277482,"libdem"
"tax-varying",0,1,33909,21472,1.89494511277482,"libdem"
"evidence-based",0,1,33909,21472,1.89494511277482,"libdem"
"stair",0,1,33909,21472,1.89494511277482,"libdem"
"words",0,1,33909,21472,1.89494511277482,"libdem"
"gross",0,1,33909,21472,1.89494511277482,"libdem"
"visibility",0,1,33909,21472,1.89494511277482,"libdem"
"length",0,1,33909,21472,1.89494511277482,"libdem"
"30-year",0,1,33909,21472,1.89494511277482,"libdem"
"straitjacket",0,1,33909,21472,1.89494511277482,"libdem"
"brussels",0,1,33909,21472,1.89494511277482,"libdem"
"inquiries",0,1,33909,21472,1.89494511277482,"libdem"
"explains",0,1,33909,21472,1.89494511277482,"libdem"
"desperately",0,1,33909,21472,1.89494511277482,"libdem"
"repaid",0,1,33909,21472,1.89494511277482,"libdem"
"classed",0,1,33909,21472,1.89494511277482,"libdem"
"abandon",0,1,33909,21472,1.89494511277482,"libdem"
"represents",0,1,33909,21472,1.89494511277482,"libdem"
"substantive",0,1,33909,21472,1.89494511277482,"libdem"
"association",0,1,33909,21472,1.89494511277482,"libdem"
"president",0,1,33909,21472,1.89494511277482,"libdem"
"75th",0,1,33909,21472,1.89494511277482,"libdem"
"lapse",0,1,33909,21472,1.89494511277482,"libdem"
"defended",0,1,33909,21472,1.89494511277482,"libdem"
"sickness",0,1,33909,21472,1.89494511277482,"libdem"
"next-of-kin",0,1,33909,21472,1.89494511277482,"libdem"
"afforded",0,1,33909,21472,1.89494511277482,"libdem"
"politicians",0,1,33909,21472,1.89494511277482,"libdem"
"gordon",0,1,33909,21472,1.89494511277482,"libdem"
"co-operatives",0,1,33909,21472,1.89494511277482,"libdem"
"added",0,1,33909,21472,1.89494511277482,"libdem"
"measured",0,1,33909,21472,1.89494511277482,"libdem"
"appropriately",0,1,33909,21472,1.89494511277482,"libdem"
"nuisance",0,1,33909,21472,1.89494511277482,"libdem"
"misbehaviour",0,1,33909,21472,1.89494511277482,"libdem"
"fosterers",0,1,33909,21472,1.89494511277482,"libdem"
"non-protectionist",0,1,33909,21472,1.89494511277482,"libdem"
"pharmaceutical",0,1,33909,21472,1.89494511277482,"libdem"
"cooperatives",0,1,33909,21472,1.89494511277482,"libdem"
"contributor",0,1,33909,21472,1.89494511277482,"libdem"
"spouses",0,1,33909,21472,1.89494511277482,"libdem"
"damp",0,1,33909,21472,1.89494511277482,"libdem"
"appraisal",0,1,33909,21472,1.89494511277482,"libdem"
"irish",0,1,33909,21472,1.89494511277482,"libdem"
"non-discriminatory",0,1,33909,21472,1.89494511277482,"libdem"
"sponsored",0,1,33909,21472,1.89494511277482,"libdem"
"life-long",0,1,33909,21472,1.89494511277482,"libdem"
"airport",0,1,33909,21472,1.89494511277482,"libdem"
"seeks",0,1,33909,21472,1.89494511277482,"libdem"
"disgraceful",0,1,33909,21472,1.89494511277482,"libdem"
"revive",0,1,33909,21472,1.89494511277482,"libdem"
"ferries",0,1,33909,21472,1.89494511277482,"libdem"
"unsuitable",0,1,33909,21472,1.89494511277482,"libdem"
"attach",0,1,33909,21472,1.89494511277482,"libdem"
"curb",0,1,33909,21472,1.89494511277482,"libdem"
"forestry",0,1,33909,21472,1.89494511277482,"libdem"
"consolidated",0,1,33909,21472,1.89494511277482,"libdem"
"embraces",0,1,33909,21472,1.89494511277482,"libdem"
"instruction",0,1,33909,21472,1.89494511277482,"libdem"
"neglect",0,1,33909,21472,1.89494511277482,"libdem"
"instructions",0,1,33909,21472,1.89494511277482,"libdem"
"leaks",0,1,33909,21472,1.89494511277482,"libdem"
"spearhead",0,1,33909,21472,1.89494511277482,"libdem"
"specify",0,1,33909,21472,1.89494511277482,"libdem"
"listed",0,1,33909,21472,1.89494511277482,"libdem"
"supporters",0,1,33909,21472,1.89494511277482,"libdem"
"side",0,1,33909,21472,1.89494511277482,"libdem"
"stages",0,1,33909,21472,1.89494511277482,"libdem"
"named",0,1,33909,21472,1.89494511277482,"libdem"
"incineration",0,1,33909,21472,1.89494511277482,"libdem"
"neighbours",0,1,33909,21472,1.89494511277482,"libdem"
"pandemic",0,1,33909,21472,1.89494511277482,"libdem"
"reference",0,1,33909,21472,1.89494511277482,"libdem"
"criminally",0,1,33909,21472,1.89494511277482,"libdem"
"avalanche",0,1,33909,21472,1.89494511277482,"libdem"
"incurred",0,1,33909,21472,1.89494511277482,"libdem"
"misfired",0,1,33909,21472,1.89494511277482,"libdem"
"video",0,1,33909,21472,1.89494511277482,"libdem"
"impartially",0,1,33909,21472,1.89494511277482,"libdem"
"better-off",0,1,33909,21472,1.89494511277482,"libdem"
"repeated",0,1,33909,21472,1.89494511277482,"libdem"
"4250",0,1,33909,21472,1.89494511277482,"libdem"
"lifts",0,1,33909,21472,1.89494511277482,"libdem"
"owners",0,1,33909,21472,1.89494511277482,"libdem"
"subsequent",0,1,33909,21472,1.89494511277482,"libdem"
"oceans",0,1,33909,21472,1.89494511277482,"libdem"
"acquiring",0,1,33909,21472,1.89494511277482,"libdem"
"documents",0,1,33909,21472,1.89494511277482,"libdem"
"approval",0,1,33909,21472,1.89494511277482,"libdem"
"warm",0,1,33909,21472,1.89494511277482,"libdem"
"theatres",0,1,33909,21472,1.89494511277482,"libdem"
"regard",0,1,33909,21472,1.89494511277482,"libdem"
"palliative",0,1,33909,21472,1.89494511277482,"libdem"
"wishing",0,1,33909,21472,1.89494511277482,"libdem"
"directed",0,1,33909,21472,1.89494511277482,"libdem"
"conserve",0,1,33909,21472,1.89494511277482,"libdem"
"uk-based",0,1,33909,21472,1.89494511277482,"libdem"
"25p",0,1,33909,21472,1.89494511277482,"libdem"
"decentralising",0,1,33909,21472,1.89494511277482,"libdem"
"alter",0,1,33909,21472,1.89494511277482,"libdem"
"counts",0,1,33909,21472,1.89494511277482,"libdem"
"threshold",0,1,33909,21472,1.89494511277482,"libdem"
"operate",0,1,33909,21472,1.89494511277482,"libdem"
"agri-environment",0,1,33909,21472,1.89494511277482,"libdem"
"article",0,1,33909,21472,1.89494511277482,"libdem"
"anti-bribery",0,1,33909,21472,1.89494511277482,"libdem"
"valuable",0,1,33909,21472,1.89494511277482,"libdem"
"jails",0,1,33909,21472,1.89494511277482,"libdem"
"liability",0,1,33909,21472,1.89494511277482,"libdem"
"redevelopment",0,1,33909,21472,1.89494511277482,"libdem"
"lending",0,1,33909,21472,1.89494511277482,"libdem"
"e-learning",0,1,33909,21472,1.89494511277482,"libdem"
"7,500",0,1,33909,21472,1.89494511277482,"libdem"
"inhibits",0,1,33909,21472,1.89494511277482,"libdem"
"over-regulated",0,1,33909,21472,1.89494511277482,"libdem"
"unlock",0,1,33909,21472,1.89494511277482,"libdem"
"mast",0,1,33909,21472,1.89494511277482,"libdem"
"entitlements",0,1,33909,21472,1.89494511277482,"libdem"
"revoke",0,1,33909,21472,1.89494511277482,"libdem"
"biotech",0,1,33909,21472,1.89494511277482,"libdem"
"civilised",0,1,33909,21472,1.89494511277482,"libdem"
"incorporated",0,1,33909,21472,1.89494511277482,"libdem"
"intense",0,1,33909,21472,1.89494511277482,"libdem"
"refunds",0,1,33909,21472,1.89494511277482,"libdem"
"drainage",0,1,33909,21472,1.89494511277482,"libdem"
"circulates",0,1,33909,21472,1.89494511277482,"libdem"
"verdict",0,1,33909,21472,1.89494511277482,"libdem"
"vandalism",0,1,33909,21472,1.89494511277482,"libdem"
"zonal",0,1,33909,21472,1.89494511277482,"libdem"
"clearance",0,1,33909,21472,1.89494511277482,"libdem"
"envy",0,1,33909,21472,1.89494511277482,"libdem"
"evening",0,1,33909,21472,1.89494511277482,"libdem"
"13,000",0,1,33909,21472,1.89494511277482,"libdem"
"britons",0,1,33909,21472,1.89494511277482,"libdem"
"comparisons",0,1,33909,21472,1.89494511277482,"libdem"
"voices",0,1,33909,21472,1.89494511277482,"libdem"
"wholly",0,1,33909,21472,1.89494511277482,"libdem"
"collaboration",0,1,33909,21472,1.89494511277482,"libdem"
"stifles",0,1,33909,21472,1.89494511277482,"libdem"
"mature",0,1,33909,21472,1.89494511277482,"libdem"
"secrecy",0,1,33909,21472,1.89494511277482,"libdem"
"isle",0,1,33909,21472,1.89494511277482,"libdem"
"publication",0,1,33909,21472,1.89494511277482,"libdem"
"compromised",0,1,33909,21472,1.89494511277482,"libdem"
"p60",0,1,33909,21472,1.89494511277482,"libdem"
"presented",0,1,33909,21472,1.89494511277482,"libdem"
"considerable",0,1,33909,21472,1.89494511277482,"libdem"
"recently",0,1,33909,21472,1.89494511277482,"libdem"
"car-pooling",0,1,33909,21472,1.89494511277482,"libdem"
"widened",0,1,33909,21472,1.89494511277482,"libdem"
"fragmentation",0,1,33909,21472,1.89494511277482,"libdem"
"win",0,1,33909,21472,1.89494511277482,"libdem"
"solvents",0,1,33909,21472,1.89494511277482,"libdem"
"restructure",0,1,33909,21472,1.89494511277482,"libdem"
"performance-related",0,1,33909,21472,1.89494511277482,"libdem"
"harassment",0,1,33909,21472,1.89494511277482,"libdem"
"cards",0,1,33909,21472,1.89494511277482,"libdem"
"bureaucrats",0,1,33909,21472,1.89494511277482,"libdem"
"scroungers",0,1,33909,21472,1.89494511277482,"libdem"
"erode",0,1,33909,21472,1.89494511277482,"libdem"
"whereby",0,1,33909,21472,1.89494511277482,"libdem"
"sick",0,1,33909,21472,1.89494511277482,"libdem"
"grave",0,1,33909,21472,1.89494511277482,"libdem"
"overstretched",0,1,33909,21472,1.89494511277482,"libdem"
"needy",0,1,33909,21472,1.89494511277482,"libdem"
"reasonably",0,1,33909,21472,1.89494511277482,"libdem"
"check-ups",0,1,33909,21472,1.89494511277482,"libdem"
"message",0,1,33909,21472,1.89494511277482,"libdem"
"religion",0,1,33909,21472,1.89494511277482,"libdem"
"applicants",0,1,33909,21472,1.89494511277482,"libdem"
"pride",0,1,33909,21472,1.89494511277482,"libdem"
"awareness",0,1,33909,21472,1.89494511277482,"libdem"
"hiv",0,1,33909,21472,1.89494511277482,"libdem"
"flout",0,1,33909,21472,1.89494511277482,"libdem"
"unpaid",0,1,33909,21472,1.89494511277482,"libdem"
"critically",0,1,33909,21472,1.89494511277482,"libdem"
"relate",0,1,33909,21472,1.89494511277482,"libdem"
"permit",0,1,33909,21472,1.89494511277482,"libdem"
"farms",0,1,33909,21472,1.89494511277482,"libdem"
"everybody",0,1,33909,21472,1.89494511277482,"libdem"
"1500",0,1,33909,21472,1.89494511277482,"libdem"
"vet",0,1,33909,21472,1.89494511277482,"libdem"
"discourages",0,1,33909,21472,1.89494511277482,"libdem"
"purposes",0,1,33909,21472,1.89494511277482,"libdem"
"justification",0,1,33909,21472,1.89494511277482,"libdem"
"morale",0,1,33909,21472,1.89494511277482,"libdem"
"worldwide",0,1,33909,21472,1.89494511277482,"libdem"
"contrary",0,1,33909,21472,1.89494511277482,"libdem"
"declared",0,1,33909,21472,1.89494511277482,"libdem"
"hunting",0,1,33909,21472,1.89494511277482,"libdem"
"feasibility",0,1,33909,21472,1.89494511277482,"libdem"
"secretariat",0,1,33909,21472,1.89494511277482,"libdem"
"experienced",0,1,33909,21472,1.89494511277482,"libdem"
"supplies",0,1,33909,21472,1.89494511277482,"libdem"
"hugely",0,1,33909,21472,1.89494511277482,"libdem"
"refocus",0,1,33909,21472,1.89494511277482,"libdem"
"ratios",0,1,33909,21472,1.89494511277482,"libdem"
"unannounced",0,1,33909,21472,1.89494511277482,"libdem"
"laundering",0,1,33909,21472,1.89494511277482,"libdem"
"drift",0,1,33909,21472,1.89494511277482,"libdem"
"law-abiding",0,1,33909,21472,1.89494511277482,"libdem"
"tear-off",0,1,33909,21472,1.89494511277482,"libdem"
"neurological",0,1,33909,21472,1.89494511277482,"libdem"
"3,750",0,1,33909,21472,1.89494511277482,"libdem"
"tracking",0,1,33909,21472,1.89494511277482,"libdem"
"one-third",0,1,33909,21472,1.89494511277482,"libdem"
"sticking",0,1,33909,21472,1.89494511277482,"libdem"
"squeeze",0,1,33909,21472,1.89494511277482,"libdem"
"racist",0,1,33909,21472,1.89494511277482,"libdem"
"multiply",0,1,33909,21472,1.89494511277482,"libdem"
"cross-media",0,1,33909,21472,1.89494511277482,"libdem"
"complacent",0,1,33909,21472,1.89494511277482,"libdem"
