"TokenID","FileID","SemCat","MetCat","Adj","Noun","Example"
1333114,"CFY","lit","n/a","cold","water","Kneeling down , he bent over and sluiced his face with handfuls of the surprisingly [cold water] ."
1336481,"CFY","lit","n/a","hot","water","And we could do with some [hot water] ."
1350409,"CH3","FALSE","n/a","cool","Ground","Williams followed up on Sheringa for Toby Balding who plans to run Gold Cup hero [Cool Ground] over the Grand National fences at the revived Aintree fixture in November ."
1357731,"CH3","lit","n/a","hot","CHAMP","[HOT CHAMP]"
1358464,"CH3","lit","n/a","hot","ROD","NOT SO [HOT ROD]"
1395321,"CH3","metaph","affection","cold","response","When I asked Eubank if Benn had crossed his mind recently , it drew a [cold response] ."
1418624,"CH3","metaph","activity","hot","seat","Already the bookies are taking bets on whether Souness will still be in the Anfield [hot seat] neat season ."
1424852,"CH3","FALSE","n/a","cold","remedy","But Neath are backing the player 's insistence that he merely took a [cold remedy] ."
1429051,"CH3","lit","n/a","hot","bath","‘ We had just played two games in three days , so I had the players in for a [hot bath] and a massage before taking them for a couple of pints of Guinness ."
1429323,"CH3","lit","n/a","hot","bath","We had just played two games in three days , so I had the players in for a [hot bath] and a massage before taking them for a couple of pints of Guinness ."
1433888,"CH3","FALSE","n/a","cool","IT","[COOL IT] : Team manager Maurizio Mancini mediates between Gascoigne and Zoff"
1451690,"CH3","metaph","evaluation","hot","gunner","STOREY : Red [hot Gunner]"
1458563,"CH3","lit","n/a","hot","soak","After a long , [hot soak] , and wearing flip-flops to get the air to his tired feet , Beefy is back in action at the hotel , urging on his troops to make merry ."
1473681,"CH3","metaph","affection","cold","shoulder","Millwall boss Mick McCarthy made an approach for the striker three weeks ago , but was given the [cold shoulder] ."
1473731,"CH3","metaph","activity","hot","time","[Hot time] for Howey"
1591501,"CMA","metaph","affection","warm","nest","In principle , the behaviour of the tits could be adapted to the job of building a safe , [warm nest] for offspring in three separate ways ."
1724685,"EA7","metaph","synesthesia","warm","glow","In such company , the ancient rituals of Christian worship shed their [warm glow] of splendour on the court . "
1738704,"EA7","metaph","affection","warm","welcome","The growth of independent towns in the twelfth century lent force to the revival of public courts on the Carolingian model ; while Mediterranean contacts ensured a [warm welcome] for the learning of Bolognese Roman lawyers in the early decades of the century ."
1803948,"EW1","metaph","temperament","cold","approach","He combined a [cold approach] with references to emotive issues like the Boer War , he spoke in a matter-of-fact way , he made clever use of sarcasm at the expense of opponents , and he recognized the value of a decisive attitude that would be firmly grasped by a party audience ."
1934520,"FAJ","lit","n/a","warm","draught","The candlelight in the room wavers in a [warm draught] ."
1945346,"FAJ","metaph","affection","warm","approval","But Letterman has sent me [warm approval] of my new ending ."
1949482,"FAJ","lit","n/a","hot","flame","The fire burns evenly with a thin [hot flame] , as though there are no oils or resins in the wood ."
1960060,"FAJ","lit","n/a","hot","water","Her servant brings a bowl of [hot water] for Fairfax ."
1974504,"FAJ","lit","n/a","hot","tea","Retire is the right term for what he does : it is a ritual demanding a nightcap , a pee on the edge of the firelight , another nightcap , the preparation of a vacuum flask of [hot tea] for the bedside and a laborious change into old-fashioned pyjamas ."
2011502,"FET","lit","n/a","hot","motorways","He thought of thick , fat , [hot motorways] carving up that land ."
2013350,"FET","lit","n/a","cold","King","He remembered a straight mass of red-gold hair , in [cold King] 's Chapel , more golden than foxy Frederica 's , slowly settling onto a collar as the pins released their grip ."
2015443,"FET","metaph","temperament","cool","silence","The nuns ascended the stairs in a perpetual [cool silence] ."
2018231,"FET","lit","n/a","warm","leaves","She remembered the lanes in summer , cow parsley and [warm leaves] , but not , not bodily , her own light movement ."
2021734,"FET","lit","n/a","warm","clothes"," Drowning perfectly good [warm clothes] is an awful waste .'"
2032102,"FET","lit","n/a","cold","cheek","Marcus , limply , but for a perfectly decent period , took it as it was offered , and then moved on to lay a [cold cheek] against his mother 's ."
2035237,"FET","lit","n/a","cold","soil","Round these orderly gnarled wooden roots the [cold soil] heated almost visibly as the incredible bright dawn advanced ."
2036356,"FET","lit","n/a","hot","chocolate","Inside , at a huge oak table in a stone dining-hall , dark-walled and tiled , she was given a bowl of [hot chocolate] , a huge piece of French bread , unsalted butter ( again the first ) and confiture aux cerises ."
2037079,"FET","lit","n/a","hot","fire","She turned the handle of the spit when the Algerian gigots were roasted , larded with garlic and anchovies , in a kind of oval cage of iron slats in front of a [hot fire] of vine-stumps inside the huge hearth ; she sat on a bench inside the cheminée , turning the ratchet as it wound down , basting the lamb with oil and its own juices from a diabolical long spoon ."
2037319,"FET","lit","n/a","hot","sun","Later , in England , it occurred to her that it might have been said ironically , but by then she had forgotten the context and intonation of it , could only remember that it was said under [hot sun] outside the Maison Carrée in Nîmes , where the air was fluent and the stones shone ."
2039790,"FET","lit","n/a","hot","sun","So she gave up , and sat between the vines in the [hot sun] , alternately sleeping and working her way through the dusty volumes of Peregrine Pickle , bound in crimson and gold leather , with real bookworms making agitated forays from their dark crannies into the heat and light across the extraordinary scenes where Smollett 's elderly ladies retained their urine indefinitely to put out putative fires , or sweetened their foul breaths with violet cachous to deceive desired young lovers ."
2040340,"FET","lit","n/a","warm","evening","They took her to the Palais des Papes in Avignon where , on a [warm evening] , they saw a floodlit trench production of Macbeth , the Théâtre Nationale Populaire , with Jean Vilar , drawn and romantic , more damned troubadour than Scots butcher , and Maria Casares , whitely elegant and frenzied , washing blood from her hands whilst angelic trumpets shrilled from high battlements ."
2044447,"FET","lit","n/a","cold","bluster","Sometimes , before he drank the fourth or fifth glass of Côtes-du-Rhone that would incapacitate him , he thought with guilt of the Flanders fields , with impotence of the forests where wolves ranged , — with the sense of temptation , secret delight , and energy welling up from unknown sources of Gauguin 's [cold bluster] , of Vincent 's two voices ."
2046549,"FET","lit","n/a","hot","sun","The long red tresses which in Astraea had flowed deranged on her shoulders whilst her paper skirts were slit by Seymour 's scissors had in the [hot sun] of Provence slowly crimped , frizzled , and broken off lustreless ."
2047771,"FET","lit","n/a","hot","wood","But he gave her a hand and they sat side by side on the [hot wood] , pouring sea water , steaming ."
2048389,"FET","lit","n/a","cold","herb_omelette","Lunch was good : little [cold herb] omelettes , raw smoked ham , huge pumpkin-indented scarlet tomatoes , black olives with garlic and pepper , glistening , wrinkled and hot ."
2054820,"FPB","lit","n/a","hot","breeze","Now Sam looked at his wife as she stood at the end of the long , dark-panelled bedroom , her back to the window , beyond which olive trees rustled in a [hot breeze] ."
2059804,"FPB","metaph","affection","warm","glow","Her body relaxed in Adam 's strong and clearly skilled hands as he stroked her bare , smooth belly , and a [warm glow] spread from her navel over her entire body ."
2066520,"FPB","lit","n/a","warm","cuddling","She found no sexual pleasure in going to bed with strangers , but , in contrast with the rest of her week , she was comforted by the feeling of being thought desirable , of having someone 's arms around her , of [warm cuddling] beneath the quilt ."
2068958,"FPB","lit","n/a","warm","winter","On the following morning , she bought a portable TV , a [warm winter] coat for herself , and new clothes for Josh ."
2077700,"FPB","lit","n/a","warm","smell","To Clare , his milky [warm smell] was like that of a newborn baby ."
2078951,"FPB","lit","n/a","hot","rum","After she had a [hot rum] toddy in a steaming , warm tub and showed Josh the trap marks on her leg , they all sat around the wooden kitchen table to eat vegetable soup , local Stilton cheese , and a salad of walnuts and chicory , followed by gingerbread that Clare had made with Mrs Gooden 's special recipe ."
2078958,"FPB","lit","n/a","warm","tub","After she had a hot rum toddy in a steaming , [warm tub] and showed Josh the trap marks on her leg , they all sat around the wooden kitchen table to eat vegetable soup , local Stilton cheese , and a salad of walnuts and chicory , followed by gingerbread that Clare had made with Mrs Gooden 's special recipe ."
2079666,"FPB","lit","n/a","hot","rock","She felt as if she were lying naked on a [hot rock] , stretching languorously towards the sun ."
2079733,"FPB","lit","n/a","warm","wool","She felt a physical longing too strong to resist , she breathed fast and grew a bit light-headed : she could smell the soft , milky smell of David 's body and the [warm wool] odour of his sweater ; she felt a frenzied yearning ."
2080756,"FPB","lit","n/a","cold","water","As he swabbed his brother 's temples with [cold water] , Mike muttered , ‘ I 'm sorry ."
2083844,"FPB","lit","n/a","warm","flesh","Adam held her by the shoulders ; through the gauze , he could feel her [warm flesh] ."
2085352,"FPB","lit","n/a","warm","sunshine","Every time his plane touched down at Nice airport and he saw palm trees and tanned porters in white , short-sleeved shirts , Adam enjoyed afresh the glamour of a life where one stepped on to a plane in bleak winter weather and shortly afterwards stepped off in [warm sunshine] ."
2087044,"FPB","metaph","temperament","cold","blood","Elinor hated to be interrupted : she was reading Truman Capote 's In [Cold Blood] ."
2087112,"FPB","metaph","temperament","cold","blood","In [Cold Blood] fell to the floor ."
2093263,"FPB","metaph","affection","warm","relief","‘ Hello , Buzz , ’ she whispered , feeling [warm relief] flood her body ."
2099073,"FPB","lit","n/a","warm","water","In the [warm water] of the square , sunken marble tub , Adam lay beside Miranda ; he soaped her body as though she were a royal baby ."
2208064,"FT1","lit","n/a","cold","chain","Weak link in vaccine [cold chain]"
2208096,"FT1","lit","n/a","cold","chain","The efficacy of vaccines , especially live vaccines , may be compromised unless they are kept at 2–8°C ( or 0–4°C for polio vaccine ) at every stage of the [cold chain] from manufacturer to recipient ."
2208111,"FT1","lit","n/a","cold","chain","In tropical countries the importance of maintaining the [cold chain] is recognised , but in temperate countries it has been given little attention until recently ."
2208323,"FT1","lit","n/a","cold","chain","Thus any breakdown in the [cold chain] could be quantified ."
2208462,"FT1","lit","n/a","cool","boxes","All vaccines transported by the district transport service , which does not use refrigerators and is not provided with [cool boxes] , were exposed to excessive temperatures ."
2208582,"FT1","lit","n/a","cool","boxes","The use of [cool boxes] was so rare that we can not comment on their potential effectiveness , and it is difficult to obtain small cool boxes of known effectiveness in Britain ."
2208604,"FT1","lit","n/a","cool","boxes","The use of cool boxes was so rare that we can not comment on their potential effectiveness , and it is difficult to obtain small [cool boxes] of known effectiveness in Britain ."
2208719,"FT1","lit","n/a","cool","boxes","Using [cool boxes] of known effectiveness , improved staff training , and random monitoring exercises similar to this one would improve a potentially hazardous situation ."
2234802,"FT1","metaph","activity","cold","turkey","While patients dependent on alcohol who suffer withdrawal are given sedation and heroine addicts receive opiate substitutes , only tobacco users are expected to go ‘ [cold turkey] ’ or leave their ward to smoke ."
2240517,"G01","lit","n/a","cold","floors","Man shuffled along over the [cold floors] , some dressed in grey prison-issue pyjamas , others bare-chested or in boxer shorts ."
2258738,"G01","metaph","affection","cold","eyes","‘ If he 's dead he 's no threat , ’ Plummer said , looking at her with [cold eyes] ."
2266951,"G01","lit","n/a","hot","chestnuts","There was a man outside , close to one set of steps , selling [hot chestnuts] , the smell of burning coals and roasting nuts filling Magee 's nostrils ."
2272654,"G01","lit","n/a","cold","storage","‘ What you 're saying is , these three fucking murderers we 've got in [cold storage] have all committed crimes identical to ones committed by Peter Lawton , Mathew Bryce and Trevor Magee , right ?"
2278391,"G01","metaph","evaluation","hot","shot","‘ And what the fuck would you have done with them , [hot shot] ?"
2281189,"G01","lit","n/a","hot","fat","She cracked eggs into a frying pan and stood over them while they cooked , wincing as [hot fat] spat at her from the pan ."
2281505,"G01","lit","n/a","cold","tap","She ran it beneath the [cold tap] for a moment then dried it and returned to the pan , lowering the heat , scooping the eggs out and onto a plate ."
2285965,"G01","lit","n/a","cold","wind","A blast of [cold wind] hit them ."
2286385,"G01","lit","n/a","cold","storage","‘ The graves are there , fair enough , but there 's no mistake about who the three geezers in [cold storage] here are either ."
2291693,"G0L","metaph","temperament","cold","reminder","It was a [cold reminder] of their world , of the business they traded in daily ."
2302328,"G0L","metaph","activity","hot","pursuit","A pack leader saw the police in [hot pursuit] , called six Sturmabteilungen to him and led them into the stadium ."
2307897,"G0L","lit","n/a","cool","cotton","He put on a [cool cotton] grey shirt and loose cotton slacks ."
2344481,"G0S","metaph","temperament","cold","blood","It did not come to his mind to murder any of them ; it was not his way , or the way he had been raised , to take life in [cold blood] , without a formal challenge or warning , without the necessary ritual preparation for combat and maybe death ."
2345761,"G0S","metaph","temperament","hot","spirits","On the one hand , he sensed the anger of the island and its [hot spirits] if the powerful enchantress died ( for so he saw her ) ; he attempted to exorcise this fear with prayer and readings from the Bible , sometimes aloud to the uncomprehending heathen girl who tended the hag as if she were a lover ."
2349796,"G0S","metaph","temperament","cool","firmness","Then he pulled her to him , and kissed her and this time stayed kissing her , and when she did not struggle , he pressed on , and went down to the ground with her and months of longing for her flooded him almost instantly , so that he had no time to swing with her long , [cool firmness] as he had dreamed of so often , but the instant release in contact with her swept away all his turbulence ."
2350500,"G0S","lit","n/a","hot","springs","Ariel began to communicate with the strangers in English ; she told Kit about the [hot springs] up the mountain , hoping he would let her go there ."
2351159,"G0S","lit","n/a","hot","sand","Ariel did not falter but moved carefully on , up the [hot sand] of the shore following the creek , with the four-square house Kit Everard had erected far on her right , the huts and half-built dwellings of the men nearer , on her left ."
2352374,"G0S","lit","n/a","hot","springs","And it had been so since the day that she had turned to leave Sycorax at the [hot springs] ."
2358212,"G0S","lit","n/a","hot","work","‘ After [hot work] . ’"
2358658,"G0S","lit","n/a","hot","springs","He moved the most experienced soldiers in two squads of twenty-five men each , and deployed them to make a wedge within the stockade , their lines defending its walls , the point of the wedge facing the valley formed by the stream below the [hot springs] ."
2367781,"G0S","lit","n/a","cold","rivers","— Oh airs and winds , you bring me stories from the living , rustle of leaves and heave of branches , you speak to me of pain , and you , streaming magma from the belly of Adesangé and [cold rivers] too spouting from down below , you swollen sea where Manjiku glides , and you , shining pale moon , and you , oh bright sun of the zenith and green glittering star , HEAR ME !"
2372870,"G0S","lit","n/a","hot","water","It was half an hour past noon , when the corner hotel was quiet ; an hour when Marie-Angèle could let her slip into the bathroom with her pass key without telling Madame , who would otherwise charge her four hundred francs ( anciens ) for the tubful of [hot water] ."
2384877,"G0S","lit","n/a","warm","water","Sex in Miranda 's experience was n't a matter of spectacle , but of darkness and touch , magnified by her senses ' usually exacerbated state , the extremes of the night , of smoking and drinking and hunger and tiredness , and she was a blind swimmer through walls of [warm water] , and knew nothing of the practice and technique of the models in the pictures crammed edge to edge in the shop ."
2388437,"G0S","lit","n/a","hot","tears","She was trembling , [hot tears] sprang to her eyes , she wanted to cover her face with her hands , but did not dare attempt such a defending gesture for it would have seemed a patent provocation ; besides she knew how to stand in the face of anger ."
2430929,"G0Y","lit","n/a","hot","weather","There was a spell of [hot weather] ; mosquito larvae hatched in the stagnant pond on the far side of the Britches ."
2451019,"GUU","lit","n/a","warm","air","Lorton sighed , blowing a plume of [warm air] into the room ."
2456147,"GUU","lit","n/a","cold","water","He gasped as the boot filled with [cold water] ."
2456317,"GUU","lit","n/a","cold","snap","A [cold snap] , lasting at least a week …"
2460849,"GUU","lit","n/a","cold","weather","‘ Gives me hell in the [cold weather] , for some reason ."
2466369,"GUU","metaph","temperament","cold","blood","You 'll upset Georgina much more , and yourself much less , if you do it in [cold blood] . ’"
2485056,"GUU","lit","n/a","cold","air","[Cold air] eddied around her ."
2499216,"GVL","lit","n/a","hot","coffee","Susan looked up at the view , where Gloria Grahame was taking a pot of [hot coffee] full in the face in The Big Heat ."
2504688,"GVL","lit","n/a","hot","lead","One , or both , of them could easily have opted to give Daine a [hot lead] push and taken the operation over ."
2504854,"GVL","lit","n/a","cold","metal","I took my automatic out and rested its [cold metal] on Rhonda 's paper torso ."
2507374,"GVL","lit","n/a","cold","steel","Experimentally , she flicked the [cold steel] safety catch on and off in her pocket ."
2511145,"GVL","lit","n/a","cold","trace","The gambling king slashed downwards and , although he stepped back , Carradine could feel the [cold trace] of the knifepoint parting his clothes , drawing a slice down his skinny ribs ."
2531514,"GVL","metaph","temperament","cold","blood","A good guy could n't kill the bad guy in [cold blood] according to the Hays Code , so they 'd get into a fight on a ledge ."
2534921,"GVL","lit","n/a","cool","breeze","Rats , this heroine business was n't the [cool breeze] Vanessa Vail made it out to be ."
2568081,"H85","lit","n/a","hot","evening","It was a smoky [hot evening] when the two men met , but the flat where the MP lived was cool and dark ."
2572894,"H85","lit","n/a","hot","evening","Coming at it , at this angle on this [hot evening] , he saw the change vividly ."
2574053,"H85","metaph","affection","warm","liking","He felt a [warm liking] for the pretty , brave girl ."
2576991,"H85","lit","n/a","hot","food","‘ Not [hot food] , anyway . ’"
2577851,"H85","lit","n/a","hot","eggs","Coffin took a mouthful of [hot eggs] and toast , found it delicious , made a resolve to learn to cook them himself , and started talking ."
2589119,"H85","lit","n/a","hot","night","‘ It 's been a [hot night] , with not much draught down here ."
2589883,"H85","lit","n/a","hot","water","He washed thoroughly , standing under his shower while the [hot water] poured over him ."
2599709,"H9C","lit","n/a","hot","pokers","The torturers had chained him to a wall , applying searing [hot pokers] to the softest and most tender parts of his body ."
2600223,"H9C","lit","n/a","hot","pincers","Corbett pointed to the one stained glass window in the room where the artist had painted a graphic vision of demons , their eyes glaring fiercely , their mouths and nostrils poured forth fetid breath as they tore the flesh of sinners with red [hot pincers] and pierced their bodies with glowing iron nails , whilst others beat the unfortunates with spikes and scourges ."
2600264,"H9C","lit","n/a","hot","ovens","Ranulf studied the painting curiously and felt a shiver of apprehension as he saw how the sinners were thrust into [hot ovens] , cauldrons of boiling oil , or broken on huge revolving cartwheels ."
2600501,"H9C","lit","n/a","hot","lake","He talked about Hell being a boiling [hot lake] full of venomous serpents ."
2612262,"H9C","lit","n/a","warm","blood","Both stood still , the [warm blood] freezing in their veins ."
2612502,"H9C","lit","n/a","cool","night","The [cool night] air burned in Corbett 's straining lungs ."
2614468,"H9C","lit","n/a","hot","chicken","She had brought a bowl of [hot chicken] broth , freshly baked white manchet loaves and a tankard of watered ale ."
2625150,"H9C","lit","n/a","cold","hand","Now , My Lady , ’ he took her [cold hand] and raised it to his lips , ‘ I bid you adieu ."
2626141,"H9C","metaph","affection","warm","embrace","Like here , the leaves at Leighton would be turning a reddish-gold , there would be the faint smell of wood smoke , and Corbett wondered if his wife was also out in the fields enjoying the last lingering [warm embrace] of summer ."
2627133,"H9C","lit","n/a","hot","sheep","Corbett shouted back , pushing away an apprentice who offered him spiced [hot sheep] 's feet ."
2629331,"H9C","lit","n/a","cool","evening","Some householders had even placed lantern horns outside their house , the weak flame of the candles fluttering in their protective iron grilles against the [cool evening] breeze ."
2632114,"H9C","lit","n/a","cool","night","Corbett rose and gulped the [cool night] air ."
2634314,"H9C","lit","n/a","cold","hand","The [cold hand] of fear pinched his stomach ."
2642171,"H9C","lit","n/a","cold","coal_dust","Crouching down he dug his fingers into the now [cold coal] dust , picking it up , sniffing at it carefully ."
2643520,"H9C","metaph","temperament","cool","composure","Corbett secretly marvelled at the [cool composure] of his opponent ."
2653866,"H9D","FALSE","n/a","cold","cream","‘ No , no , do n't hurry , Hilda , ’ said Viola , sailing in , all arrogant bosom and [cold cream] , but smiling condescendingly ."
2667706,"H9D","metaph","affection","cold","person","She 's such a [cold person] , and I 'm so warm ."
2668291,"H9D","lit","n/a","warm","jam","She did something to a man : made him feel about six , and caught with a [warm jam] puff from the kitchen table ."
2676462,"H9D","lit","n/a","hot","drive","But it looked like being a long , [hot drive] home , and he was teaching at nine on Thursday ."
2694095,"H9D","lit","n/a","warm","climate","If we could have got him to a [warm climate] we might have kept him alive for a year or two more than we did ."
2696272,"H9D","metaph","activity","cold","war","I said , ‘ For God 's sake , Desmond , hire her a television , ’ but he said no because we 're not well off , not well off at all , and we 're having to keep her , she has n't offered a penny , not that we 'd accept of course , and anyway Desmond said there was n't any point because if we got her a television she 'd think of something else , want to play cards or something , and that would be worse — and he 's right , it would , because a game of bridge with her is like the [cold war] all over again . ’"
2728440,"HR9","lit","n/a","warm","wind","There was a [warm wind] on my face and hands as I made my way towards Mr Marr 's place ."
2729004,"HR9","lit","n/a","cold","lasagne","Someone or something had been through the fridge and taken away a few samples of earthling diet — a chilli con carne and a [cold lasagne] that was probably even now being scoffed by a load of blobs up in the ionosphere ."
2736148,"HR9","lit","n/a","hot","drink","She was going to exchange knitting-patterns with the Visitors , and ask them if they would like a [hot drink] after their 17 million light-year journey to Wimbledon ."
2799047,"HWV","lit","n/a","cold","room","Vaccines were kept in a [cold room] in Abidjan , and limited supplies were kept at the clinic in a refrigerator that was used exclusively for this study ."
2799093,"HWV","lit","n/a","cold","chain","No breaks in the [cold chain] were documented at the central storage facility , although vaccines kept at the study site were discarded on two occasions after power failures that lasted several hours ."
2811271,"HWV","lit","n/a","warm","climates","HEV differs from HAV in that outbreaks of HEV occur exclusively in countries with [warm climates] ."
2824921,"HWV","lit","n/a","cold","pressor","Patients should undergo prolonged ECG recordings , with various forms of provocation — eg , auditory stimuli , psychological stress , [cold pressor] stimulation , and exercise — designed to evoke ventricular arrhythmias ."
2943142,"J10","lit","n/a","hot","air","I here were fans suspended from the ceilings in each of the rooms but in Owen 's view all they did was to move [hot air] from one place to another and he very rarely switched his on ."
2947559,"J10","lit","n/a","hot","leather","‘ Whereas the Mamur Zapt , ’ he said , as they settled back into the shabby , [hot leather] , ‘ is old ."
3013827,"J54","lit","n/a","cold","spring","IT had been a [cold spring] and the trees had been late coming into leaf , but now to-day in the sunshine they were all misted with green ."
3037066,"J54","lit","n/a","warm","kiss"," You sweet creature ' she thought she heard him say and she felt a [warm butterfly] kiss on her mouth .'"
3037362,"J54","lit","n/a","hot","tea","Sara sipped her [hot tea] with its dash of whisky gratefully ."
3037923,"J54","metaph","affection","warm","feeling","He spoke simply , without pretension , and Sara had an unexpectedly [warm feeling] towards him ."
3038289,"J54","lit","n/a","cold","morning","The [cold morning] air made her conscious she was still in her dressing-gown ."
3038502,"J54","lit","n/a","hot","bath","Maybe a [hot bath] would refresh her ."
3038861,"J54","lit","n/a","warm","weather","The day of the barbecue came at the end of a week of still , [warm weather] ."
3042032,"J54","lit","n/a","hot","day","Even on this [hot day] it felt cool and clammy to her bare feet , and then , as contrast , came the baking hot flags of the terrace ."
3042053,"J54","lit","n/a","hot","flags","Even on this hot day it felt cool and clammy to her bare feet , and then , as contrast , came the baking [hot flags] of the terrace ."
3043374,"J54","lit","n/a","warm","evening","Sara stood by the open window and the scent of tobacco plant was wafted strongly to her on the [warm evening] air ."
3161110,"K39","lit","n/a","cold","stores","Originally built for food manufacture it incorporates a number of free standing [cold stores] which can be removed if required ."
3164403,"K3A","lit","n/a","cold","tonic","Even now , gin with ice [cold tonic] is the spirit I 'd probably choose to take with me to a desert island just so long as there were plenty of lemon groves to hand on my castaway paradise ."
3172096,"K3A","metaph","evaluation","hot","shot","[Hot shot] : Rangers striker Ally McCoist has won the Adidas Golden Boot award for the second consecutive season ."
3176083,"K3A","lit","n/a","hot","water","Put the gelatine and orange juice in the top of a double saucepan over [hot water] , or in a cup standing in a pan of hot water ."
3176095,"K3A","lit","n/a","hot","water","Put the gelatine and orange juice in the top of a double saucepan over hot water , or in a cup standing in a pan of [hot water] ."
3176292,"K3A","lit","n/a","warm","summer","It great to eat outdoors on [warm summer] days ."
3210712,"K3C","lit","n/a","hot","weather","POLICE are urging householders not to leave their front doors open in [hot weather] after a thief walked into a family home and stole £1,000 worth of jewellery ."
3210779,"K3C","lit","n/a","warm","weather","A Merseyside Police spokesman said : ‘ People should be careful about leaving their doors open in [warm weather] while they are busy elsewhere in their homes ."
3218853,"K3C","metaph","activity","hot","pursuit","[HOT PURSUIT] : The Milk Race speeds into Llandudno with Patrick Jonker the jubilant stage winner"
3227217,"K3C","metaph","temperament","cold","blood","‘ They saw people killed in [cold blood] , ’ one said ."
3287744,"K4Y","metaph","affection","warm","welcome","Some critics have labelled such shows a huge con but , according to Arts Centre spokeswoman Alison Lister , the display has received a [warm welcome] in Darlington ."
3296773,"K4Y","metaph","temperament","cool","tempers","Sisters Ursula and Gudrun , convincingly played by Tracey Wilkinson and Angela Lonsdale , are dressed in vivid shades of orange and blue to contrast their fiery and [cool tempers] ."
3302601,"K4Y","metaph","evaluation","cool","countess","Allie Byrne gives an enjoyable performance as the [cool countess] who is attracted to Viola now known as Caesario ."
3303489,"K4Y","metaph","evaluation","hot","stuff","A COOKERY demonstration which was part of Darlington & District Business Club 's monthly meeting turned out to be [hot stuff] ."
3303559,"K4Y","lit","n/a","hot","oil","All went well until about half way through the demonstration when fumes from some [hot oil] wafted into the smoke detector above the hob and set off the hotel 's fire alarm ."
3308628,"K4Y","lit","n/a","warm","summer","The event , optimistically , is ‘ due to take place on a [warm summer] 's evening in June ’ ( the 10th ) ."
3310637,"K4Y","lit","n/a","hot","supper","There will be a licensed bar and [hot supper] ."
3333656,"K5C","lit","n/a","cold","Weather","Delivering 40,000 ice cubes to the minister , representing the extra number of people who die each winter compared with the number of deaths during the summer , the Campaign for [Cold Weather] Credits hopes to draw attention to the plight of the poor and the elderly ."
3333848,"K5C","lit","n/a","cold","countries","It also claims that the UK 's winter death rate is twice that of [cold countries] such as Sweden , Finland and Denmark , and suggests that this discrepancy between the UK and other countries , puts in question the Government 's focus on factors such as the effect of low temperatures on blood circulation ."
3371541,"K5C","metaph","activity","cold","war","HOPES that the ending of the [Cold War] would lead to a new era of peace have been rudely dashed ."
3371763,"K5C","metaph","activity","cold","war","In the [Cold War] , the nuclear balance of terror did bring a semblance of peace , based on mutual deterrence , alliance systems , and spheres of influence ."
3372070,"K5C","metaph","activity","cold","war","For nearly 45 years , it was unable to function properly because it became a political battleground in the [Cold War] ."
3372215,"K5C","metaph","activity","cold","war","With the ending of the [Cold War] , Russia showed its willingness to co-operate with other permanent members on major issues of peace and security ."
3377529,"K5E","lit","n/a","hot","flush","FROM my childhood , I remember clearly my aunt suffering daily from the most common problem of the menopause , the [hot flush] ."
3378152,"K5E","lit","n/a","hot","flushes","The first symptoms which may be felt are [hot flushes] , night sweats , general anxiety and irritability , loss of self-esteem , insomnia , mood changes , poor memory , loss of confidence , loss of interest in sex and even formication ( the feeling of insects crawling just underneath or on top of the skin , probably caused by changes in the nerve endings ) ."
3385141,"K5K","lit","n/a","warm","cover","Its dense growth provides nesting places for a range of bird life as well as [warm cover] in winter or roosting small birds ."
3386115,"K8V","lit","n/a","warm","ham","John Coffin , on his way to work , stopped at the delicatessen to buy one of their [warm ham] rolls , then took it into Cat 's Coffee Shop to eat with a cup of the best Kenya ."
3390727,"K8V","metaph","temperament","cool","rose","But they had to dig , and wanted to , because the [cool Rose] with the shaking hands irritated them ."
3398791,"K8V","lit","n/a","warm","evening","It was a [warm evening] ."
3398809,"K8V","lit","n/a","cold","beef","Coffin found it hard to tuck into Mrs Lorimer 's [cold beef] and salad after having eaten Lily Bates 's stew ."
3398890,"K8V","lit","n/a","hot","days","It was unnatural , they said , [hot days] ought to start gradually , beginning with dawn , but this one had hit them suddenly between four and five in the afternoon ."
3401183,"K8V","lit","n/a","hot","air","She sat back in her chair by the window and let the [hot air] play over her face ."
3403820,"K8V","lit","n/a","hot","street","As he walked back into the [hot street] he wondered if some royal bastard did indeed lurk in her family tree ."
3405399,"K8V","lit","n/a","hot","afternoon","He had been here before , and on a [hot afternoon] ."
3427639,"K8V","metaph","temperament","cool","customer","A [cool customer] ."
3428221,"K8V","lit","n/a","warm","bath","‘ For all we know dying may be a delicious experience , like dropping into a [warm bath] after being cold all day ."
3429061,"K8V","lit","n/a","warm","evening","It was a longish walk on a [warm evening] so he took it slowly , letting his mind roam over the case as he walked ."
3443111,"KB7","lit","n/a","hot","water","I think I 've used most of the [hot water] ."
3460856,"KB7","metaph","synesthesia","warm","colour","It 's a [warm colour] ."
3495446,"KB7","lit","n/a","hot","day","Yeah I 'm like that but we had a erm conifer type tree it was only so big but [unclear] and then I [unclear] and when we we was unloading off the van , this come off and I dug a hole and stuck it in the garden , in the front garden just by the pathways right [unclear] that 's that but I was washing the car one day , a nice [hot day] got my shirt off when I come in course I 'd brushed past it I 'd got patterns of the leaves on my on my back ."
3499918,"KB7","lit","n/a","cold","weather","because she was in pain again in [unclear] had it strapped up again said come and see me in a week see if it 's any better but erm she 's injured it but not er you know it 's obviously she ca n't move it a lot that way which is what 's effecting her , but mind you once she gets back on her bike again , as it 's [cold weather]"
