"Example ID","Construction","Study 1 (5.2)","Study 2 (5.3)","Study 3 (5.4)","Part-of-Speech","Animacy Category","Animacy Rank","Modifier Length","Head Length","Modifier","Head"
320,"of-possessive",0,0,0,"proper name","CNS",6,13,2,"of the Brussels Treaty, a 50-year alliance among Britain, France and the Benelux countries","the conclusion"
321,"of-possessive",1,0,0,"common noun","ORG",2,2,4,"of the Nation","a truly great leader"
322,"of-possessive",1,0,0,"common noun","HUM",1,1,1,"of personnel","dispersement"
323,"of-possessive",1,1,0,"common noun","CNC",5,8,2,"of new plants and construction projects in Rhode Island","the number"
324,"of-possessive",1,0,0,"common noun","HUM",1,2,2,"of all people","the advancement"
325,"of-possessive",1,0,0,"common noun","ABS",10,9,2,"of effort and costs of each of these possible phases","the magnitude"
326,"of-possessive",1,0,1,"common noun","ABS",10,8,2,"of Prandtl numbers reaching values of more than unity","the existence"
327,"of-possessive",1,0,0,"common noun","CNS",6,2,2,"of this section","subsection (A)"
328,"of-possessive",1,0,0,"common noun","CNS",6,3,2,"of Public Law 236","the passage"
329,"of-possessive",1,0,0,"common noun","CNS",6,10,1,"of the provisions of the Universal Military Training and Service Act","violation"
330,"of-possessive",1,0,0,"common noun","ORG",2,7,3,"of the Export-Import Bank of Washington in India","for administrative expenses"
331,"of-possessive",1,0,0,"common noun","ORG",2,1,1,"of government","servants"
332,"of-possessive",1,0,1,"common noun","ABS",10,5,4,"of Mr.  Brown's tradition for accuracy","the outstanding standard bearer"
333,"of-possessive",1,1,0,"common noun","TIM",9,2,5,"of the 1960's","the expanding but competitive economy"
334,"of-possessive",0,0,0,"proper name","HUM",1,4,2,"of Piddington and Minnett (1949)","the explanation"
335,"of-possessive",1,0,0,"common noun","CNC",5,5,2,"of the fluid into the manometer","the feeding"
336,"of-possessive",1,0,0,"common noun","EVT",7,2,2,"of mechanical action","the influence"
337,"of-possessive",0,0,0,"proper name","CNC",5,2,2,"of the Earth","the age"
338,"of-possessive",1,0,0,"common noun","CNC",5,3,2,"of BW weapons systems","the production"
339,"of-possessive",1,0,0,"common noun","HUM",1,2,3,"of the donor","the blood group"
340,"of-possessive",1,0,1,"common noun","HUM",1,2,2,"of senile individuals","the growth"
341,"of-possessive",1,0,0,"common noun","ABS",10,2,2,"of developmental level","two indicators"
342,"of-possessive",1,0,0,"common noun","HAT",4,2,3,"of the pituitary","the anterior lobe"
343,"of-possessive",1,1,0,"common noun","HAT",4,3,1,"of afferent glomerular arterioles","hyalinization"
344,"of-possessive",1,0,0,"common noun","EVT",7,7,2,"of the actions of drugs in this respect","the study"
345,"of-possessive",1,0,0,"common noun","ABS",10,5,2,"of N times continuously differentiable functions","the space"
346,"of-possessive",1,0,1,"common noun","ABS",10,2,2,"of singular lines","the totality"
347,"of-possessive",1,0,0,"common noun","CNC",5,2,3,"of the pencil","the image regulus"
348,"of-possessive",1,0,0,"common noun","ABS",10,1,2,"of religion","the place"
349,"of-possessive",1,0,0,"common noun","HUM",1,5,2,"of the nurse and social worker","follow-up visits"
350,"of-possessive",1,0,0,"common noun","ORG",2,3,2,"of the various families","the ranking"
351,"of-possessive",1,0,0,"common noun","HUM",1,2,2,"of registered persons","the number"
352,"of-possessive",1,0,1,"common noun","ABS",10,20,2,"of the severe condition of perceived threat that persists unabated for the anxious child in an ambiguous sort of school environment","a consequence"
353,"of-possessive",1,1,0,"common noun","EVT",7,2,3,"of nonverbal expression","the possible forms"
354,"of-possessive",1,0,0,"common noun","CNS",6,2,3,"of each form","a grammatical description"
355,"of-possessive",1,0,0,"common noun","CNS",6,2,2,"of written languages","the design"
356,"of-possessive",1,0,0,"common noun","ORG",2,3,3,"of East and West","the conflicting expectations"
357,"of-possessive",1,0,0,"common noun","EVT",7,2,2,"of the election","the value"
358,"of-possessive",1,0,1,"common noun","ORG",2,2,2,"of the Russians","the lead"
359,"of-possessive",1,0,0,"common noun","ABS",10,1,1,"of contract","terms"
360,"of-possessive",1,0,0,"common noun","CNS",6,2,2,"of the questionnaire","the preparation"
361,"of-possessive",1,0,0,"common noun","CNS",6,7,3,"of the Regulation that is currently at issue","the first part"
362,"of-possessive",1,0,0,"common noun","HUM",1,2,1,"of military personnel","children"
363,"of-possessive",1,1,0,"common noun","ABS",10,5,2,"of social stratification in the schools","the maintenance"
364,"of-possessive",1,0,1,"common noun","EVT",7,1,1,"of service","costs"
365,"of-possessive",1,0,0,"common noun","EVT",7,4,2,"of supposedly disparate sociological investigations","possible integration"
366,"of-possessive",1,0,0,"common noun","ABS",10,2,2,"of Christian Humanism","the significance"
367,"of-possessive",1,0,0,"common noun","EVT",7,3,2,"of such a gathering","the novelty"
368,"of-possessive",1,0,0,"common noun","CNC",5,3,2,"of a picture plane","the vestige"
369,"of-possessive",1,0,0,"common noun","EVT",7,2,2,"of former restoring","no traces"
370,"of-possessive",1,0,1,"common noun","ABS",10,2,2,"of stock ownership","ineffective dispersion"
371,"of-possessive",1,0,0,"common noun","HUM",1,2,2,"of the Tsarevich","the soul"
372,"of-possessive",1,0,0,"common noun","CNS",6,6,3,"of an index word or electronic switch","the symbolic name"
373,"of-possessive",1,1,0,"common noun","CNC",5,2,1,"of the environment","knowledge"
374,"of-possessive",1,0,0,"common noun","CNC",5,2,3,"of this publication","the first section"
375,"of-possessive",1,0,0,"common noun","CNC",5,22,4,"of ionizing radiations, gamma sources, cobalt-60, cesium-137, fission products, or a reactor irradiation loop system using a material such as an indium salt","the potentially useful sources"
376,"of-possessive",1,0,1,"common noun","ABS",10,8,2,"of a for the major portion of the knife","the value"
377,"of-possessive",1,0,0,"common noun","CNC",5,2,2,"of Kate's steps","the bottom"
378,"of-possessive",1,0,0,"common noun","ORG",2,2,3,"of the church","the old members"
379,"of-possessive",1,0,0,"common noun","CNS",6,3,2,"of a successful opera","the composer"
380,"of-possessive",1,0,0,"common noun","LOC",8,2,2,"of the tent","the shelter"
381,"of-possessive",1,0,0,"common noun","TIM",9,2,2,"of the afternoon","the end"
382,"of-possessive",1,0,1,"common noun","ORG",2,3,2,"of the Lord's servants","the eyes"
383,"of-possessive",1,1,0,"common noun","CNC",5,3,2,"of the nearest skiff","the bow"
384,"of-possessive",1,0,0,"common noun","ABS",10,2,2,"of profound sorrow","a knowledge"
385,"of-possessive",1,0,0,"common noun","CNC",5,2,2,"of his trousers","the cuffs"
386,"of-possessive",0,0,0,"proper name","ORG",2,3,3,"of the Inspector's Bureau","the Homicide Detail"
387,"of-possessive",1,0,0,"common noun","CNC",5,2,2,"of a thing","the spirit"
388,"of-possessive",1,0,0,"common noun","ABS",10,2,2,"of her conditioning","the precepts"
389,"of-possessive",1,0,1,"common noun","LOC",8,2,3,"of the mountains","the high ridge"
390,"of-possessive",1,0,0,"common noun","HAT",4,2,3,"of her jaws","the rigid fixture"
391,"of-possessive",1,0,0,"common noun","CNC",5,2,2,"of the stall","the side"
392,"of-possessive",1,0,0,"common noun","HAT",4,2,2,"of his jaws","the muscles"
393,"of-possessive",1,1,0,"common noun","CNC",5,2,2,"of the car","the corner"
394,"of-possessive",1,0,0,"common noun","ABS",10,11,2,"of a long, miswritten chapter in the social life of the community","the end"
395,"of-possessive",1,0,1,"common noun","HAT",4,2,2,"of his arms","the pirouette"
396,"of-possessive",1,0,0,"common noun","ORG",2,4,2,"of A–Z's useless Wisconsin set-up","the existence"
397,"of-possessive",0,0,0,"proper name","HUM",1,1,4,"of Galahad","the sentimental pure heart"
398,"of-possessive",0,0,0,"proper name","CNS",6,1,3,"of Volare","the Mudugno version"
399,"of-possessive",1,0,0,"common noun","HUM",1,4,2,"of the hex you've aroused","other complications"
400,"of-possessive",1,0,0,"common noun","CNC",5,3,2,"of the D train","the doors"
