"Word","Little","Small","c","d","GStat","Association"
"pastry",1,0,36443,31244,1.238276817415,"little"
"pasty",1,0,36443,31244,1.238276817415,"little"
"pathos",1,0,36443,31244,1.238276817415,"little"
"patty",1,0,36443,31244,1.238276817415,"little"
"paunchy",1,0,36443,31244,1.238276817415,"little"
"pauper",1,0,36443,31244,1.238276817415,"little"
"pawnshop",1,0,36443,31244,1.238276817415,"little"
"paxton",1,0,36443,31244,1.238276817415,"little"
"payoff",1,0,36443,31244,1.238276817415,"little"
"pear-shaped",1,0,36443,31244,1.238276817415,"little"
"peccadilloe",1,0,36443,31244,1.238276817415,"little"
"pecker",1,0,36443,31244,1.238276817415,"little"
"peculiarity",1,0,36443,31244,1.238276817415,"little"
"pedantry",1,0,36443,31244,1.238276817415,"little"
"pederast",1,0,36443,31244,1.238276817415,"little"
"peeling",1,0,36443,31244,1.238276817415,"little"
"peep-hole",1,0,36443,31244,1.238276817415,"little"
"peephole",1,0,36443,31244,1.238276817415,"little"
"pekinese",1,0,36443,31244,1.238276817415,"little"
"pen-driver",1,0,36443,31244,1.238276817415,"little"
"penetration",1,0,36443,31244,1.238276817415,"little"
"penny",1,0,36443,31244,1.238276817415,"little"
"pensione",1,0,36443,31244,1.238276817415,"little"
"peony",1,0,36443,31244,1.238276817415,"little"
"pep",1,0,36443,31244,1.238276817415,"little"
"pep-talk",1,0,36443,31244,1.238276817415,"little"
"perambulation",1,0,36443,31244,1.238276817415,"little"
"percolator",1,0,36443,31244,1.238276817415,"little"
"permanence",1,0,36443,31244,1.238276817415,"little"
"perplexity",1,0,36443,31244,1.238276817415,"little"
"personage",1,0,36443,31244,1.238276817415,"little"
"perspective",1,0,36443,31244,1.238276817415,"little"
"perspiration",1,0,36443,31244,1.238276817415,"little"
"persuader",1,0,36443,31244,1.238276817415,"little"
"pervert",1,0,36443,31244,1.238276817415,"little"
"pesticide",1,0,36443,31244,1.238276817415,"little"
"petal",1,0,36443,31244,1.238276817415,"little"
"peterkin",1,0,36443,31244,1.238276817415,"little"
"pewter",1,0,36443,31244,1.238276817415,"little"
"phase",1,0,36443,31244,1.238276817415,"little"
"phenomenalist",1,0,36443,31244,1.238276817415,"little"
"philosophy",1,0,36443,31244,1.238276817415,"little"
"phlegm",1,0,36443,31244,1.238276817415,"little"
"photocopier",1,0,36443,31244,1.238276817415,"little"
"photometer",1,0,36443,31244,1.238276817415,"little"
"phraseology",1,0,36443,31244,1.238276817415,"little"
"physiotherapy",1,0,36443,31244,1.238276817415,"little"
"piccaninny",1,0,36443,31244,1.238276817415,"little"
"pickerage",1,0,36443,31244,1.238276817415,"little"
"pickney",1,0,36443,31244,1.238276817415,"little"
"picture-book",1,0,36443,31244,1.238276817415,"little"
"pidgin",1,0,36443,31244,1.238276817415,"little"
"pied-à-terres",1,0,36443,31244,1.238276817415,"little"
"piglet",1,0,36443,31244,1.238276817415,"little"
"pigment",1,0,36443,31244,1.238276817415,"little"
"pignose",1,0,36443,31244,1.238276817415,"little"
"pikasheen",1,0,36443,31244,1.238276817415,"little"
"pill-box",1,0,36443,31244,1.238276817415,"little"
"pillar",1,0,36443,31244,1.238276817415,"little"
"pillbox",1,0,36443,31244,1.238276817415,"little"
"pilsdon",1,0,36443,31244,1.238276817415,"little"
"pimp",1,0,36443,31244,1.238276817415,"little"
"pimping",1,0,36443,31244,1.238276817415,"little"
"pin-prick",1,0,36443,31244,1.238276817415,"little"
"pin-up",1,0,36443,31244,1.238276817415,"little"
"pine-martin",1,0,36443,31244,1.238276817415,"little"
"pinger",1,0,36443,31244,1.238276817415,"little"
"pip",1,0,36443,31244,1.238276817415,"little"
"pipe-dream",1,0,36443,31244,1.238276817415,"little"
"piranha",1,0,36443,31244,1.238276817415,"little"
"piss-pot",1,0,36443,31244,1.238276817415,"little"
"piton",1,0,36443,31244,1.238276817415,"little"
"pixie",1,0,36443,31244,1.238276817415,"little"
"pixy",1,0,36443,31244,1.238276817415,"little"
"pizzarama",1,0,36443,31244,1.238276817415,"little"
"platformer",1,0,36443,31244,1.238276817415,"little"
"play-mate",1,0,36443,31244,1.238276817415,"little"
"playlet",1,0,36443,31244,1.238276817415,"little"
"playmate",1,0,36443,31244,1.238276817415,"little"
"plaza",1,0,36443,31244,1.238276817415,"little"
"pleiotropy",1,0,36443,31244,1.238276817415,"little"
"plotting",1,0,36443,31244,1.238276817415,"little"
"ploughing",1,0,36443,31244,1.238276817415,"little"
"plum",1,0,36443,31244,1.238276817415,"little"
"plumpness",1,0,36443,31244,1.238276817415,"little"
"plunge",1,0,36443,31244,1.238276817415,"little"
"plus",1,0,36443,31244,1.238276817415,"little"
"pocketbook",1,0,36443,31244,1.238276817415,"little"
"pockmark",1,0,36443,31244,1.238276817415,"little"
"podger",1,0,36443,31244,1.238276817415,"little"
"podlington",1,0,36443,31244,1.238276817415,"little"
"poet",1,0,36443,31244,1.238276817415,"little"
"pointing",1,0,36443,31244,1.238276817415,"little"
"poison-arrow",1,0,36443,31244,1.238276817415,"little"
"pole-and-dagga",1,0,36443,31244,1.238276817415,"little"
"policing",1,0,36443,31244,1.238276817415,"little"
"pollyanna",1,0,36443,31244,1.238276817415,"little"
"polo",1,0,36443,31244,1.238276817415,"little"
"polvier",1,0,36443,31244,1.238276817415,"little"
"pom-pom",1,0,36443,31244,1.238276817415,"little"
"pom-teasing",1,0,36443,31244,1.238276817415,"little"
"pomeranian",1,0,36443,31244,1.238276817415,"little"
"pond-side",1,0,36443,31244,1.238276817415,"little"
"poofter",1,0,36443,31244,1.238276817415,"little"
"pop-up",1,0,36443,31244,1.238276817415,"little"
"pope",1,0,36443,31244,1.238276817415,"little"
"poppet",1,0,36443,31244,1.238276817415,"little"
"popsy",1,0,36443,31244,1.238276817415,"little"
"porcelain",1,0,36443,31244,1.238276817415,"little"
"porn",1,0,36443,31244,1.238276817415,"little"
"porridge",1,0,36443,31244,1.238276817415,"little"
"portal",1,0,36443,31244,1.238276817415,"little"
"posing",1,0,36443,31244,1.238276817415,"little"
"position",1,0,36443,31244,1.238276817415,"little"
"positive",1,0,36443,31244,1.238276817415,"little"
"possum",1,0,36443,31244,1.238276817415,"little"
"post-lunch",1,0,36443,31244,1.238276817415,"little"
"postage",1,0,36443,31244,1.238276817415,"little"
"poster",1,0,36443,31244,1.238276817415,"little"
"postlethwaite",1,0,36443,31244,1.238276817415,"little"
"postscript",1,0,36443,31244,1.238276817415,"little"
"posy-style",1,0,36443,31244,1.238276817415,"little"
"potash",1,0,36443,31244,1.238276817415,"little"
"pouf",1,0,36443,31244,1.238276817415,"little"
"poultry",1,0,36443,31244,1.238276817415,"little"
"pounding",1,0,36443,31244,1.238276817415,"little"
"powerpack",1,0,36443,31244,1.238276817415,"little"
"practise",1,0,36443,31244,1.238276817415,"little"
"prance",1,0,36443,31244,1.238276817415,"little"
"prank",1,0,36443,31244,1.238276817415,"little"
"prat",1,0,36443,31244,1.238276817415,"little"
"pratt",1,0,36443,31244,1.238276817415,"little"
"prayer-desk",1,0,36443,31244,1.238276817415,"little"
"pre-addressed",1,0,36443,31244,1.238276817415,"little"
"pre-flight",1,0,36443,31244,1.238276817415,"little"
"pre-nationalisation",1,0,36443,31244,1.238276817415,"little"
"pre-position",1,0,36443,31244,1.238276817415,"little"
"precipitate",1,0,36443,31244,1.238276817415,"little"
"precipitation",1,0,36443,31244,1.238276817415,"little"
"precis",1,0,36443,31244,1.238276817415,"little"
"prefab",1,0,36443,31244,1.238276817415,"little"
"preplanning",1,0,36443,31244,1.238276817415,"little"
"prescription",1,0,36443,31244,1.238276817415,"little"
"presidency",1,0,36443,31244,1.238276817415,"little"
"pressie",1,0,36443,31244,1.238276817415,"little"
"pretence",1,0,36443,31244,1.238276817415,"little"
"prezzy",1,0,36443,31244,1.238276817415,"little"
"priapus",1,0,36443,31244,1.238276817415,"little"
"priestling",1,0,36443,31244,1.238276817415,"little"
"primus",1,0,36443,31244,1.238276817415,"little"
"prioritisation",1,0,36443,31244,1.238276817415,"little"
"privatisation",1,0,36443,31244,1.238276817415,"little"
"pro",1,0,36443,31244,1.238276817415,"little"
"prodding",1,0,36443,31244,1.238276817415,"little"
"prodigy",1,0,36443,31244,1.238276817415,"little"
"produce",1,0,36443,31244,1.238276817415,"little"
"profligate",1,0,36443,31244,1.238276817415,"little"
"progression",1,0,36443,31244,1.238276817415,"little"
"promenade",1,0,36443,31244,1.238276817415,"little"
"prominence",1,0,36443,31244,1.238276817415,"little"
"promotion",1,0,36443,31244,1.238276817415,"little"
"prompt",1,0,36443,31244,1.238276817415,"little"
"prophetess",1,0,36443,31244,1.238276817415,"little"
"proposition",1,0,36443,31244,1.238276817415,"little"
"propriety",1,0,36443,31244,1.238276817415,"little"
"prose",1,0,36443,31244,1.238276817415,"little"
"prostacyclin",1,0,36443,31244,1.238276817415,"little"
"protectionism",1,0,36443,31244,1.238276817415,"little"
"protector",1,0,36443,31244,1.238276817415,"little"
"protein-packed",1,0,36443,31244,1.238276817415,"little"
"proto-fish",1,0,36443,31244,1.238276817415,"little"
"protuberant",1,0,36443,31244,1.238276817415,"little"
"prowl",1,0,36443,31244,1.238276817415,"little"
"psittacoid",1,0,36443,31244,1.238276817415,"little"
"pueblo",1,0,36443,31244,1.238276817415,"little"
"pug",1,0,36443,31244,1.238276817415,"little"
"pump-house",1,0,36443,31244,1.238276817415,"little"
"pumping",1,0,36443,31244,1.238276817415,"little"
"pup",1,0,36443,31244,1.238276817415,"little"
"puritan",1,0,36443,31244,1.238276817415,"little"
"purity",1,0,36443,31244,1.238276817415,"little"
"pursing",1,0,36443,31244,1.238276817415,"little"
"pussy",1,0,36443,31244,1.238276817415,"little"
"pussybumping",1,0,36443,31244,1.238276817415,"little"
"pustule",1,0,36443,31244,1.238276817415,"little"
"pvc",1,0,36443,31244,1.238276817415,"little"
"pygmy",1,0,36443,31244,1.238276817415,"little"
"pyjamas",1,0,36443,31244,1.238276817415,"little"
"pyromaniac",1,0,36443,31244,1.238276817415,"little"
"pyschology",1,0,36443,31244,1.238276817415,"little"
"pâtisserie",1,0,36443,31244,1.238276817415,"little"
"quack",1,0,36443,31244,1.238276817415,"little"
"quasimodo",1,0,36443,31244,1.238276817415,"little"
"queen-bee",1,0,36443,31244,1.238276817415,"little"
"quest",1,0,36443,31244,1.238276817415,"little"
"questioner",1,0,36443,31244,1.238276817415,"little"
"questioning",1,0,36443,31244,1.238276817415,"little"
"questionnaire",1,0,36443,31244,1.238276817415,"little"
"quinine",1,0,36443,31244,1.238276817415,"little"
"quonset",1,0,36443,31244,1.238276817415,"little"
"quote",1,0,36443,31244,1.238276817415,"little"
"racism",1,0,36443,31244,1.238276817415,"little"
"racket",1,0,36443,31244,1.238276817415,"little"
"ragamuffin",1,0,36443,31244,1.238276817415,"little"
"rant",1,0,36443,31244,1.238276817415,"little"
"rap",1,0,36443,31244,1.238276817415,"little"
"rapid",1,0,36443,31244,1.238276817415,"little"
"rash",1,0,36443,31244,1.238276817415,"little"
"ratbag",1,0,36443,31244,1.238276817415,"little"
"raver",1,0,36443,31244,1.238276817415,"little"
"rea",1,0,36443,31244,1.238276817415,"little"
"read",1,0,36443,31244,1.238276817415,"little"
"reader",1,0,36443,31244,1.238276817415,"little"
"readiness",1,0,36443,31244,1.238276817415,"little"
"real-time",1,0,36443,31244,1.238276817415,"little"
"realist",1,0,36443,31244,1.238276817415,"little"
"reality",1,0,36443,31244,1.238276817415,"little"
"reasoning",1,0,36443,31244,1.238276817415,"little"
"rebel",1,0,36443,31244,1.238276817415,"little"
"receptionist",1,0,36443,31244,1.238276817415,"little"
"recipe",1,0,36443,31244,1.238276817415,"little"
"recitative",1,0,36443,31244,1.238276817415,"little"
"recoding",1,0,36443,31244,1.238276817415,"little"
"recommendation",1,0,36443,31244,1.238276817415,"little"
"recompense",1,0,36443,31244,1.238276817415,"little"
"red-nosed",1,0,36443,31244,1.238276817415,"little"
"red-painted",1,0,36443,31244,1.238276817415,"little"
"red-roofed",1,0,36443,31244,1.238276817415,"little"
"redevelopment",1,0,36443,31244,1.238276817415,"little"
"reduced-oil",1,0,36443,31244,1.238276817415,"little"
"reefer",1,0,36443,31244,1.238276817415,"little"
"reflexion",1,0,36443,31244,1.238276817415,"little"
"reformulation",1,0,36443,31244,1.238276817415,"little"
"refresher",1,0,36443,31244,1.238276817415,"little"
"refreshment",1,0,36443,31244,1.238276817415,"little"
"register",1,0,36443,31244,1.238276817415,"little"
"registrar",1,0,36443,31244,1.238276817415,"little"
"rejection",1,0,36443,31244,1.238276817415,"little"
"relegation",1,0,36443,31244,1.238276817415,"little"
"reliability",1,0,36443,31244,1.238276817415,"little"
"relic-house",1,0,36443,31244,1.238276817415,"little"
"religion",1,0,36443,31244,1.238276817415,"little"
"rem",1,0,36443,31244,1.238276817415,"little"
"remembering",1,0,36443,31244,1.238276817415,"little"
"remorse",1,0,36443,31244,1.238276817415,"little"
"remove",1,0,36443,31244,1.238276817415,"little"
"remover",1,0,36443,31244,1.238276817415,"little"
"rent",1,0,36443,31244,1.238276817415,"little"
"replanting",1,0,36443,31244,1.238276817415,"little"
"reply",1,0,36443,31244,1.238276817415,"little"
"reporting",1,0,36443,31244,1.238276817415,"little"
"repose",1,0,36443,31244,1.238276817415,"little"
"reproach",1,0,36443,31244,1.238276817415,"little"
"requirement",1,0,36443,31244,1.238276817415,"little"
"resemblence",1,0,36443,31244,1.238276817415,"little"
"resilience",1,0,36443,31244,1.238276817415,"little"
"resting",1,0,36443,31244,1.238276817415,"little"
"restorative",1,0,36443,31244,1.238276817415,"little"
"retention",1,0,36443,31244,1.238276817415,"little"
"retty",1,0,36443,31244,1.238276817415,"little"
"reunion",1,0,36443,31244,1.238276817415,"little"
"reverence",1,0,36443,31244,1.238276817415,"little"
"rhyming",1,0,36443,31244,1.238276817415,"little"
"rib",1,0,36443,31244,1.238276817415,"little"
"ribston",1,0,36443,31244,1.238276817415,"little"
"riddle",1,0,36443,31244,1.238276817415,"little"
"riddle-me-ree",1,0,36443,31244,1.238276817415,"little"
"rig",1,0,36443,31244,1.238276817415,"little"
"rigour",1,0,36443,31244,1.238276817415,"little"
"rime",1,0,36443,31244,1.238276817415,"little"
"ringlet",1,0,36443,31244,1.238276817415,"little"
"rite",1,0,36443,31244,1.238276817415,"little"
"rivaleh",1,0,36443,31244,1.238276817415,"little"
"rivet",1,0,36443,31244,1.238276817415,"little"
"rizla",1,0,36443,31244,1.238276817415,"little"
"roam",1,0,36443,31244,1.238276817415,"little"
"robby",1,0,36443,31244,1.238276817415,"little"
"rockery",1,0,36443,31244,1.238276817415,"little"
"rodomontade",1,0,36443,31244,1.238276817415,"little"
"romany",1,0,36443,31244,1.238276817415,"little"
"romley",1,0,36443,31244,1.238276817415,"little"
"romper",1,0,36443,31244,1.238276817415,"little"
"roof-disc",1,0,36443,31244,1.238276817415,"little"
"rose-bowl",1,0,36443,31244,1.238276817415,"little"
"rose-bud",1,0,36443,31244,1.238276817415,"little"
"rose-water",1,0,36443,31244,1.238276817415,"little"
"rossiter",1,0,36443,31244,1.238276817415,"little"
"rotation",1,0,36443,31244,1.238276817415,"little"
"rotunda",1,0,36443,31244,1.238276817415,"little"
"round-backed",1,0,36443,31244,1.238276817415,"little"
"rounder",1,0,36443,31244,1.238276817415,"little"
"rousillon",1,0,36443,31244,1.238276817415,"little"
"route",1,0,36443,31244,1.238276817415,"little"
"rubbing",1,0,36443,31244,1.238276817415,"little"
"rudder",1,0,36443,31244,1.238276817415,"little"
"rugby",1,0,36443,31244,1.238276817415,"little"
"ruissian",1,0,36443,31244,1.238276817415,"little"
"rumble",1,0,36443,31244,1.238276817415,"little"
"rumour",1,0,36443,31244,1.238276817415,"little"
"run-around",1,0,36443,31244,1.238276817415,"little"
"run-down",1,0,36443,31244,1.238276817415,"little"
"runaround",1,0,36443,31244,1.238276817415,"little"
"runner",1,0,36443,31244,1.238276817415,"little"
"running",1,0,36443,31244,1.238276817415,"little"
"rusk",1,0,36443,31244,1.238276817415,"little"
"s.o.b",1,0,36443,31244,1.238276817415,"little"
"sacrificing",1,0,36443,31244,1.238276817415,"little"
"safeguard",1,0,36443,31244,1.238276817415,"little"
"sag",1,0,36443,31244,1.238276817415,"little"
"saga",1,0,36443,31244,1.238276817415,"little"
"saint",1,0,36443,31244,1.238276817415,"little"
"salesman",1,0,36443,31244,1.238276817415,"little"
"salience",1,0,36443,31244,1.238276817415,"little"
"salkeld",1,0,36443,31244,1.238276817415,"little"
"sanction",1,0,36443,31244,1.238276817415,"little"
"sanding",1,0,36443,31244,1.238276817415,"little"
"sark",1,0,36443,31244,1.238276817415,"little"
"satchel",1,0,36443,31244,1.238276817415,"little"
"satin-shod",1,0,36443,31244,1.238276817415,"little"
"sausagey",1,0,36443,31244,1.238276817415,"little"
"saviour",1,0,36443,31244,1.238276817415,"little"
"savoury",1,0,36443,31244,1.238276817415,"little"
"saxon",1,0,36443,31244,1.238276817415,"little"
"scab",1,0,36443,31244,1.238276817415,"little"
"scallop",1,0,36443,31244,1.238276817415,"little"
"scallywag",1,0,36443,31244,1.238276817415,"little"
"scalp",1,0,36443,31244,1.238276817415,"little"
"scandal",1,0,36443,31244,1.238276817415,"little"
"scattergram",1,0,36443,31244,1.238276817415,"little"
"scenario",1,0,36443,31244,1.238276817415,"little"
"schemer",1,0,36443,31244,1.238276817415,"little"
"schmuck",1,0,36443,31244,1.238276817415,"little"
"schoolgirl",1,0,36443,31244,1.238276817415,"little"
"schoolmaster",1,0,36443,31244,1.238276817415,"little"
"score",1,0,36443,31244,1.238276817415,"little"
"scoring",1,0,36443,31244,1.238276817415,"little"
"scottie",1,0,36443,31244,1.238276817415,"little"
"scout",1,0,36443,31244,1.238276817415,"little"
"scrape",1,0,36443,31244,1.238276817415,"little"
"screech",1,0,36443,31244,1.238276817415,"little"
"scribe",1,0,36443,31244,1.238276817415,"little"
"scrota",1,0,36443,31244,1.238276817415,"little"
"scrum-half",1,0,36443,31244,1.238276817415,"little"
"scum",1,0,36443,31244,1.238276817415,"little"
"scuttling",1,0,36443,31244,1.238276817415,"little"
"sea-side",1,0,36443,31244,1.238276817415,"little"
"seance",1,0,36443,31244,1.238276817415,"little"
"searoom",1,0,36443,31244,1.238276817415,"little"
"seasoning",1,0,36443,31244,1.238276817415,"little"
"secateur",1,0,36443,31244,1.238276817415,"little"
"second-rate",1,0,36443,31244,1.238276817415,"little"
"secretary",1,0,36443,31244,1.238276817415,"little"
"secretion",1,0,36443,31244,1.238276817415,"little"
"seduction",1,0,36443,31244,1.238276817415,"little"
"seester",1,0,36443,31244,1.238276817415,"little"
"self-discussion",1,0,36443,31244,1.238276817415,"little"
"self-examination",1,0,36443,31244,1.238276817415,"little"
"self-importance",1,0,36443,31244,1.238276817415,"little"
"self-massage",1,0,36443,31244,1.238276817415,"little"
"self-promotion",1,0,36443,31244,1.238276817415,"little"
"self-reflection",1,0,36443,31244,1.238276817415,"little"
"self-respect",1,0,36443,31244,1.238276817415,"little"
"self-tanning",1,0,36443,31244,1.238276817415,"little"
"seller",1,0,36443,31244,1.238276817415,"little"
"semi-det",1,0,36443,31244,1.238276817415,"little"
"semicircle",1,0,36443,31244,1.238276817415,"little"
"semiconductor",1,0,36443,31244,1.238276817415,"little"
"senfl",1,0,36443,31244,1.238276817415,"little"
"senorita",1,0,36443,31244,1.238276817415,"little"
"sensationalism",1,0,36443,31244,1.238276817415,"little"
"sensitivity",1,0,36443,31244,1.238276817415,"little"
"sentiment",1,0,36443,31244,1.238276817415,"little"
"sentry-box",1,0,36443,31244,1.238276817415,"little"
"separation",1,0,36443,31244,1.238276817415,"little"
"sequin",1,0,36443,31244,1.238276817415,"little"
"serevi",1,0,36443,31244,1.238276817415,"little"
"sergeant",1,0,36443,31244,1.238276817415,"little"
"sergio",1,0,36443,31244,1.238276817415,"little"
"sesame",1,0,36443,31244,1.238276817415,"little"
"set-piece",1,0,36443,31244,1.238276817415,"little"
"set-to",1,0,36443,31244,1.238276817415,"little"
"setback",1,0,36443,31244,1.238276817415,"little"
"setdphone",1,0,36443,31244,1.238276817415,"little"
"setting.up",1,0,36443,31244,1.238276817415,"little"
"seventeen-year-old",1,0,36443,31244,1.238276817415,"little"
"sewing",1,0,36443,31244,1.238276817415,"little"
"shaking",1,0,36443,31244,1.238276817415,"little"
"shampoo",1,0,36443,31244,1.238276817415,"little"
"sharpening",1,0,36443,31244,1.238276817415,"little"
"shawl",1,0,36443,31244,1.238276817415,"little"
"sheba",1,0,36443,31244,1.238276817415,"little"
"shell-shocked",1,0,36443,31244,1.238276817415,"little"
"sheng",1,0,36443,31244,1.238276817415,"little"
"shepherdess",1,0,36443,31244,1.238276817415,"little"
"shilling",1,0,36443,31244,1.238276817415,"little"
"shirking",1,0,36443,31244,1.238276817415,"little"
"shirt",1,0,36443,31244,1.238276817415,"little"
"shit-arse",1,0,36443,31244,1.238276817415,"little"
"shit-leg",1,0,36443,31244,1.238276817415,"little"
"shitbag",1,0,36443,31244,1.238276817415,"little"
"shite",1,0,36443,31244,1.238276817415,"little"
"shop-door",1,0,36443,31244,1.238276817415,"little"
"shop-girl",1,0,36443,31244,1.238276817415,"little"
"shop-lifting",1,0,36443,31244,1.238276817415,"little"
"shop-soiled",1,0,36443,31244,1.238276817415,"little"
"shopper",1,0,36443,31244,1.238276817415,"little"
"short-cut",1,0,36443,31244,1.238276817415,"little"
"shortage",1,0,36443,31244,1.238276817415,"little"
"showcase",1,0,36443,31244,1.238276817415,"little"
"showmanship",1,0,36443,31244,1.238276817415,"little"
"shred",1,0,36443,31244,1.238276817415,"little"
"shrinkage",1,0,36443,31244,1.238276817415,"little"
"shuttlecock",1,0,36443,31244,1.238276817415,"little"
"shy-looking",1,0,36443,31244,1.238276817415,"little"
"sibling",1,0,36443,31244,1.238276817415,"little"
"sickroom",1,0,36443,31244,1.238276817415,"little"
"side-play",1,0,36443,31244,1.238276817415,"little"
"side-show",1,0,36443,31244,1.238276817415,"little"
"side-shunting",1,0,36443,31244,1.238276817415,"little"
"side-step",1,0,36443,31244,1.238276817415,"little"
"sidecar",1,0,36443,31244,1.238276817415,"little"
"siderite",1,0,36443,31244,1.238276817415,"little"
"sideslip",1,0,36443,31244,1.238276817415,"little"
"siding",1,0,36443,31244,1.238276817415,"little"
"signorina",1,0,36443,31244,1.238276817415,"little"
"silliness",1,0,36443,31244,1.238276817415,"little"
"silver-paper",1,0,36443,31244,1.238276817415,"little"
"sine",1,0,36443,31244,1.238276817415,"little"
"single-engine",1,0,36443,31244,1.238276817415,"little"
"single-track",1,0,36443,31244,1.238276817415,"little"
"singspiel",1,0,36443,31244,1.238276817415,"little"
"sir",1,0,36443,31244,1.238276817415,"little"
"sis",1,0,36443,31244,1.238276817415,"little"
"sit-up",1,0,36443,31244,1.238276817415,"little"
"sitcommunity",1,0,36443,31244,1.238276817415,"little"
"sketchy",1,0,36443,31244,1.238276817415,"little"
"skewbald",1,0,36443,31244,1.238276817415,"little"
"skirmishing",1,0,36443,31244,1.238276817415,"little"
"skitchy",1,0,36443,31244,1.238276817415,"little"
"skull-and-crossbone",1,0,36443,31244,1.238276817415,"little"
"sky",1,0,36443,31244,1.238276817415,"little"
"slack",1,0,36443,31244,1.238276817415,"little"
"slap-dash",1,0,36443,31244,1.238276817415,"little"
"slate-green",1,0,36443,31244,1.238276817415,"little"
"sledgehammer",1,0,36443,31244,1.238276817415,"little"
"sleight",1,0,36443,31244,1.238276817415,"little"
"sleuthing",1,0,36443,31244,1.238276817415,"little"
"slight",1,0,36443,31244,1.238276817415,"little"
"slimmer",1,0,36443,31244,1.238276817415,"little"
"slimming",1,0,36443,31244,1.238276817415,"little"
"slippe",1,0,36443,31244,1.238276817415,"little"
"slipper",1,0,36443,31244,1.238276817415,"little"
"slogan",1,0,36443,31244,1.238276817415,"little"
"slub",1,0,36443,31244,1.238276817415,"little"
"slummock",1,0,36443,31244,1.238276817415,"little"
"smart-arse",1,0,36443,31244,1.238276817415,"little"
"smarty",1,0,36443,31244,1.238276817415,"little"
"smasher",1,0,36443,31244,1.238276817415,"little"
"smidgen",1,0,36443,31244,1.238276817415,"little"
"smithy",1,0,36443,31244,1.238276817415,"little"
"smooth",1,0,36443,31244,1.238276817415,"little"
"smut",1,0,36443,31244,1.238276817415,"little"
"snatchy",1,0,36443,31244,1.238276817415,"little"
"snicket",1,0,36443,31244,1.238276817415,"little"
"sniffy",1,0,36443,31244,1.238276817415,"little"
"snooze",1,0,36443,31244,1.238276817415,"little"
"snore",1,0,36443,31244,1.238276817415,"little"
"snot",1,0,36443,31244,1.238276817415,"little"
"snowdrop",1,0,36443,31244,1.238276817415,"little"
"snub",1,0,36443,31244,1.238276817415,"little"
"snuffle",1,0,36443,31244,1.238276817415,"little"
"socialisation",1,0,36443,31244,1.238276817415,"little"
"softie",1,0,36443,31244,1.238276817415,"little"
"softness",1,0,36443,31244,1.238276817415,"little"
"softy",1,0,36443,31244,1.238276817415,"little"
"sojourn",1,0,36443,31244,1.238276817415,"little"
"solidarity",1,0,36443,31244,1.238276817415,"little"
"sonata",1,0,36443,31244,1.238276817415,"little"
"songbird",1,0,36443,31244,1.238276817415,"little"
"soya",1,0,36443,31244,1.238276817415,"little"
"spalpeen",1,0,36443,31244,1.238276817415,"little"
"spanish",1,0,36443,31244,1.238276817415,"little"
"sparkler",1,0,36443,31244,1.238276817415,"little"
"sparring",1,0,36443,31244,1.238276817415,"little"
"sparta",1,0,36443,31244,1.238276817415,"little"
"spawn",1,0,36443,31244,1.238276817415,"little"
"specialism",1,0,36443,31244,1.238276817415,"little"
"specialization",1,0,36443,31244,1.238276817415,"little"
"spin-dryer",1,0,36443,31244,1.238276817415,"little"
"spline",1,0,36443,31244,1.238276817415,"little"
"splutter",1,0,36443,31244,1.238276817415,"little"
"sponginess",1,0,36443,31244,1.238276817415,"little"
"spontaneity",1,0,36443,31244,1.238276817415,"little"
"spoor",1,0,36443,31244,1.238276817415,"little"
"spout",1,0,36443,31244,1.238276817415,"little"
"spraying",1,0,36443,31244,1.238276817415,"little"
"spring-loaded",1,0,36443,31244,1.238276817415,"little"
"springbok",1,0,36443,31244,1.238276817415,"little"
"sprinkling",1,0,36443,31244,1.238276817415,"little"
"sprout",1,0,36443,31244,1.238276817415,"little"
"squab",1,0,36443,31244,1.238276817415,"little"
"squabble",1,0,36443,31244,1.238276817415,"little"
"squall",1,0,36443,31244,1.238276817415,"little"
"squash",1,0,36443,31244,1.238276817415,"little"
"squawk",1,0,36443,31244,1.238276817415,"little"
"squeaky",1,0,36443,31244,1.238276817415,"little"
"squealer",1,0,36443,31244,1.238276817415,"little"
"squeamishness",1,0,36443,31244,1.238276817415,"little"
"squid",1,0,36443,31244,1.238276817415,"little"
"squirmy",1,0,36443,31244,1.238276817415,"little"
"stability",1,0,36443,31244,1.238276817415,"little"
"stainton",1,0,36443,31244,1.238276817415,"little"
"stamen",1,0,36443,31244,1.238276817415,"little"
"standardisation",1,0,36443,31244,1.238276817415,"little"
"star-flower",1,0,36443,31244,1.238276817415,"little"
"starch",1,0,36443,31244,1.238276817415,"little"
"starlight",1,0,36443,31244,1.238276817415,"little"
"starstruck",1,0,36443,31244,1.238276817415,"little"
"start-eyed",1,0,36443,31244,1.238276817415,"little"
"stateman",1,0,36443,31244,1.238276817415,"little"
"stationery",1,0,36443,31244,1.238276817415,"little"
"steep",1,0,36443,31244,1.238276817415,"little"
"stepson",1,0,36443,31244,1.238276817415,"little"
"stew",1,0,36443,31244,1.238276817415,"little"
"stiffness",1,0,36443,31244,1.238276817415,"little"
"stile",1,0,36443,31244,1.238276817415,"little"
"stocking-filler",1,0,36443,31244,1.238276817415,"little"
"stomach-ache",1,0,36443,31244,1.238276817415,"little"
