"Token","FreqLabour","FreqLibdem","c","d","GStat","Association"
"70",0,1,26040,23586,1.48770090169694,"libdem"
"application",0,1,26040,23586,1.48770090169694,"libdem"
"2.2",0,1,26040,23586,1.48770090169694,"libdem"
"fragmented",0,1,26040,23586,1.48770090169694,"libdem"
"remuneration",0,1,26040,23586,1.48770090169694,"libdem"
"technicians",0,1,26040,23586,1.48770090169694,"libdem"
"endorsed",0,1,26040,23586,1.48770090169694,"libdem"
"analysis",0,1,26040,23586,1.48770090169694,"libdem"
"trying",0,1,26040,23586,1.48770090169694,"libdem"
"engineers",0,1,26040,23586,1.48770090169694,"libdem"
"vaccines",0,1,26040,23586,1.48770090169694,"libdem"
"farm",0,1,26040,23586,1.48770090169694,"libdem"
"outlaw",0,1,26040,23586,1.48770090169694,"libdem"
"calorie",0,1,26040,23586,1.48770090169694,"libdem"
"unbalanced",0,1,26040,23586,1.48770090169694,"libdem"
"deadly",0,1,26040,23586,1.48770090169694,"libdem"
"livelihoods",0,1,26040,23586,1.48770090169694,"libdem"
"flood-risk",0,1,26040,23586,1.48770090169694,"libdem"
"lottery",0,1,26040,23586,1.48770090169694,"libdem"
"dependent",0,1,26040,23586,1.48770090169694,"libdem"
"factors",0,1,26040,23586,1.48770090169694,"libdem"
"sedition",0,1,26040,23586,1.48770090169694,"libdem"
"ict",0,1,26040,23586,1.48770090169694,"libdem"
"nine",0,1,26040,23586,1.48770090169694,"libdem"
"submarine-based",0,1,26040,23586,1.48770090169694,"libdem"
"celebrates",0,1,26040,23586,1.48770090169694,"libdem"
"hurdles",0,1,26040,23586,1.48770090169694,"libdem"
"suspending",0,1,26040,23586,1.48770090169694,"libdem"
"killings",0,1,26040,23586,1.48770090169694,"libdem"
"2040",0,1,26040,23586,1.48770090169694,"libdem"
"upload",0,1,26040,23586,1.48770090169694,"libdem"
"overground",0,1,26040,23586,1.48770090169694,"libdem"
"comparable",0,1,26040,23586,1.48770090169694,"libdem"
"resource-efficient",0,1,26040,23586,1.48770090169694,"libdem"
"pursued",0,1,26040,23586,1.48770090169694,"libdem"
"sticking",0,1,26040,23586,1.48770090169694,"libdem"
"ftse",0,1,26040,23586,1.48770090169694,"libdem"
"resorting",0,1,26040,23586,1.48770090169694,"libdem"
"related",0,1,26040,23586,1.48770090169694,"libdem"
"streamline",0,1,26040,23586,1.48770090169694,"libdem"
"designing",0,1,26040,23586,1.48770090169694,"libdem"
"owning",0,1,26040,23586,1.48770090169694,"libdem"
"squeezed",0,1,26040,23586,1.48770090169694,"libdem"
"cap.",0,1,26040,23586,1.48770090169694,"libdem"
"zero-emission",0,1,26040,23586,1.48770090169694,"libdem"
"formerly",0,1,26040,23586,1.48770090169694,"libdem"
"bet",0,1,26040,23586,1.48770090169694,"libdem"
"purchasing",0,1,26040,23586,1.48770090169694,"libdem"
"tim",0,1,26040,23586,1.48770090169694,"libdem"
"practical",0,1,26040,23586,1.48770090169694,"libdem"
"slashing",0,1,26040,23586,1.48770090169694,"libdem"
"recruiting",0,1,26040,23586,1.48770090169694,"libdem"
"electorate",0,1,26040,23586,1.48770090169694,"libdem"
"settings",0,1,26040,23586,1.48770090169694,"libdem"
"academy",0,1,26040,23586,1.48770090169694,"libdem"
"9.7",0,1,26040,23586,1.48770090169694,"libdem"
"grip",0,1,26040,23586,1.48770090169694,"libdem"
"ombudsman",0,1,26040,23586,1.48770090169694,"libdem"
"2.3",0,1,26040,23586,1.48770090169694,"libdem"
"breaches",0,1,26040,23586,1.48770090169694,"libdem"
"anne",0,1,26040,23586,1.48770090169694,"libdem"
"shareholdings",0,1,26040,23586,1.48770090169694,"libdem"
"deadlock",0,1,26040,23586,1.48770090169694,"libdem"
"lobbies",0,1,26040,23586,1.48770090169694,"libdem"
"liaison",0,1,26040,23586,1.48770090169694,"libdem"
"toxic",0,1,26040,23586,1.48770090169694,"libdem"
"pleases",0,1,26040,23586,1.48770090169694,"libdem"
"cybersphere",0,1,26040,23586,1.48770090169694,"libdem"
"campaigning",0,1,26040,23586,1.48770090169694,"libdem"
"degree-awarding",0,1,26040,23586,1.48770090169694,"libdem"
"head",0,1,26040,23586,1.48770090169694,"libdem"
"deposits",0,1,26040,23586,1.48770090169694,"libdem"
"reliance",0,1,26040,23586,1.48770090169694,"libdem"
"spectrum",0,1,26040,23586,1.48770090169694,"libdem"
"managing",0,1,26040,23586,1.48770090169694,"libdem"
"waited",0,1,26040,23586,1.48770090169694,"libdem"
"imposes",0,1,26040,23586,1.48770090169694,"libdem"
"proliferation",0,1,26040,23586,1.48770090169694,"libdem"
"registration",0,1,26040,23586,1.48770090169694,"libdem"
"neutrality",0,1,26040,23586,1.48770090169694,"libdem"
"heavy",0,1,26040,23586,1.48770090169694,"libdem"
"prosecution",0,1,26040,23586,1.48770090169694,"libdem"
"ages",0,1,26040,23586,1.48770090169694,"libdem"
"good-humoured",0,1,26040,23586,1.48770090169694,"libdem"
"6.8",0,1,26040,23586,1.48770090169694,"libdem"
"end-of-life",0,1,26040,23586,1.48770090169694,"libdem"
"failings",0,1,26040,23586,1.48770090169694,"libdem"
"wetlands",0,1,26040,23586,1.48770090169694,"libdem"
"determine",0,1,26040,23586,1.48770090169694,"libdem"
"verdict",0,1,26040,23586,1.48770090169694,"libdem"
"specialist",0,1,26040,23586,1.48770090169694,"libdem"
"wrong",0,1,26040,23586,1.48770090169694,"libdem"
"mentoring",0,1,26040,23586,1.48770090169694,"libdem"
"6.9",0,1,26040,23586,1.48770090169694,"libdem"
"handshakes",0,1,26040,23586,1.48770090169694,"libdem"
"estuary",0,1,26040,23586,1.48770090169694,"libdem"
"shadow",0,1,26040,23586,1.48770090169694,"libdem"
"holtham",0,1,26040,23586,1.48770090169694,"libdem"
"headspace",0,1,26040,23586,1.48770090169694,"libdem"
"apparent",0,1,26040,23586,1.48770090169694,"libdem"
"3.5",0,1,26040,23586,1.48770090169694,"libdem"
"eating",0,1,26040,23586,1.48770090169694,"libdem"
"roughly",0,1,26040,23586,1.48770090169694,"libdem"
"accurately",0,1,26040,23586,1.48770090169694,"libdem"
"revitalise",0,1,26040,23586,1.48770090169694,"libdem"
"mutual",0,1,26040,23586,1.48770090169694,"libdem"
"obsession",0,1,26040,23586,1.48770090169694,"libdem"
"designation",0,1,26040,23586,1.48770090169694,"libdem"
"perform",0,1,26040,23586,1.48770090169694,"libdem"
"diplomas",0,1,26040,23586,1.48770090169694,"libdem"
"30mbps",0,1,26040,23586,1.48770090169694,"libdem"
"reassignment",0,1,26040,23586,1.48770090169694,"libdem"
"instilling",0,1,26040,23586,1.48770090169694,"libdem"
"summit",0,1,26040,23586,1.48770090169694,"libdem"
"and/or",0,1,26040,23586,1.48770090169694,"libdem"
"academics",0,1,26040,23586,1.48770090169694,"libdem"
"imperfections",0,1,26040,23586,1.48770090169694,"libdem"
"locations",0,1,26040,23586,1.48770090169694,"libdem"
"heathrow",0,1,26040,23586,1.48770090169694,"libdem"
"neighbouring",0,1,26040,23586,1.48770090169694,"libdem"
"ensured",0,1,26040,23586,1.48770090169694,"libdem"
"advertised",0,1,26040,23586,1.48770090169694,"libdem"
"advancing",0,1,26040,23586,1.48770090169694,"libdem"
"concordat",0,1,26040,23586,1.48770090169694,"libdem"
"ordered",0,1,26040,23586,1.48770090169694,"libdem"
"netherlands",0,1,26040,23586,1.48770090169694,"libdem"
"robotics",0,1,26040,23586,1.48770090169694,"libdem"
"justified",0,1,26040,23586,1.48770090169694,"libdem"
"higher-level",0,1,26040,23586,1.48770090169694,"libdem"
"vanguard",0,1,26040,23586,1.48770090169694,"libdem"
"outward",0,1,26040,23586,1.48770090169694,"libdem"
"donating",0,1,26040,23586,1.48770090169694,"libdem"
"database",0,1,26040,23586,1.48770090169694,"libdem"
"automation",0,1,26040,23586,1.48770090169694,"libdem"
"scientists",0,1,26040,23586,1.48770090169694,"libdem"
"suitability",0,1,26040,23586,1.48770090169694,"libdem"
"penalty",0,1,26040,23586,1.48770090169694,"libdem"
"spreading",0,1,26040,23586,1.48770090169694,"libdem"
"water-efficiency",0,1,26040,23586,1.48770090169694,"libdem"
"heating",0,1,26040,23586,1.48770090169694,"libdem"
"fast-growing",0,1,26040,23586,1.48770090169694,"libdem"
"irrational",0,1,26040,23586,1.48770090169694,"libdem"
"fiduciary",0,1,26040,23586,1.48770090169694,"libdem"
"ourselves",0,1,26040,23586,1.48770090169694,"libdem"
"adopting",0,1,26040,23586,1.48770090169694,"libdem"
"principal",0,1,26040,23586,1.48770090169694,"libdem"
"stark",0,1,26040,23586,1.48770090169694,"libdem"
"levers",0,1,26040,23586,1.48770090169694,"libdem"
"erasmus+",0,1,26040,23586,1.48770090169694,"libdem"
"haven",0,1,26040,23586,1.48770090169694,"libdem"
"badges",0,1,26040,23586,1.48770090169694,"libdem"
"selection",0,1,26040,23586,1.48770090169694,"libdem"
"self-harm",0,1,26040,23586,1.48770090169694,"libdem"
"exchange",0,1,26040,23586,1.48770090169694,"libdem"
"planet",0,1,26040,23586,1.48770090169694,"libdem"
"malicious",0,1,26040,23586,1.48770090169694,"libdem"
"vaccination",0,1,26040,23586,1.48770090169694,"libdem"
"interconnectors",0,1,26040,23586,1.48770090169694,"libdem"
"exert",0,1,26040,23586,1.48770090169694,"libdem"
"charging",0,1,26040,23586,1.48770090169694,"libdem"
"reinstating",0,1,26040,23586,1.48770090169694,"libdem"
"9pm",0,1,26040,23586,1.48770090169694,"libdem"
"retrospective",0,1,26040,23586,1.48770090169694,"libdem"
"nurture",0,1,26040,23586,1.48770090169694,"libdem"
"highspeed",0,1,26040,23586,1.48770090169694,"libdem"
"selective",0,1,26040,23586,1.48770090169694,"libdem"
"vaccinations",0,1,26040,23586,1.48770090169694,"libdem"
"patronage",0,1,26040,23586,1.48770090169694,"libdem"
"upcoming",0,1,26040,23586,1.48770090169694,"libdem"
"7.2",0,1,26040,23586,1.48770090169694,"libdem"
"images",0,1,26040,23586,1.48770090169694,"libdem"
"13,000",0,1,26040,23586,1.48770090169694,"libdem"
"inside",0,1,26040,23586,1.48770090169694,"libdem"
"platforms",0,1,26040,23586,1.48770090169694,"libdem"
"hobbled",0,1,26040,23586,1.48770090169694,"libdem"
"underfunded",0,1,26040,23586,1.48770090169694,"libdem"
"concentrate",0,1,26040,23586,1.48770090169694,"libdem"
"colour",0,1,26040,23586,1.48770090169694,"libdem"
"orders",0,1,26040,23586,1.48770090169694,"libdem"
"undervalued",0,1,26040,23586,1.48770090169694,"libdem"
"hens",0,1,26040,23586,1.48770090169694,"libdem"
"overcentralisation",0,1,26040,23586,1.48770090169694,"libdem"
"8.9",0,1,26040,23586,1.48770090169694,"libdem"
"powerhouse",0,1,26040,23586,1.48770090169694,"libdem"
"workable",0,1,26040,23586,1.48770090169694,"libdem"
"turnouts",0,1,26040,23586,1.48770090169694,"libdem"
"spend-to-save",0,1,26040,23586,1.48770090169694,"libdem"
"video",0,1,26040,23586,1.48770090169694,"libdem"
"disease",0,1,26040,23586,1.48770090169694,"libdem"
"traffic-light",0,1,26040,23586,1.48770090169694,"libdem"
"sexuality",0,1,26040,23586,1.48770090169694,"libdem"
"marine",0,1,26040,23586,1.48770090169694,"libdem"
"2.1",0,1,26040,23586,1.48770090169694,"libdem"
"ambulances",0,1,26040,23586,1.48770090169694,"libdem"
"empty-chairing",0,1,26040,23586,1.48770090169694,"libdem"
"connected",0,1,26040,23586,1.48770090169694,"libdem"
"understood",0,1,26040,23586,1.48770090169694,"libdem"
"timetable",0,1,26040,23586,1.48770090169694,"libdem"
"cluster",0,1,26040,23586,1.48770090169694,"libdem"
"non-custodial",0,1,26040,23586,1.48770090169694,"libdem"
"drink",0,1,26040,23586,1.48770090169694,"libdem"
"centralise",0,1,26040,23586,1.48770090169694,"libdem"
"citizen",0,1,26040,23586,1.48770090169694,"libdem"
"22.3",0,1,26040,23586,1.48770090169694,"libdem"
"6.3",0,1,26040,23586,1.48770090169694,"libdem"
"libel",0,1,26040,23586,1.48770090169694,"libdem"
"trains",0,1,26040,23586,1.48770090169694,"libdem"
"apostasy",0,1,26040,23586,1.48770090169694,"libdem"
"pushing",0,1,26040,23586,1.48770090169694,"libdem"
"nationalism",0,1,26040,23586,1.48770090169694,"libdem"
"notify",0,1,26040,23586,1.48770090169694,"libdem"
"friendly",0,1,26040,23586,1.48770090169694,"libdem"
"honour",0,1,26040,23586,1.48770090169694,"libdem"
"intervene",0,1,26040,23586,1.48770090169694,"libdem"
"unjustified",0,1,26040,23586,1.48770090169694,"libdem"
"potency",0,1,26040,23586,1.48770090169694,"libdem"
"nurse",0,1,26040,23586,1.48770090169694,"libdem"
"produced",0,1,26040,23586,1.48770090169694,"libdem"
"widespread",0,1,26040,23586,1.48770090169694,"libdem"
"governs",0,1,26040,23586,1.48770090169694,"libdem"
"preserves",0,1,26040,23586,1.48770090169694,"libdem"
"substance",0,1,26040,23586,1.48770090169694,"libdem"
"7.1",0,1,26040,23586,1.48770090169694,"libdem"
"6mbps",0,1,26040,23586,1.48770090169694,"libdem"
"proportional",0,1,26040,23586,1.48770090169694,"libdem"
"unleashes",0,1,26040,23586,1.48770090169694,"libdem"
"injection",0,1,26040,23586,1.48770090169694,"libdem"
"non-sectarian",0,1,26040,23586,1.48770090169694,"libdem"
"completion",0,1,26040,23586,1.48770090169694,"libdem"
"surgery",0,1,26040,23586,1.48770090169694,"libdem"
"collections",0,1,26040,23586,1.48770090169694,"libdem"
"bright",0,1,26040,23586,1.48770090169694,"libdem"
"underfunds",0,1,26040,23586,1.48770090169694,"libdem"
"ancient",0,1,26040,23586,1.48770090169694,"libdem"
"overly",0,1,26040,23586,1.48770090169694,"libdem"
"multinationals",0,1,26040,23586,1.48770090169694,"libdem"
"practicalities",0,1,26040,23586,1.48770090169694,"libdem"
"fast-track",0,1,26040,23586,1.48770090169694,"libdem"
"edge",0,1,26040,23586,1.48770090169694,"libdem"
"chemical",0,1,26040,23586,1.48770090169694,"libdem"
"disclosure",0,1,26040,23586,1.48770090169694,"libdem"
"sharp",0,1,26040,23586,1.48770090169694,"libdem"
"dealing",0,1,26040,23586,1.48770090169694,"libdem"
"premises",0,1,26040,23586,1.48770090169694,"libdem"
"shown",0,1,26040,23586,1.48770090169694,"libdem"
"mitigation",0,1,26040,23586,1.48770090169694,"libdem"
"statistics",0,1,26040,23586,1.48770090169694,"libdem"
"interfere",0,1,26040,23586,1.48770090169694,"libdem"
"smith",0,1,26040,23586,1.48770090169694,"libdem"
"watershed",0,1,26040,23586,1.48770090169694,"libdem"
"powerful",0,1,26040,23586,1.48770090169694,"libdem"
"3.7",0,1,26040,23586,1.48770090169694,"libdem"
"sustainably",0,1,26040,23586,1.48770090169694,"libdem"
"vans",0,1,26040,23586,1.48770090169694,"libdem"
"denial",0,1,26040,23586,1.48770090169694,"libdem"
"qts",0,1,26040,23586,1.48770090169694,"libdem"
"ringfence",0,1,26040,23586,1.48770090169694,"libdem"
"equitable",0,1,26040,23586,1.48770090169694,"libdem"
"6.7",0,1,26040,23586,1.48770090169694,"libdem"
"excluded",0,1,26040,23586,1.48770090169694,"libdem"
"bid",0,1,26040,23586,1.48770090169694,"libdem"
"enjoying",0,1,26040,23586,1.48770090169694,"libdem"
"graduating",0,1,26040,23586,1.48770090169694,"libdem"
"heat",0,1,26040,23586,1.48770090169694,"libdem"
"geographical",0,1,26040,23586,1.48770090169694,"libdem"
"9.3",0,1,26040,23586,1.48770090169694,"libdem"
"organs",0,1,26040,23586,1.48770090169694,"libdem"
"sought",0,1,26040,23586,1.48770090169694,"libdem"
"pilots",0,1,26040,23586,1.48770090169694,"libdem"
"withstand",0,1,26040,23586,1.48770090169694,"libdem"
"harsher",0,1,26040,23586,1.48770090169694,"libdem"
"endemic",0,1,26040,23586,1.48770090169694,"libdem"
"over-reliance",0,1,26040,23586,1.48770090169694,"libdem"
"israeli-palestinian",0,1,26040,23586,1.48770090169694,"libdem"
"medium-readiness",0,1,26040,23586,1.48770090169694,"libdem"
"itself",0,1,26040,23586,1.48770090169694,"libdem"
"plays",0,1,26040,23586,1.48770090169694,"libdem"
"up-to-date",0,1,26040,23586,1.48770090169694,"libdem"
"rebalancing",0,1,26040,23586,1.48770090169694,"libdem"
"contrasts",0,1,26040,23586,1.48770090169694,"libdem"
"relatives",0,1,26040,23586,1.48770090169694,"libdem"
"debit-card",0,1,26040,23586,1.48770090169694,"libdem"
"roaming",0,1,26040,23586,1.48770090169694,"libdem"
"multidisciplinary",0,1,26040,23586,1.48770090169694,"libdem"
"haemophiliacs",0,1,26040,23586,1.48770090169694,"libdem"
"4.7",0,1,26040,23586,1.48770090169694,"libdem"
"per-pupil",0,1,26040,23586,1.48770090169694,"libdem"
"visitation",0,1,26040,23586,1.48770090169694,"libdem"
"trafficked",0,1,26040,23586,1.48770090169694,"libdem"
"regard",0,1,26040,23586,1.48770090169694,"libdem"
"punishing",0,1,26040,23586,1.48770090169694,"libdem"
"latest",0,1,26040,23586,1.48770090169694,"libdem"
"deviate",0,1,26040,23586,1.48770090169694,"libdem"
"punishments",0,1,26040,23586,1.48770090169694,"libdem"
"knock-on",0,1,26040,23586,1.48770090169694,"libdem"
"leisure",0,1,26040,23586,1.48770090169694,"libdem"
"solely",0,1,26040,23586,1.48770090169694,"libdem"
"country-of-origin",0,1,26040,23586,1.48770090169694,"libdem"
"clustering",0,1,26040,23586,1.48770090169694,"libdem"
"stranded",0,1,26040,23586,1.48770090169694,"libdem"
"ill",0,1,26040,23586,1.48770090169694,"libdem"
"financing",0,1,26040,23586,1.48770090169694,"libdem"
"qualify",0,1,26040,23586,1.48770090169694,"libdem"
"salt",0,1,26040,23586,1.48770090169694,"libdem"
"complacent",0,1,26040,23586,1.48770090169694,"libdem"
"inform",0,1,26040,23586,1.48770090169694,"libdem"
"restaurants",0,1,26040,23586,1.48770090169694,"libdem"
"possibly",0,1,26040,23586,1.48770090169694,"libdem"
"degradation",0,1,26040,23586,1.48770090169694,"libdem"
"equalisation",0,1,26040,23586,1.48770090169694,"libdem"
"torture",0,1,26040,23586,1.48770090169694,"libdem"
"repayment",0,1,26040,23586,1.48770090169694,"libdem"
"all-lgbt+",0,1,26040,23586,1.48770090169694,"libdem"
"territorial",0,1,26040,23586,1.48770090169694,"libdem"
"hoc",0,1,26040,23586,1.48770090169694,"libdem"
"tables",0,1,26040,23586,1.48770090169694,"libdem"
"inadequate",0,1,26040,23586,1.48770090169694,"libdem"
"count",0,1,26040,23586,1.48770090169694,"libdem"
"tissues",0,1,26040,23586,1.48770090169694,"libdem"
"talking",0,1,26040,23586,1.48770090169694,"libdem"
"1.7",0,1,26040,23586,1.48770090169694,"libdem"
"licences",0,1,26040,23586,1.48770090169694,"libdem"
"unduly",0,1,26040,23586,1.48770090169694,"libdem"
"perpetuate",0,1,26040,23586,1.48770090169694,"libdem"
"assurance",0,1,26040,23586,1.48770090169694,"libdem"
"passenger",0,1,26040,23586,1.48770090169694,"libdem"
"acres",0,1,26040,23586,1.48770090169694,"libdem"
"o'neill",0,1,26040,23586,1.48770090169694,"libdem"
"voices",0,1,26040,23586,1.48770090169694,"libdem"
"reinforced",0,1,26040,23586,1.48770090169694,"libdem"
"underwrite",0,1,26040,23586,1.48770090169694,"libdem"
"reneging",0,1,26040,23586,1.48770090169694,"libdem"
"patriotism",0,1,26040,23586,1.48770090169694,"libdem"
"championed",0,1,26040,23586,1.48770090169694,"libdem"
"promotes",0,1,26040,23586,1.48770090169694,"libdem"
"restraining",0,1,26040,23586,1.48770090169694,"libdem"
"incentivising",0,1,26040,23586,1.48770090169694,"libdem"
"islamophobic",0,1,26040,23586,1.48770090169694,"libdem"
"seamless",0,1,26040,23586,1.48770090169694,"libdem"
"inward-looking",0,1,26040,23586,1.48770090169694,"libdem"
"fibre-optic",0,1,26040,23586,1.48770090169694,"libdem"
"muscle",0,1,26040,23586,1.48770090169694,"libdem"
"3.1",0,1,26040,23586,1.48770090169694,"libdem"
"spousal",0,1,26040,23586,1.48770090169694,"libdem"
"foi",0,1,26040,23586,1.48770090169694,"libdem"
"7.4",0,1,26040,23586,1.48770090169694,"libdem"
"reopening",0,1,26040,23586,1.48770090169694,"libdem"
"highest-quality",0,1,26040,23586,1.48770090169694,"libdem"
"unsocial",0,1,26040,23586,1.48770090169694,"libdem"
"fundamentally",0,1,26040,23586,1.48770090169694,"libdem"
"deep",0,1,26040,23586,1.48770090169694,"libdem"
"thrive",0,1,26040,23586,1.48770090169694,"libdem"
"burdens",0,1,26040,23586,1.48770090169694,"libdem"
"requests",0,1,26040,23586,1.48770090169694,"libdem"
"staunch",0,1,26040,23586,1.48770090169694,"libdem"
"forthcoming",0,1,26040,23586,1.48770090169694,"libdem"
"radical",0,1,26040,23586,1.48770090169694,"libdem"
"sklodowska-curie",0,1,26040,23586,1.48770090169694,"libdem"
"decide",0,1,26040,23586,1.48770090169694,"libdem"
"taylor",0,1,26040,23586,1.48770090169694,"libdem"
"faces",0,1,26040,23586,1.48770090169694,"libdem"
"upstream",0,1,26040,23586,1.48770090169694,"libdem"
"problem-solving",0,1,26040,23586,1.48770090169694,"libdem"
"diagnostics",0,1,26040,23586,1.48770090169694,"libdem"
"guides",0,1,26040,23586,1.48770090169694,"libdem"
"5.4",0,1,26040,23586,1.48770090169694,"libdem"
"sugary",0,1,26040,23586,1.48770090169694,"libdem"
"patent",0,1,26040,23586,1.48770090169694,"libdem"
"non-digital",0,1,26040,23586,1.48770090169694,"libdem"
"numeracy",0,1,26040,23586,1.48770090169694,"libdem"
"gaming",0,1,26040,23586,1.48770090169694,"libdem"
"dramatically",0,1,26040,23586,1.48770090169694,"libdem"
"network-wide",0,1,26040,23586,1.48770090169694,"libdem"
"jumps",0,1,26040,23586,1.48770090169694,"libdem"
"arrogance",0,1,26040,23586,1.48770090169694,"libdem"
"coding",0,1,26040,23586,1.48770090169694,"libdem"
"seekers",0,1,26040,23586,1.48770090169694,"libdem"
"electing",0,1,26040,23586,1.48770090169694,"libdem"
"select",0,1,26040,23586,1.48770090169694,"libdem"
"cyberattacks",0,1,26040,23586,1.48770090169694,"libdem"
"52",0,1,26040,23586,1.48770090169694,"libdem"
"8.2",0,1,26040,23586,1.48770090169694,"libdem"
"distorted",0,1,26040,23586,1.48770090169694,"libdem"
"adverse",0,1,26040,23586,1.48770090169694,"libdem"
"3.3",0,1,26040,23586,1.48770090169694,"libdem"
"council-led",0,1,26040,23586,1.48770090169694,"libdem"
"assisting",0,1,26040,23586,1.48770090169694,"libdem"
"kick",0,1,26040,23586,1.48770090169694,"libdem"
"engine",0,1,26040,23586,1.48770090169694,"libdem"
"departmental",0,1,26040,23586,1.48770090169694,"libdem"
"tagging",0,1,26040,23586,1.48770090169694,"libdem"
"german-style",0,1,26040,23586,1.48770090169694,"libdem"
"18-24",0,1,26040,23586,1.48770090169694,"libdem"
"inspect",0,1,26040,23586,1.48770090169694,"libdem"
"undermining",0,1,26040,23586,1.48770090169694,"libdem"
"points",0,1,26040,23586,1.48770090169694,"libdem"
"oversupply",0,1,26040,23586,1.48770090169694,"libdem"
"commiting",0,1,26040,23586,1.48770090169694,"libdem"
"disbanding",0,1,26040,23586,1.48770090169694,"libdem"
"entrenched",0,1,26040,23586,1.48770090169694,"libdem"
"identifying",0,1,26040,23586,1.48770090169694,"libdem"
"david",0,1,26040,23586,1.48770090169694,"libdem"
"wisely",0,1,26040,23586,1.48770090169694,"libdem"
"jeopardising",0,1,26040,23586,1.48770090169694,"libdem"
"congestion",0,1,26040,23586,1.48770090169694,"libdem"
"news",0,1,26040,23586,1.48770090169694,"libdem"
"psychoactive",0,1,26040,23586,1.48770090169694,"libdem"
"curfews",0,1,26040,23586,1.48770090169694,"libdem"
"recouped",0,1,26040,23586,1.48770090169694,"libdem"
"roof",0,1,26040,23586,1.48770090169694,"libdem"
"missing",0,1,26040,23586,1.48770090169694,"libdem"
"reaped",0,1,26040,23586,1.48770090169694,"libdem"
"pernicious",0,1,26040,23586,1.48770090169694,"libdem"
"male",0,1,26040,23586,1.48770090169694,"libdem"
"impunity",0,1,26040,23586,1.48770090169694,"libdem"
"hamas",0,1,26040,23586,1.48770090169694,"libdem"
"machine",0,1,26040,23586,1.48770090169694,"libdem"
"poses",0,1,26040,23586,1.48770090169694,"libdem"
"conflicts",0,1,26040,23586,1.48770090169694,"libdem"
"driverless",0,1,26040,23586,1.48770090169694,"libdem"
"amounts",0,1,26040,23586,1.48770090169694,"libdem"
"anti-tax",0,1,26040,23586,1.48770090169694,"libdem"
"dress",0,1,26040,23586,1.48770090169694,"libdem"
"anomaly",0,1,26040,23586,1.48770090169694,"libdem"
"underground",0,1,26040,23586,1.48770090169694,"libdem"
"permission",0,1,26040,23586,1.48770090169694,"libdem"
"prop",0,1,26040,23586,1.48770090169694,"libdem"
"journals",0,1,26040,23586,1.48770090169694,"libdem"
"minimised",0,1,26040,23586,1.48770090169694,"libdem"
"cohabiting",0,1,26040,23586,1.48770090169694,"libdem"
"patrolling",0,1,26040,23586,1.48770090169694,"libdem"
"afforded",0,1,26040,23586,1.48770090169694,"libdem"
"selling-off",0,1,26040,23586,1.48770090169694,"libdem"
"6.2",0,1,26040,23586,1.48770090169694,"libdem"
"borrow",0,1,26040,23586,1.48770090169694,"libdem"
"brokers",0,1,26040,23586,1.48770090169694,"libdem"
"integrate",0,1,26040,23586,1.48770090169694,"libdem"
"miss",0,1,26040,23586,1.48770090169694,"libdem"
"300",0,1,26040,23586,1.48770090169694,"libdem"
"modernising",0,1,26040,23586,1.48770090169694,"libdem"
"circular",0,1,26040,23586,1.48770090169694,"libdem"
"4.1",0,1,26040,23586,1.48770090169694,"libdem"
"retire",0,1,26040,23586,1.48770090169694,"libdem"
"allocate",0,1,26040,23586,1.48770090169694,"libdem"
"revenue-raising",0,1,26040,23586,1.48770090169694,"libdem"
"discredited",0,1,26040,23586,1.48770090169694,"libdem"
"stretching",0,1,26040,23586,1.48770090169694,"libdem"
"turnout",0,1,26040,23586,1.48770090169694,"libdem"
"orientation",0,1,26040,23586,1.48770090169694,"libdem"
"benchmarking",0,1,26040,23586,1.48770090169694,"libdem"
"energy-saving",0,1,26040,23586,1.48770090169694,"libdem"
"south-west",0,1,26040,23586,1.48770090169694,"libdem"
"educators",0,1,26040,23586,1.48770090169694,"libdem"
"unpredictable",0,1,26040,23586,1.48770090169694,"libdem"
"understanding",0,1,26040,23586,1.48770090169694,"libdem"
"unhappiest",0,1,26040,23586,1.48770090169694,"libdem"
"win",0,1,26040,23586,1.48770090169694,"libdem"
"blasphemy",0,1,26040,23586,1.48770090169694,"libdem"
"experimentation",0,1,26040,23586,1.48770090169694,"libdem"
"lengthy",0,1,26040,23586,1.48770090169694,"libdem"
"take",21,27,26019,23560,1.46442854390154,"libdem"
"curriculum",6,10,26034,23577,1.44604139033917,"libdem"
"reverse",6,10,26034,23577,1.44604139033917,"libdem"
"scottish",6,10,26034,23577,1.44604139033917,"libdem"
"priority",6,10,26034,23577,1.44604139033917,"libdem"
"teacher",3,6,26037,23581,1.33846399593468,"libdem"
"come",3,6,26037,23581,1.33846399593468,"libdem"
"teaching",3,6,26037,23581,1.33846399593468,"libdem"
"leaving",3,6,26037,23581,1.33846399593468,"libdem"
"politics",3,6,26037,23581,1.33846399593468,"libdem"
"longer",3,6,26037,23581,1.33846399593468,"libdem"
"clean",3,6,26037,23581,1.33846399593468,"libdem"
"biggest",3,6,26037,23581,1.33846399593468,"libdem"
"rather",3,6,26037,23581,1.33846399593468,"libdem"
"policy",14,19,26026,23568,1.33680489686838,"libdem"
"prosperity",7,11,26033,23576,1.33662027387912,"libdem"
"major",7,11,26033,23576,1.33662027387912,"libdem"
"reform",7,11,26033,23576,1.33662027387912,"libdem"
"rise",7,11,26033,23576,1.33662027387912,"libdem"
