"Word","Frequency"
"cruelty",1
"cruising",1
"crusade",1
"crystal",1
"crystallisation",1
"cu.ft.",1
"cubicle-cupboard",1
"cubist",1
"culling",1
"culprit",1
"cult",1
"cultivation",1
"cunliffe",1
"cup",1
"cupboard",1
"curb",1
"curbing",1
"curiosae",1
"currency",1
"cursing",1
"curtailment",1
"cutaway",1
"cutting",1
"cylinder",1
"cynicism",1
"dairy",1
"dampening",1
"dark",1
"dark-room",1
"daughter",1
"de-incorporation",1
"de-lethalisation",1
"de-ski",1
"dea",1
"dead-weight",1
"dearth",1
"death.but",1
"deathbed",1
"debacle",1
"debility",1
"decay",1
"deceleration",1
"deception",1
"decimation",1
"deck",1
"decoding",1
"deduction",1
"deed",1
"deepening",1
"deer-park",1
"defect",1
"defence",1
"defendant",1
"deferment",1
"deficiency",1
"dehumanisation",1
"dehumanization",1
"delegitimisation",1
"deletion",1
"delinking",1
"delirium",1
"delivery",1
"delusion",1
"demilitarization",1
"democracy",1
"demolition",1
"demoralisation",1
"demotion",1
"denationalization",1
"denominator",1
"denouement",1
"density",1
"depolarization",1
"depravity",1
"depth",1
"depôts",1
"deradicalization",1
"derailment",1
"deregistration",1
"deregulation",1
"dereliction",1
"derivation",1
"derivative",1
"descendant",1
"descent",1
"desiccation",1
"desk",1
"desolation",1
"despotism",1
"destabilization",1
"detention",1
"detour",1
"detoxification",1
"dettori",1
"detuning",1
"deviancy",1
"deviant",1
"diabetes",1
"diagram",1
"dialog",1
"diamond",1
"dictatoriship",1
"diesel",1
"differential",1
"digit",1
"diminishing",1
"diminutive",1
"dimorphism",1
"dinosaur",1
"dinucleotide",1
"dipole",1
"director",1
"directorship",1
"dis-economy",1
"disavowal",1
"disbelief",1
"discontent",1
"discontinuity",1
"discordance",1
"discreteness",1
"disenchantment",1
"disenfranchisement",1
"disentegration",1
"disgruntlement",1
"disgust",1
"dishonesty",1
"disk",1
"dismantling",1
"dismemberment",1
"disownment",1
"dissertation",1
"dissociation",1
"dissonance",1
"distance",1
"disunion",1
"divisiveness",1
"dobhrain",1
"docker",1
"dockyard",1
"doctorate",1
"doctrine",1
"dogma",1
"dolphin",1
"domain",1
"dominance",1
"dordogne",1
"dose",1
"double",1
"dounreay",1
"down-grading",1
"downpour",1
"drain-hole",1
"drainage",1
"draw",1
"drawing",1
"drear",1
"dressing",1
"dressing-room",1
"drink",1
"drip",1
"drive",1
"drought",1
"drumbreck",1
"drummond",1
"dryden",1
"dukery",1
"dummy",1
"dump",1
"dumping",1
"dungeon",1
"duty",1
"dwelling",1
"dynasty",1
"dystrophy",1
"dénouement",1
"earpiece",1
"earth",1
"easing",1
"east",1
"eating",1
"economist",1
"eddy",1
"edge.tensioned",1
"edict",1
"editing",1
"edition",1
"efficacy",1
"egg",1
"egocentrism",1
"eigenproblem",1
"eigenvalue",1
"eigenvector",1
"elaboration",1
"electrolyte",1
"electronics",1
"element",1
"elision",1
"elite",1
"embankment",1
"embedding",1
"embrittlement",1
"eminence",1
"emission",1
"empire",1
"employer",1
"emu",1
"enamel",1
"encampment",1
"encephalopathy",1
"encore",1
"encouragement",1
"encyclopedie",1
"endorsement",1
"engagement",1
"engineering",1
"enlargement",1
"enlightenment",1
"enrichment",1
"enthusiasm",1
"entity",1
"entrenchment",1
"entry",1
"environment",1
"equalization",1
"equating",1
"equator",1
"erection",1
"essay",1
"estimation",1
"estimator",1
"eternity",1
"euro-communism",1
"eutrophication",1
"evening-out",1
"eviction",1
"eweleaze",1
"exacerbation",1
"exam",1
"excavation",1
"exception",1
"excitation",1
"excitement",1
"exhausation",1
"existence",1
"exodo",1
"expressway",1
"extent",1
"externalization",1
"exultation",1
"facho",1
"fact-finding",1
"faction",1
"factionalism",1
"factor",1
"fairground",1
"falsification",1
"fare",1
"farm-estate",1
"farmhouse",1
"farming",1
"farming-out",1
"farmyard",1
"fascism",1
"feather",1
"federalism",1
"federation",1
"fee",1
"feeding",1
"fell",1
"female",1
"feng",1
"ferngrove",1
"ferritin",1
"ferry",1
"festival",1
"feud",1
"feuding",1
"fiasco",1
"fibre",1
"fibrinolysis",1
"fibrosis",1
"figure",1
"figure-of-eight",1
"filing",1
"filtering",1
"finale",1
"finance",1
"finding",1
"finger",1
"fining",1
"finish",1
"first-floor",1
"fish",1
"fishing",1
"fission",1
"fix",1
"flap",1
"flash",1
"flashback",1
"flattening",1
"flatulence",1
"fleet",1
"flexibility",1
"float",1
"flock",1
"fluency",1
"flushing",1
"follicle",1
"follow-up",1
"folly",1
"footbridge",1
"footwork",1
"forestry",1
"forfeiture",1
"forgery",1
"format",1
"fortress",1
"fortune",1
"forward",1
"fossil",1
"fracas",1
"fraction",1
"frame",1
"framing",1
"fraud",1
"free-schooler",1
"freeing",1
"freeze",1
"freeze-up",1
"frenzy",1
"frontier",1
"fruit",1
"fudging",1
"gangrene",1
"gaol",1
"gatevalve",1
"gathering",1
"gce",1
"gemme",1
"genetics",1
"germ",1
"ghost",1
"gibbet",1
"gift",1
"giovannitti",1
"glade",1
"glass",1
"glider",1
"goldrush",1
"goldsmith",1
"golf",1
"golfing",1
"governor",1
"grape",1
"graph",1
"grassmarket",1
"grave",1
"green",1
"greenhouse",1
"grimace",1
"grounding",1
"guarantee",1
"guerrilla",1
"guessing",1
"guest",1
"guidance",1
"guideline",1
"guillemot",1
"guilt",1
"gulag",1
"gully",1
"gunman",1
"gut",1
"gutter",1
"habitat",1
"haemorrhaging",1
"haleiwa",1
"half-digested",1
"halitosis",1
"hallucination",1
"hallway",1
"halving",1
"hand",1
"handle",1
"hang",1
"hanger",1
"harassment",1
"harbor",1
"harm",1
"harmony",1
"harrop",1
"harrying",1
"hartsop",1
"hassle",1
"hat-trick",1
"haven",1
"hayloft",1
"hazard",1
"headline",1
"headmaster",1
"headquarters",1
"heartache",1
"heartbreak",1
"heat",1
"heating",1
"heaven",1
"heavyweight",1
"hell",1
"help",1
"helping",1
"hemifield",1
"hemispherectomy",1
"heresy",1
"hermeneutic",1
"heron",1
"hiatus",1
"hiccup",1
"hiding",1
"hierarchy",1
"high",1
"hike",1
"hill",1
"hip",1
"history",1
"hoarding",1
"hock",1
"holborough",1
"holiday",1
"homebase",1
"homosexuality",1
"horizon",1
"horn",1
"horror",1
"horse",1
"hospitalisation",1
"hospitalization",1
"hotel",1
"hour",1
"houseboat",1
"householder",1
"hunting",1
"hut",1
"hyperactivity",1
"hypergame",1
"hyperinflation",1
"hypoalbuminaemia",1
"hysterectomy",1
"hysteresis",1
"hysteria",1
"i.p.s.p.",1
"ice-house",1
"ideology",1
"idiot",1
"ill-informed",1
"ill-thought",1
"illusion",1
"illustration",1
"image",1
"immersion",1
"immigration",1
"immunity",1
"impasse",1
"imperfection",1
"importance",1
"impoundment",1
"impromptu",1
"improvisation",1
"inactivation",1
"inauguration",1
"incentive",1
"incidence",1
"income-earning",1
"inconsisten-cy",1
"incontinence",1
"indemnity",1
"index",1
"indifference",1
"industrialisation",1
"inertia",1
"inevitability",1
"inference",1
"infidelity",1
"infinity",1
"inflexibility",1
"informality",1
"infusion",1
"ing",1
"inheritance",1
"inhumanism",1
"injection",1
"inn",1
"innings",1
"innkeeper",1
"inpatient",1
"inquest",1
"insistence",1
"instalment",1
"instance",1
"instep",1
"institute",1
"institution",1
"instonian",1
"insubordination",1
"integral",1
"intellectualisation",1
"intention",1
"inter-college",1
"intercept",1
"interchangeability",1
"intercourse",1
"interface",1
"interment",1
"internalisation",1
"internationalisation",1
"internment",1
"interpolation",1
"interrogation",1
"intolerance",1
"invasion",1
"investor",1
"iosis",1
"iq",1
"irangate",1
"iraq-gate",1
"irritability",1
"issuance",1
"item",1
"iteration",1
"jacobite",1
"jacobitism",1
"jail",1
"jealousy",1
"jet",1
"jetty",1
"joy",1
"jump",1
"jump-in",1
"juxtaposition",1
"kammerer",1
"kennel",1
"ketoacidosis",1
"kinginrin",1
"kissing",1
"knife",1
"knitting",1
"kornhauser",1
"kriizli",1
"kulak",1
"kylie",1
"laboratory",1
"labour",1
"ladder-stile",1
"lady",1
"lag",1
"lagging",1
"lahar",1
"lair",1
"lakeside",1
"lamb",1
"land-hunger",1
"languor",1
"laparotomy",1
"laski",1
"launching",1
"launder",1
"lawlessness",1
"lay-off",1
"laying",1
"layoff",1
"leaching",1
"lead",1
"leadership",1
"leakage",1
"leg",1
"legacy",1
"leisure",1
"length",1
"lens",1
"lessee",1
"lesson",1
"leveller",1
"levying",1
"lha",1
"libel",1
"liberalisation",1
"licence",1
"licentiousness",1
"life-ban",1
"life-expectancy",1
"light",1
"light-headedness",1
"lightness",1
"likelihood",1
"lindenhof",1
"linen",1
"linkage",1
"liquor",1
"list",1
"litter",1
"live",1
"loan",1
"location",1
"lockwood",1
"lodge",1
"lodgings",1
"loft",1
"log",1
"longitude",1
"loosening",1
"looting",1
"lord",1
"loss-of-coolant",1
"lotus",1
"love",1
"low-risk",1
"lubrication",1
"luddism",1
"m.sc.",1
"ma(general)",1
"madness",1
"magic",1
"maintenance",1
"male",1
"malfunction",1
"malpractice",1
"mammal",1
"mammoth",1
"manner",1
"mannerism",1
"manor",1
"manpower",1
"mansion",1
"marching",1
"margin",1
"marginalisation",1
"marker",1
"marketing",1
"marrakech",1
"marske",1
"masculine",1
"materialism",1
"maternity",1
"maths",1
"mating",1
"matrix",1
"maturation",1
"maxim",1
"maximisation",1
"maximum",1
"maythorpe",1
"md",1
"meadow",1
"meal",1
"meaning",1
"media",1
"melt",1
"melt-down",1
"melting",1
"membrane",1
"memoir",1
"meng",1
"menlungtse",1
"mention",1
"merchant",1
"merging",1
"metabolism",1
"metal",1
"metaphor",1
"metaphysics",1
"meter",1
"mezzanine",1
"midwifery",1
"militarization",1
"mill",1
"millennia",1
"miner",1
"mini",1
"minister",1
"minor",1
"minto",1
"minute",1
"misapprehension",1
"misclassification",1
"misconception",1
"misdeed",1
"misfortune",1
"mishap",1
"misinterpretation",1
"misjudgement",1
"mist",1
"mitigation",1
"mix",1
"mob",1
"mode",1
"moderation",1
"moderne",1
"modulation",1
"module",1
"moiré",1
"monarchy",1
"monetarist",1
"monitoring",1
"monk",1
"monoculture",1
"monster",1
"mood-altering",1
"morale",1
"morality",1
"moratorium",1
"morning",1
"mostar",1
"mother",1
"motherhood",1
"motility",1
"motion",1
"motivation",1
"motorway",1
"mound",1
"mouthful",1
"msc",1
"mucus",1
"muddle",1
"multipathogen",1
"mum",1
"music",1
"mutation",1
"mutilation",1
"mutiny",1
"mysteron",1
"nan",1
"narrowness",1
"narthex",1
"nation",1
"nationalism",1
"nationalist",1
"nationalization",1
"nature",1
"nausea",1
"near-despair",1
"negation",1
"negative",1
"negligence",1
"nerve",1
"nest",1
"nest-box",1
"nest-egg",1
"net",1
"neurotransmitter",1
"neutron",1
"news",1
"nightclub",1
"no-arbitrage",1
"node",1
"node-link-node",1
"noe",1
"nominality",1
"non-approval",1
"non-linearity",1
"non-proliferation",1
"non-replacement",1
"non-testability",1
"nonjurism",1
"normalisation",1
"north",1
"northbound",1
"northerly",1
"notation",1
"notch",1
"nourishment",1
"nuance",1
"nucleus",1
"nurse",1
"nursery",1
"nutrition",1
"obedience",1
"obelisk",1
"object",1
"objectivism",1
"objectivity",1
"obliteration",1
"oblivion",1
"obstacle",1
"obtaining",1
"occasion",1
"occupancy",1
"occupation",1
"offeror",1
"officer",1
"offspring",1
"one-match",1
"onsequence",1
"onset",1
"onslaught",1
"ontology",1
"operate",1
"operating",1
"oppression",1
"optic",1
"optimism",1
"orang-utan",1
"orchard",1
"ordeal",1
"ordination",1
"orfeo",1
"organism",1
"organization",1
"organizing",1
"orgasm",1
"orientation",1
"origin",1
"originality",1
"oscillation",1
"ott",1
"oughtershaw",1
"ouster",1
"out-of-bound",1
"outlawing",1
"outrage",1
"outside",1
"outsider",1
"over-borrowing",1
"over-crowding",1
"over-duplication",1
"over-emphasis",1
"over-production",1
"over-protectiveness",1
"over-psychologization",1
"over-regulation",1
"over-report",1
"overcrowding",1
"overestimate",1
"overestimation",1
"overexploitation",1
"overgrazing",1
"overgrowth",1
"overhaul",1
"overheating",1
"overinvestigation",1
"overproduction",1
"overspending",1
"overturning",1
"ovulation",1
"oxygen",1
"p3/t2",1
"pacemaker",1
"packing",1
"pakistani",1
"palace",1
"panic",1
"parade",1
"paralysis",1
"paranoia",1
"parapet",1
"paring",1
"parish",1
"parity",1
"parsimony",1
"participant",1
"particular",1
"parting",1
"partisan",1
"passageway",1
"patch",1
"patchwork",1
"patterning",1
"paving",1
"pc",1
"peacekeeping",1
"peak",1
"peano",1
"penalization",1
"penetrance",1
"penis",1
"percent",1
"perfume",1
"periodization",1
"peristyle",1
"peritonitis",1
"permeability",1
"permutation",1
"perpetration",1
"persistence",1
"personality",1
"pertussis",1
"perversion",1
"pesticide",1
"petition",1
"ph",1
"pharisee",1
"phenotype",1
"philosophy",1
"photography",1
"picnic",1
"piece",1
"pier",1
"pike",1
"pile",1
"pile-up",1
"pill-box",1
"pillage",1
"pillow-talk",1
"pimple",1
"placing",1
"plaintiff",1
"plankton",1
"plasma",1
"plastic",1
"plateau",1
"platform",1
"platoon",1
"plaza",1
"plea",1
"plethora",1
"plexus",1
"plump",1
"plunder",1
"pointer",1
"poisoning",1
"policing",1
"polio",1
"politicisation",1
"politicization",1
"politics",1
"pond",1
"pool",1
"porch",1
"pore",1
"porta",1
"portico",1
"portrayal",1
"positing",1
"positioning",1
"possession",1
"posterior",1
"posture",1
"potassium",1
"pragmatism",1
"pre-emption",1
"precipice",1
"predation",1
"predator",1
"preignition",1
"preoccupation",1
"press",1
"presumption",1
"prevalence",1
"prevention",1
"pricing",1
"primacy",1
"primary",1
"primitive",1
"prince",1
"principle",1
"prison",1
"privileging",1
"prize",1
"probation",1
"procedure",1
"procolipase",1
"proficiency",1
"profile",1
"profitability",1
"prognosis",1
"program",1
"programmer",1
"prohibition",1
"proletarianisation",1
"proletariat",1
"prolongation",1
"prompt",1
"property",1
"prophecy",1
"proposition",1
"prosecutor",1
"prostatectomy",1
"protestation",1
"protester",1
"prototyping",1
"provider",1
"providing",1
"provincialism",1
"psychiatry",1
"psychosis",1
"pterodactyl",1
"publisher",1
"pudenda",1
"punch",1
"punch-line",1
"purchaser",1
"puritan",1
"purity",1
"pyelonephritis",1
"pyramid",1
"quadrupling",1
"qualifying",1
"quantity",1
"quark",1
"quashing",1
"quay",1
"query",1
"queue",1
"quote",1
"r.m.s.",1
"rabbit",1
"race-course",1
"radiator",1
"radio-room",1
"raid",1
"rail",1
"raising",1
"ranch",1
"ranch-type",1
"rank",1
"rapid",1
"rat",1
"rat-running",1
"ratepayer",1
"ratification",1
"rca",1
"re-affirmation",1
"re-appraisal",1
"re-definition",1
"re-entry",1
"re-evaluation",1
"re-invasion",1
"re-orientation",1
"re-run",1
"re-siting",1
"re-think",1
"re-trial",1
"reactor",1
"reading",1
"reaffirmation",1
"realism",1
"reappearance",1
"rearmament",1
"rearrangement",1
"reasoning",1
"reassurance",1
"rebirth",1
"rebound",1
"rebuilding",1
"receiver",1
"receiving",1
"recipe",1
"recircularization",1
"reconciliation",1
"redesign",1
"referee",1
"reflection",1
"refreshment",1
"regazetting",1
"region",1
"reification",1
"reinjection",1
"reinterpretation",1
"reintroduction",1
"reiteration",1
"rekindling",1
"relativism",1
"relaunch",1
"reliability",1
"relief",1
"religion",1
"remnant",1
"renegotiation",1
"renunciation",1
"reorganisation",1
"reorganization",1
"repair",1
"repatriation",1
"repentance",1
"replace-ment",1
"repolarizing",1
"repossession",1
"representation",1
"reprint",1
"reprisal",1
"reproduction",1
"repudiation",1
"reschedule",1
"researcher",1
"reservation",1
"resetting",1
"resettlement",1
"residualization",1
"resistivity",1
"resonance",1
"resort",1
"rest",1
"restatement",1
"restraint",1
"restructure",1
"retreat",1
"retrenchment",1
"retrial",1
"retribution",1
"retrograde",1
"revocation",1
"reward",1
"rewriting",1
"ribbon",1
"ridge",1
"ridicule",1
"rifting",1
"rightist",1
"rigour",1
"ring",1
"ripple",1
"river-crossing",1
"riverbank",1
"rock",1
"roll",1
"roof-top",1
"root",1
"rope",1
"rose",1
"rotation",1
"rotunda",1
"routine",1
"rumble",1
"rundown",1
"sack",1
"sailing",1
"sailor",1
"salary",1
"salesman",1
"salination",1
"salvation",1
"samadhi",1
"sandbag",1
"sanserif",1
"sausage",1
"scaling",1
"scalp",1
"scar",1
"scarcity",1
"scare",1
"scenario",1
"schedule",1
"schwarzschild",1
"sclerosis",1
"scoop",1
"score",1
"scoring",1
"scrum",1
"scullery",1
"scurvy",1
"scuttling",1
"seafront",1
"season",1
"secrecy",1
"secret",1
"sectionalization",1
"sector",1
"secularization",1
"seed",1
"seeking",1
"seigniory",1
"seizure",1
"self-",1
"self-assembly",1
"self-awareness",1
"self-censorship",1
"self-confidence",1
"self-control",1
"self-evaluation",1
"self-overdosing",1
"self-pity",1
"self-reflection",1
"self-reproach",1
"self-reward",1
"self-sufficiency",1
"sell-out",1
"semidominant",1
"sending",1
"senescence",1
"sensing",1
"sepsis",1
"septicaemia",1
"sequel",1
"seriousness",1
"sermon",1
"servant",1
"session",1
"setback",1
"setpiece",1
"sett",1
"setting-up",1
"seven-day",1
"severing",1
"shack",1
"shame",1
"shareholding",1
"sharmi",1
"sharpening-up",1
"shedding",1
"shelving",1
"shooting",1
"shop",1
"short-cut",1
"shot",1
"shout",1
"shredding",1
"sickness",1
"sideway",1
"siege",1
"sight",1
"sighting",1
"signpost",1
"silberner",1
"silence",1
"silver",1
"similarity",1
"simulation",1
"single",1
"singularity",1
"sink",1
"sink-hole",1
"sinking",1
"sir",1
"site",1
"sitting",1
"size",1
"skill",1
"skinhead",1
"skipper",1
"skirmish",1
"skyline",1
"slackening",1
"slap",1
"slaughter",1
"sleepiness",1
"sloppiness",1
"slowing",1
"sluice",1
"slumber",1
"small",1
"smelter",1
"smog",1
"smugness",1
"snuffle",1
"soakaway",1
"soccer",1
"sociologist",1
"sofa",1
"soft-ware-failure",1
"softening",1
"softness",1
"solicitor",1
"solidarity",1
"solve",1
"sophistication",1
"sore",1
"sorrow",1
"sound",1
"source",1
"south-west",1
"speaking",1
"specialism",1
"specialization",1
"specification",1
"speed",1
"spelling",1
"spend",1
"spillage",1
"spinning",1
"spirit",1
"splendour",1
"splitting",1
"spondylitis",1
"sponsorship",1
"spotlighting",1
"squabble",1
"squalor",1
"stable",1
"stack",1
"stake",1
"stalemate",1
"staleness",1
"stall",1
"stand",1
"standoff",1
"standstill",1
"stansstad",1
"star",1
"star-spotting",1
"stardom",1
"starting",1
"statistics",1
"statue",1
"statute",1
"steamer",1
"steepening",1
"stepladder",1
"stepping",1
"stereotype",1
"stereotyping",1
"stiffness",1
"stigma",1
"stile",1
"stock",1
"stockton",1
"stone-throwing",1
"stopping",1
"store-room",1
"strand",1
"streaking",1
"strengthening",1
"stretch",1
"stroke",1
"strongyloidiasis",1
"student/tutor",1
"stugan",1
"stylistics",1
"sub-menu",1
"subcategory",1
"subcontractor",1
"submergence",1
"submission",1
"subsidence",1
"subsidiary",1
"subsidy",1
"subtree",1
"succumb",1
"suffrage",1
"sugar",1
"sum",1
"sun-baked",1
"sunburn",1
"superficiality",1
"superstar",1
"supper",1
"supplying",1
"supposition",1
"suppuku",1
"surcharging",1
"surfeit",1
"surpluse",1
"survey",1
"susceptibility",1
"swallowing",1
"swamp",1
"swapping",1
"sweating",1
"sweeney",1
"swimbladder",1
"swimming",1
"swing",1
"switch-over",1
"swoop",1
"sword",1
"swyvinge",1
"symmetry",1
"sympathy",1
"synchronization",1
"synergy",1
"synodontis",1
"taheb",1
"tale",1
"tangle",1
"tank",1
"tap",1
"tarmac",1
"tarn",1
"taunt",1
"tavern",1
"taxpayer",1
"teacher-learner",1
"tease",1
"technology",1
"tenant",1
"tenure",1
"terminus",1
"terrain",1
"terror",1
"testing",1
"thatcherism",1
"theatre",1
"theologian",1
"theology",1
"theorem",1
"therapy",1
"thinker",1
"thrang",1
"threlkeld",1
"thrill",1
"throwing",1
"thumb",1
"thurlby",1
"ticket",1
"tie",1
"tier",1
"tillage",1
"timber",1
"time-wasting",1
"tinkering",1
"toenail",1
"tomb",1
"tone-painting",1
"tool",1
"tor",1
"torque",1
"totalitarianism",1
"totalization",1
"tourist",1
"townscape",1
"towplane",1
"tradition",1
"trail",1
"tran",1
"transaction",1
"transcript",1
"transcription",1
"transept",1
"transfection",1
"transform",1
"transgression",1
"transition",1
"trap",1
"trapdoor",1
"trauma",1
"travel",1
"treason",1
"treasure",1
"treble",1
"trebling",1
"tree",1
"triangulation",1
"trick",1
"tripos",1
"triumph",1
"trojan",1
"troop",1
"truancy",1
"truce",1
"trust",1
"tuberculosis",1
"tumble",1
"tumbling",1
"tuning",1
"turbine",1
"turbulence",1
"turn",1
"turning",1
"turning-point",1
"turnout",1
"tussle",1
"twaddle",1
"two-refrigerator",1
"two-seater",1
"tying",1
"tyranny",1
"tête",1
"unanimity",1
"unbelief",1
"unburnt",1
"unconsciousness",1
"uncover",1
"uncovering",1
"under-achievement",1
"under-consumption",1
"under-current",1
"under-funding",1
"underabundance",1
"underachievement",1
"underclass",1
"underemployment",1
"underfloor",1
"undergraduate",1
"underperformance",1
"underpricing",1
"undershooting",1
"understatement",1
"under–estimation",1
"undifferentiation",1
"unix",1
"unmasking",1
"unpopularity",1
"unsaddling",1
"unscramble",1
"unsurprising",1
"uplifting",1
"upregulation",1
"uprising",1
"uprooting",1
"upset",1
"uptake",1
"uptime",1
"urge",1
"urine",1
"usage",1
"utilization",1
"vacancy",1
"vacuum",1
"vagueness",1
"validation",1
"valorisation",1
"valve",1
"vandalism",1
"variant",1
"vastness",1
"vat",1
"vecchi",1
"vector",1
"vehicle",1
"veracity",1
"verge",1
"verificationism",1
"verticality",1
"vestry",1
"victimisation",1
"viewer",1
"villainy",1
"vip",1
"visitor",1
"vocalisation",1
"volatile",1
"volte-face",1
"voting",1
"voyage",1
"vulnerability",1
"wage-fixing",1
"walking",1
"walkout",1
"wall",1
"war-time",1
"warren",1
"wartime",1
"wash-house",1
"wash-room",1
"washing",1
"waterway",1
"wealth",1
"wear",1
"weather",1
"week",1
"weekend",1
"weir",1
"well",1
"whaling",1
"whip",1
"whisky",1
"whispering",1
"whitewright",1
"willingness",1
"wimpole",1
"win",1
"win(o)",1
"withholding",1
"wonderment",1
"workforce",1
"workout",1
"works",1
"world-view",1
"wretchedness",1
"wrinkle",1
"write-off",1
"write-up",1
"wrong-doing",1
"y-",1
"yacht",1
"yield",1
"youth",1
"yugoslav",1
"zero",1
"zoom",1
"£1.2",1
"£10m",1
"£12m",1
"£150",1
"£1million",1
"£2.8",1
"£20",1
"£21",1
"£250,000",1
"£300bn",1
"£400",1
"£525,000",1
"£900",1
