"Token","Freq2001","Freq2017","c","d","GStat","Association"
"investor-state",0,1,33909,26039,1.66774248887379,"2017"
"dependencies",0,1,33909,26039,1.66774248887379,"2017"
"chilcot",0,1,33909,26039,1.66774248887379,"2017"
"conventions",0,1,33909,26039,1.66774248887379,"2017"
"priced",0,1,33909,26039,1.66774248887379,"2017"
"regenerate",0,1,33909,26039,1.66774248887379,"2017"
"bribery",0,1,33909,26039,1.66774248887379,"2017"
"nonsensical",0,1,33909,26039,1.66774248887379,"2017"
"on-the-job",0,1,33909,26039,1.66774248887379,"2017"
"symbol",0,1,33909,26039,1.66774248887379,"2017"
"surrounding",0,1,33909,26039,1.66774248887379,"2017"
"concentrated",0,1,33909,26039,1.66774248887379,"2017"
"occur",0,1,33909,26039,1.66774248887379,"2017"
"crude",0,1,33909,26039,1.66774248887379,"2017"
"conjunction",0,1,33909,26039,1.66774248887379,"2017"
"unmet",0,1,33909,26039,1.66774248887379,"2017"
"well-off",0,1,33909,26039,1.66774248887379,"2017"
"peacebuilding",0,1,33909,26039,1.66774248887379,"2017"
"game",0,1,33909,26039,1.66774248887379,"2017"
"investors",0,1,33909,26039,1.66774248887379,"2017"
"shortcomings",0,1,33909,26039,1.66774248887379,"2017"
"dispersing",0,1,33909,26039,1.66774248887379,"2017"
"fossil",0,1,33909,26039,1.66774248887379,"2017"
"mechanisms",0,1,33909,26039,1.66774248887379,"2017"
"rewrite",0,1,33909,26039,1.66774248887379,"2017"
"three-year",0,1,33909,26039,1.66774248887379,"2017"
"welcomes",0,1,33909,26039,1.66774248887379,"2017"
"swedish",0,1,33909,26039,1.66774248887379,"2017"
"evaluate",0,1,33909,26039,1.66774248887379,"2017"
"muslim",0,1,33909,26039,1.66774248887379,"2017"
"hindu",0,1,33909,26039,1.66774248887379,"2017"
"distinguish",0,1,33909,26039,1.66774248887379,"2017"
"roadworks",0,1,33909,26039,1.66774248887379,"2017"
"amenities",0,1,33909,26039,1.66774248887379,"2017"
"six-week",0,1,33909,26039,1.66774248887379,"2017"
"navigate",0,1,33909,26039,1.66774248887379,"2017"
"married",0,1,33909,26039,1.66774248887379,"2017"
"examination",0,1,33909,26039,1.66774248887379,"2017"
"regionally",0,1,33909,26039,1.66774248887379,"2017"
"libya",0,1,33909,26039,1.66774248887379,"2017"
"accrued",0,1,33909,26039,1.66774248887379,"2017"
"labour-led",0,1,33909,26039,1.66774248887379,"2017"
"precedence",0,1,33909,26039,1.66774248887379,"2017"
"interim",0,1,33909,26039,1.66774248887379,"2017"
"bhs",0,1,33909,26039,1.66774248887379,"2017"
"temple",0,1,33909,26039,1.66774248887379,"2017"
"sharply",0,1,33909,26039,1.66774248887379,"2017"
"impoverish",0,1,33909,26039,1.66774248887379,"2017"
"disciplinary",0,1,33909,26039,1.66774248887379,"2017"
"signpost",0,1,33909,26039,1.66774248887379,"2017"
"hare",0,1,33909,26039,1.66774248887379,"2017"
"influenced",0,1,33909,26039,1.66774248887379,"2017"
"disadvantage",0,1,33909,26039,1.66774248887379,"2017"
"eliminate",0,1,33909,26039,1.66774248887379,"2017"
"09",0,1,33909,26039,1.66774248887379,"2017"
"unrestricted",0,1,33909,26039,1.66774248887379,"2017"
"900,000",0,1,33909,26039,1.66774248887379,"2017"
"events",0,1,33909,26039,1.66774248887379,"2017"
"afghanistan",0,1,33909,26039,1.66774248887379,"2017"
"kerslake",0,1,33909,26039,1.66774248887379,"2017"
"n",0,1,33909,26039,1.66774248887379,"2017"
"spreads",0,1,33909,26039,1.66774248887379,"2017"
"tidal",0,1,33909,26039,1.66774248887379,"2017"
"fulfilment",0,1,33909,26039,1.66774248887379,"2017"
"ambulance-response",0,1,33909,26039,1.66774248887379,"2017"
"turbo-charged",0,1,33909,26039,1.66774248887379,"2017"
"boardroom",0,1,33909,26039,1.66774248887379,"2017"
"lies",0,1,33909,26039,1.66774248887379,"2017"
"concluding",0,1,33909,26039,1.66774248887379,"2017"
"really",0,1,33909,26039,1.66774248887379,"2017"
"intelligence",0,1,33909,26039,1.66774248887379,"2017"
"bach",0,1,33909,26039,1.66774248887379,"2017"
"korean",0,1,33909,26039,1.66774248887379,"2017"
"neonicotinoids",0,1,33909,26039,1.66774248887379,"2017"
"05",0,1,33909,26039,1.66774248887379,"2017"
"modelled",0,1,33909,26039,1.66774248887379,"2017"
"4.6",0,1,33909,26039,1.66774248887379,"2017"
"beneficial",0,1,33909,26039,1.66774248887379,"2017"
"lobbying",0,1,33909,26039,1.66774248887379,"2017"
"sideline",0,1,33909,26039,1.66774248887379,"2017"
"aftermath",0,1,33909,26039,1.66774248887379,"2017"
"steepest",0,1,33909,26039,1.66774248887379,"2017"
"downsize",0,1,33909,26039,1.66774248887379,"2017"
"employer-led",0,1,33909,26039,1.66774248887379,"2017"
"famine",0,1,33909,26039,1.66774248887379,"2017"
"permits",0,1,33909,26039,1.66774248887379,"2017"
"small-and",0,1,33909,26039,1.66774248887379,"2017"
"reveal",0,1,33909,26039,1.66774248887379,"2017"
"evaded",0,1,33909,26039,1.66774248887379,"2017"
"non-decent",0,1,33909,26039,1.66774248887379,"2017"
"cliff-edge",0,1,33909,26039,1.66774248887379,"2017"
"valuations",0,1,33909,26039,1.66774248887379,"2017"
"psychiatric",0,1,33909,26039,1.66774248887379,"2017"
"centenary",0,1,33909,26039,1.66774248887379,"2017"
"unlock",0,1,33909,26039,1.66774248887379,"2017"
"blood",0,1,33909,26039,1.66774248887379,"2017"
"chronic",0,1,33909,26039,1.66774248887379,"2017"
"terminals",0,1,33909,26039,1.66774248887379,"2017"
"regaining",0,1,33909,26039,1.66774248887379,"2017"
"nimrod",0,1,33909,26039,1.66774248887379,"2017"
"evicted",0,1,33909,26039,1.66774248887379,"2017"
"extremism",0,1,33909,26039,1.66774248887379,"2017"
"contrary",0,1,33909,26039,1.66774248887379,"2017"
"bin",0,1,33909,26039,1.66774248887379,"2017"
"yes",0,1,33909,26039,1.66774248887379,"2017"
"freer",0,1,33909,26039,1.66774248887379,"2017"
"cybercrime",0,1,33909,26039,1.66774248887379,"2017"
"reversing",0,1,33909,26039,1.66774248887379,"2017"
"distributed",0,1,33909,26039,1.66774248887379,"2017"
"update",0,1,33909,26039,1.66774248887379,"2017"
"reconfigure",0,1,33909,26039,1.66774248887379,"2017"
"europol",0,1,33909,26039,1.66774248887379,"2017"
"honestly",0,1,33909,26039,1.66774248887379,"2017"
"supportive",0,1,33909,26039,1.66774248887379,"2017"
"repair",0,1,33909,26039,1.66774248887379,"2017"
"waterson",0,1,33909,26039,1.66774248887379,"2017"
"gross",0,1,33909,26039,1.66774248887379,"2017"
"marking",0,1,33909,26039,1.66774248887379,"2017"
"54,000",0,1,33909,26039,1.66774248887379,"2017"
"divisive",0,1,33909,26039,1.66774248887379,"2017"
"neurological",0,1,33909,26039,1.66774248887379,"2017"
"detentions",0,1,33909,26039,1.66774248887379,"2017"
"examples",0,1,33909,26039,1.66774248887379,"2017"
"tools",0,1,33909,26039,1.66774248887379,"2017"
"determining",0,1,33909,26039,1.66774248887379,"2017"
"humane",0,1,33909,26039,1.66774248887379,"2017"
"boast",0,1,33909,26039,1.66774248887379,"2017"
"dreams",0,1,33909,26039,1.66774248887379,"2017"
"excuses",0,1,33909,26039,1.66774248887379,"2017"
"confront",0,1,33909,26039,1.66774248887379,"2017"
"bridges",0,1,33909,26039,1.66774248887379,"2017"
"digging",0,1,33909,26039,1.66774248887379,"2017"
"needed",0,1,33909,26039,1.66774248887379,"2017"
"phased",0,1,33909,26039,1.66774248887379,"2017"
"shipyard",0,1,33909,26039,1.66774248887379,"2017"
"models",0,1,33909,26039,1.66774248887379,"2017"
"included",0,1,33909,26039,1.66774248887379,"2017"
"manufacturers",0,1,33909,26039,1.66774248887379,"2017"
"journalists",0,1,33909,26039,1.66774248887379,"2017"
"buys",0,1,33909,26039,1.66774248887379,"2017"
"free-hour",0,1,33909,26039,1.66774248887379,"2017"
"storage",0,1,33909,26039,1.66774248887379,"2017"
"acas",0,1,33909,26039,1.66774248887379,"2017"
"ambitiously",0,1,33909,26039,1.66774248887379,"2017"
"motivates",0,1,33909,26039,1.66774248887379,"2017"
"ease",0,1,33909,26039,1.66774248887379,"2017"
"brave",0,1,33909,26039,1.66774248887379,"2017"
"deploy",0,1,33909,26039,1.66774248887379,"2017"
"unionists",0,1,33909,26039,1.66774248887379,"2017"
"oral",0,1,33909,26039,1.66774248887379,"2017"
"sheer",0,1,33909,26039,1.66774248887379,"2017"
"non-tariff",0,1,33909,26039,1.66774248887379,"2017"
"mitigating",0,1,33909,26039,1.66774248887379,"2017"
"re-regulate",0,1,33909,26039,1.66774248887379,"2017"
"levied",0,1,33909,26039,1.66774248887379,"2017"
"offence",0,1,33909,26039,1.66774248887379,"2017"
"instruct",0,1,33909,26039,1.66774248887379,"2017"
"acts",0,1,33909,26039,1.66774248887379,"2017"
"nomadic",0,1,33909,26039,1.66774248887379,"2017"
"proudest",0,1,33909,26039,1.66774248887379,"2017"
"impacts",0,1,33909,26039,1.66774248887379,"2017"
"jump-jets",0,1,33909,26039,1.66774248887379,"2017"
"remedies",0,1,33909,26039,1.66774248887379,"2017"
"tight",0,1,33909,26039,1.66774248887379,"2017"
"therapy",0,1,33909,26039,1.66774248887379,"2017"
"dozens",0,1,33909,26039,1.66774248887379,"2017"
"'m",0,1,33909,26039,1.66774248887379,"2017"
"value-for-money",0,1,33909,26039,1.66774248887379,"2017"
"anti-bot",0,1,33909,26039,1.66774248887379,"2017"
"apart",0,1,33909,26039,1.66774248887379,"2017"
"celebrate",0,1,33909,26039,1.66774248887379,"2017"
"appointing",0,1,33909,26039,1.66774248887379,"2017"
"insource",0,1,33909,26039,1.66774248887379,"2017"
"corner",0,1,33909,26039,1.66774248887379,"2017"
"uninterrupted",0,1,33909,26039,1.66774248887379,"2017"
"complicated",0,1,33909,26039,1.66774248887379,"2017"
"pharmaceutical",0,1,33909,26039,1.66774248887379,"2017"
"richest",0,1,33909,26039,1.66774248887379,"2017"
"grandchildren",0,1,33909,26039,1.66774248887379,"2017"
"initiate",0,1,33909,26039,1.66774248887379,"2017"
"diligence",0,1,33909,26039,1.66774248887379,"2017"
"reflects",0,1,33909,26039,1.66774248887379,"2017"
"pattern",0,1,33909,26039,1.66774248887379,"2017"
"balloting",0,1,33909,26039,1.66774248887379,"2017"
"restoring",0,1,33909,26039,1.66774248887379,"2017"
"age-appropriate",0,1,33909,26039,1.66774248887379,"2017"
"combative",0,1,33909,26039,1.66774248887379,"2017"
"2019/20",0,1,33909,26039,1.66774248887379,"2017"
"t-levels",0,1,33909,26039,1.66774248887379,"2017"
"bonfire",0,1,33909,26039,1.66774248887379,"2017"
"limited",0,1,33909,26039,1.66774248887379,"2017"
"lagoons",0,1,33909,26039,1.66774248887379,"2017"
"beats",0,1,33909,26039,1.66774248887379,"2017"
"unwanted",0,1,33909,26039,1.66774248887379,"2017"
"detrimental",0,1,33909,26039,1.66774248887379,"2017"
"declare",0,1,33909,26039,1.66774248887379,"2017"
"ever-changing",0,1,33909,26039,1.66774248887379,"2017"
"mental-health",0,1,33909,26039,1.66774248887379,"2017"
"seasonal",0,1,33909,26039,1.66774248887379,"2017"
"schools-based",0,1,33909,26039,1.66774248887379,"2017"
"hidden",0,1,33909,26039,1.66774248887379,"2017"
"amid",0,1,33909,26039,1.66774248887379,"2017"
"uk-derived",0,1,33909,26039,1.66774248887379,"2017"
"postcode",0,1,33909,26039,1.66774248887379,"2017"
"blame",0,1,33909,26039,1.66774248887379,"2017"
"reconciliation",0,1,33909,26039,1.66774248887379,"2017"
"privilege",0,1,33909,26039,1.66774248887379,"2017"
"told",0,1,33909,26039,1.66774248887379,"2017"
"adaptions",0,1,33909,26039,1.66774248887379,"2017"
"late-payers",0,1,33909,26039,1.66774248887379,"2017"
"misogyny",0,1,33909,26039,1.66774248887379,"2017"
"oil",0,1,33909,26039,1.66774248887379,"2017"
"club",0,1,33909,26039,1.66774248887379,"2017"
"monitoring",0,1,33909,26039,1.66774248887379,"2017"
"inequalities",0,1,33909,26039,1.66774248887379,"2017"
"hour",0,1,33909,26039,1.66774248887379,"2017"
"tradeshow",0,1,33909,26039,1.66774248887379,"2017"
"disagree",0,1,33909,26039,1.66774248887379,"2017"
"enshrined",0,1,33909,26039,1.66774248887379,"2017"
"saints",0,1,33909,26039,1.66774248887379,"2017"
"tool",0,1,33909,26039,1.66774248887379,"2017"
"cope",0,1,33909,26039,1.66774248887379,"2017"
"well-resourced",0,1,33909,26039,1.66774248887379,"2017"
"incoming",0,1,33909,26039,1.66774248887379,"2017"
"85,000",0,1,33909,26039,1.66774248887379,"2017"
"attachment",0,1,33909,26039,1.66774248887379,"2017"
"respecting",0,1,33909,26039,1.66774248887379,"2017"
"oversight",0,1,33909,26039,1.66774248887379,"2017"
"secretaries",0,1,33909,26039,1.66774248887379,"2017"
"actual",0,1,33909,26039,1.66774248887379,"2017"
"holes",0,1,33909,26039,1.66774248887379,"2017"
"re-open",0,1,33909,26039,1.66774248887379,"2017"
"boosts",0,1,33909,26039,1.66774248887379,"2017"
"treasury",0,1,33909,26039,1.66774248887379,"2017"
"registry",0,1,33909,26039,1.66774248887379,"2017"
"two-year-olds",0,1,33909,26039,1.66774248887379,"2017"
"grammar",0,1,33909,26039,1.66774248887379,"2017"
"capability",0,1,33909,26039,1.66774248887379,"2017"
"inflated",0,1,33909,26039,1.66774248887379,"2017"
"represents",0,1,33909,26039,1.66774248887379,"2017"
"autistic",0,1,33909,26039,1.66774248887379,"2017"
"procedure",0,1,33909,26039,1.66774248887379,"2017"
"restraint",0,1,33909,26039,1.66774248887379,"2017"
"late-life",0,1,33909,26039,1.66774248887379,"2017"
"adheres",0,1,33909,26039,1.66774248887379,"2017"
"correct",0,1,33909,26039,1.66774248887379,"2017"
"baselines",0,1,33909,26039,1.66774248887379,"2017"
"95",0,1,33909,26039,1.66774248887379,"2017"
"fashion",0,1,33909,26039,1.66774248887379,"2017"
"brexiteers",0,1,33909,26039,1.66774248887379,"2017"
"a30",0,1,33909,26039,1.66774248887379,"2017"
"superannuation",0,1,33909,26039,1.66774248887379,"2017"
"accepts",0,1,33909,26039,1.66774248887379,"2017"
"me",0,1,33909,26039,1.66774248887379,"2017"
"wheel",0,1,33909,26039,1.66774248887379,"2017"
"rural-proofing",0,1,33909,26039,1.66774248887379,"2017"
"utility",0,1,33909,26039,1.66774248887379,"2017"
"resume",0,1,33909,26039,1.66774248887379,"2017"
"resist",0,1,33909,26039,1.66774248887379,"2017"
"moral",0,1,33909,26039,1.66774248887379,"2017"
"concerted",0,1,33909,26039,1.66774248887379,"2017"
"04",0,1,33909,26039,1.66774248887379,"2017"
"ignore",0,1,33909,26039,1.66774248887379,"2017"
"attitude",0,1,33909,26039,1.66774248887379,"2017"
"collaboration",0,1,33909,26039,1.66774248887379,"2017"
"steering",0,1,33909,26039,1.66774248887379,"2017"
"wholesale",0,1,33909,26039,1.66774248887379,"2017"
"residents",0,1,33909,26039,1.66774248887379,"2017"
"prompt",0,1,33909,26039,1.66774248887379,"2017"
"overcoming",0,1,33909,26039,1.66774248887379,"2017"
"65",0,1,33909,26039,1.66774248887379,"2017"
"bereaved",0,1,33909,26039,1.66774248887379,"2017"
"nigeria",0,1,33909,26039,1.66774248887379,"2017"
"therapies",0,1,33909,26039,1.66774248887379,"2017"
"empty",0,1,33909,26039,1.66774248887379,"2017"
"specialised",0,1,33909,26039,1.66774248887379,"2017"
"pro-trade",0,1,33909,26039,1.66774248887379,"2017"
"refuge",0,1,33909,26039,1.66774248887379,"2017"
"erasmus",0,1,33909,26039,1.66774248887379,"2017"
"innovators",0,1,33909,26039,1.66774248887379,"2017"
"prohibition",0,1,33909,26039,1.66774248887379,"2017"
"broadcaster",0,1,33909,26039,1.66774248887379,"2017"
"side",0,1,33909,26039,1.66774248887379,"2017"
"reliant",0,1,33909,26039,1.66774248887379,"2017"
"warfare",0,1,33909,26039,1.66774248887379,"2017"
"unmeritorious",0,1,33909,26039,1.66774248887379,"2017"
"pro-investment",0,1,33909,26039,1.66774248887379,"2017"
"prioritising",0,1,33909,26039,1.66774248887379,"2017"
"sacrifice",0,1,33909,26039,1.66774248887379,"2017"
"impairment",0,1,33909,26039,1.66774248887379,"2017"
"mutilation",0,1,33909,26039,1.66774248887379,"2017"
"lights",0,1,33909,26039,1.66774248887379,"2017"
"abides",0,1,33909,26039,1.66774248887379,"2017"
"homicide",0,1,33909,26039,1.66774248887379,"2017"
"guiding",0,1,33909,26039,1.66774248887379,"2017"
"spiralling",0,1,33909,26039,1.66774248887379,"2017"
"tradition",0,1,33909,26039,1.66774248887379,"2017"
"46",0,1,33909,26039,1.66774248887379,"2017"
"soldiers",0,1,33909,26039,1.66774248887379,"2017"
"stress",0,1,33909,26039,1.66774248887379,"2017"
"disturbing",0,1,33909,26039,1.66774248887379,"2017"
"billionaires",0,1,33909,26039,1.66774248887379,"2017"
"operational",0,1,33909,26039,1.66774248887379,"2017"
"federalised",0,1,33909,26039,1.66774248887379,"2017"
"pipeline",0,1,33909,26039,1.66774248887379,"2017"
"end-users",0,1,33909,26039,1.66774248887379,"2017"
"shipbuilding",0,1,33909,26039,1.66774248887379,"2017"
"egypt",0,1,33909,26039,1.66774248887379,"2017"
"non-teaching",0,1,33909,26039,1.66774248887379,"2017"
"reflecting",0,1,33909,26039,1.66774248887379,"2017"
"outlets",0,1,33909,26039,1.66774248887379,"2017"
"counter",0,1,33909,26039,1.66774248887379,"2017"
"dental",0,1,33909,26039,1.66774248887379,"2017"
"assessing",0,1,33909,26039,1.66774248887379,"2017"
"66",0,1,33909,26039,1.66774248887379,"2017"
"160",0,1,33909,26039,1.66774248887379,"2017"
"447,000",0,1,33909,26039,1.66774248887379,"2017"
"sexual-health",0,1,33909,26039,1.66774248887379,"2017"
"cross-party",0,1,33909,26039,1.66774248887379,"2017"
"commonly",0,1,33909,26039,1.66774248887379,"2017"
"theuk",0,1,33909,26039,1.66774248887379,"2017"
"operators",0,1,33909,26039,1.66774248887379,"2017"
"preserved",0,1,33909,26039,1.66774248887379,"2017"
"losses",0,1,33909,26039,1.66774248887379,"2017"
"subsidy",0,1,33909,26039,1.66774248887379,"2017"
"graduate-led",0,1,33909,26039,1.66774248887379,"2017"
"leavers",0,1,33909,26039,1.66774248887379,"2017"
"unfairly",0,1,33909,26039,1.66774248887379,"2017"
"reserve",0,1,33909,26039,1.66774248887379,"2017"
"optimal",0,1,33909,26039,1.66774248887379,"2017"
"umbrella",0,1,33909,26039,1.66774248887379,"2017"
"'re",0,1,33909,26039,1.66774248887379,"2017"
"unjust",0,1,33909,26039,1.66774248887379,"2017"
"rules-based",0,1,33909,26039,1.66774248887379,"2017"
"relentless",0,1,33909,26039,1.66774248887379,"2017"
"redrawing",0,1,33909,26039,1.66774248887379,"2017"
"cheapest",0,1,33909,26039,1.66774248887379,"2017"
"lag",0,1,33909,26039,1.66774248887379,"2017"
"relating",0,1,33909,26039,1.66774248887379,"2017"
"horizon",0,1,33909,26039,1.66774248887379,"2017"
"ends",0,1,33909,26039,1.66774248887379,"2017"
"patron",0,1,33909,26039,1.66774248887379,"2017"
"afield",0,1,33909,26039,1.66774248887379,"2017"
"saudi-led",0,1,33909,26039,1.66774248887379,"2017"
"repealing",0,1,33909,26039,1.66774248887379,"2017"
"producing",0,1,33909,26039,1.66774248887379,"2017"
"denigrate",0,1,33909,26039,1.66774248887379,"2017"
"1984",0,1,33909,26039,1.66774248887379,"2017"
"deregulation",0,1,33909,26039,1.66774248887379,"2017"
"smuggling",0,1,33909,26039,1.66774248887379,"2017"
"categories",0,1,33909,26039,1.66774248887379,"2017"
"e.g.",0,1,33909,26039,1.66774248887379,"2017"
"extensions",0,1,33909,26039,1.66774248887379,"2017"
"relied",0,1,33909,26039,1.66774248887379,"2017"
"benchmark",0,1,33909,26039,1.66774248887379,"2017"
"harrier",0,1,33909,26039,1.66774248887379,"2017"
"eligible",0,1,33909,26039,1.66774248887379,"2017"
"healthiest",0,1,33909,26039,1.66774248887379,"2017"
"wasted",0,1,33909,26039,1.66774248887379,"2017"
"rationing",0,1,33909,26039,1.66774248887379,"2017"
"cared",0,1,33909,26039,1.66774248887379,"2017"
"devolving",0,1,33909,26039,1.66774248887379,"2017"
"gagged",0,1,33909,26039,1.66774248887379,"2017"
"doorways",0,1,33909,26039,1.66774248887379,"2017"
"called",0,1,33909,26039,1.66774248887379,"2017"
"fails",0,1,33909,26039,1.66774248887379,"2017"
"uniting",0,1,33909,26039,1.66774248887379,"2017"
"under-45s",0,1,33909,26039,1.66774248887379,"2017"
"un-led",0,1,33909,26039,1.66774248887379,"2017"
"autism-friendly",0,1,33909,26039,1.66774248887379,"2017"
"prophylaxis",0,1,33909,26039,1.66774248887379,"2017"
"loopholes",0,1,33909,26039,1.66774248887379,"2017"
"island",0,1,33909,26039,1.66774248887379,"2017"
"1945",0,1,33909,26039,1.66774248887379,"2017"
"connecting",0,1,33909,26039,1.66774248887379,"2017"
"bottlenecks",0,1,33909,26039,1.66774248887379,"2017"
"testimony",0,1,33909,26039,1.66774248887379,"2017"
"rebalance",0,1,33909,26039,1.66774248887379,"2017"
"sick",0,1,33909,26039,1.66774248887379,"2017"
"sacrificed",0,1,33909,26039,1.66774248887379,"2017"
"elsewhere",0,1,33909,26039,1.66774248887379,"2017"
"44",0,1,33909,26039,1.66774248887379,"2017"
"trees",0,1,33909,26039,1.66774248887379,"2017"
"cross",0,1,33909,26039,1.66774248887379,"2017"
"asian-owned",0,1,33909,26039,1.66774248887379,"2017"
"withdrawn",0,1,33909,26039,1.66774248887379,"2017"
"premium",0,1,33909,26039,1.66774248887379,"2017"
"mistreatment",0,1,33909,26039,1.66774248887379,"2017"
"threshold",0,1,33909,26039,1.66774248887379,"2017"
"informed",0,1,33909,26039,1.66774248887379,"2017"
"transsexual",0,1,33909,26039,1.66774248887379,"2017"
"15-minute",0,1,33909,26039,1.66774248887379,"2017"
"rpi",0,1,33909,26039,1.66774248887379,"2017"
"best-in-class",0,1,33909,26039,1.66774248887379,"2017"
"ethnicity",0,1,33909,26039,1.66774248887379,"2017"
"outbid",0,1,33909,26039,1.66774248887379,"2017"
"path",0,1,33909,26039,1.66774248887379,"2017"
"inherent",0,1,33909,26039,1.66774248887379,"2017"
"intimidating",0,1,33909,26039,1.66774248887379,"2017"
"letting",0,1,33909,26039,1.66774248887379,"2017"
"fox",0,1,33909,26039,1.66774248887379,"2017"
"actors",0,1,33909,26039,1.66774248887379,"2017"
"dual-fuel",0,1,33909,26039,1.66774248887379,"2017"
"exist",0,1,33909,26039,1.66774248887379,"2017"
"resetting",0,1,33909,26039,1.66774248887379,"2017"
"health-related",0,1,33909,26039,1.66774248887379,"2017"
"updated",0,1,33909,26039,1.66774248887379,"2017"
"jo",0,1,33909,26039,1.66774248887379,"2017"
"myanmar",0,1,33909,26039,1.66774248887379,"2017"
"searched",0,1,33909,26039,1.66774248887379,"2017"
"rejects",0,1,33909,26039,1.66774248887379,"2017"
"economists",0,1,33909,26039,1.66774248887379,"2017"
"limitations",0,1,33909,26039,1.66774248887379,"2017"
"guidance",0,1,33909,26039,1.66774248887379,"2017"
"fastest-growing",0,1,33909,26039,1.66774248887379,"2017"
"bursaries",0,1,33909,26039,1.66774248887379,"2017"
"age-related",0,1,33909,26039,1.66774248887379,"2017"
"badger",0,1,33909,26039,1.66774248887379,"2017"
"meals",0,1,33909,26039,1.66774248887379,"2017"
"psychological",0,1,33909,26039,1.66774248887379,"2017"
"toughening",0,1,33909,26039,1.66774248887379,"2017"
"ark",0,1,33909,26039,1.66774248887379,"2017"
"worsened",0,1,33909,26039,1.66774248887379,"2017"
"apologies",0,1,33909,26039,1.66774248887379,"2017"
"hard-to-reach",0,1,33909,26039,1.66774248887379,"2017"
"franchise",0,1,33909,26039,1.66774248887379,"2017"
"radio",0,1,33909,26039,1.66774248887379,"2017"
"innovate",0,1,33909,26039,1.66774248887379,"2017"
"geographic",0,1,33909,26039,1.66774248887379,"2017"
"deprives",0,1,33909,26039,1.66774248887379,"2017"
"hm",0,1,33909,26039,1.66774248887379,"2017"
"evil",0,1,33909,26039,1.66774248887379,"2017"
"adolescent",0,1,33909,26039,1.66774248887379,"2017"
"pip",0,1,33909,26039,1.66774248887379,"2017"
"vanity",0,1,33909,26039,1.66774248887379,"2017"
"stakeholders",0,1,33909,26039,1.66774248887379,"2017"
"clusters",0,1,33909,26039,1.66774248887379,"2017"
"80,000",0,1,33909,26039,1.66774248887379,"2017"
"boys",0,1,33909,26039,1.66774248887379,"2017"
"par",0,1,33909,26039,1.66774248887379,"2017"
"giant",0,1,33909,26039,1.66774248887379,"2017"
"jobseekers",0,1,33909,26039,1.66774248887379,"2017"
"08",0,1,33909,26039,1.66774248887379,"2017"
"fixed",0,1,33909,26039,1.66774248887379,"2017"
"love",0,1,33909,26039,1.66774248887379,"2017"
"01",0,1,33909,26039,1.66774248887379,"2017"
"easiest",0,1,33909,26039,1.66774248887379,"2017"
"remunerate",0,1,33909,26039,1.66774248887379,"2017"
"knife",0,1,33909,26039,1.66774248887379,"2017"
"redirected",0,1,33909,26039,1.66774248887379,"2017"
"municipal",0,1,33909,26039,1.66774248887379,"2017"
"300mbps",0,1,33909,26039,1.66774248887379,"2017"
"capture",0,1,33909,26039,1.66774248887379,"2017"
"visits",0,1,33909,26039,1.66774248887379,"2017"
"cease",0,1,33909,26039,1.66774248887379,"2017"
"decisively",0,1,33909,26039,1.66774248887379,"2017"
"disturbances",0,1,33909,26039,1.66774248887379,"2017"
"03",0,1,33909,26039,1.66774248887379,"2017"
"computers",0,1,33909,26039,1.66774248887379,"2017"
"addictive",0,1,33909,26039,1.66774248887379,"2017"
"6.1",0,1,33909,26039,1.66774248887379,"2017"
"5g",0,1,33909,26039,1.66774248887379,"2017"
"alcoholics",0,1,33909,26039,1.66774248887379,"2017"
"ignoring",0,1,33909,26039,1.66774248887379,"2017"
"hide",0,1,33909,26039,1.66774248887379,"2017"
"'ve",0,1,33909,26039,1.66774248887379,"2017"
"historical",0,1,33909,26039,1.66774248887379,"2017"
"jeremy",0,1,33909,26039,1.66774248887379,"2017"
"prepare",0,1,33909,26039,1.66774248887379,"2017"
"philippines",0,1,33909,26039,1.66774248887379,"2017"
"alienate",0,1,33909,26039,1.66774248887379,"2017"
"ballooned",0,1,33909,26039,1.66774248887379,"2017"
"appeals",0,1,33909,26039,1.66774248887379,"2017"
"foresters",0,1,33909,26039,1.66774248887379,"2017"
"no-fault",0,1,33909,26039,1.66774248887379,"2017"
"declined",0,1,33909,26039,1.66774248887379,"2017"
"scourge",0,1,33909,26039,1.66774248887379,"2017"
"requirements",0,1,33909,26039,1.66774248887379,"2017"
"trans",0,1,33909,26039,1.66774248887379,"2017"
"cyprus",0,1,33909,26039,1.66774248887379,"2017"
"epidemic",0,1,33909,26039,1.66774248887379,"2017"
"alternatives",0,1,33909,26039,1.66774248887379,"2017"
"constant",0,1,33909,26039,1.66774248887379,"2017"
"bound",0,1,33909,26039,1.66774248887379,"2017"
"patchy",0,1,33909,26039,1.66774248887379,"2017"
"tropical",0,1,33909,26039,1.66774248887379,"2017"
"discriminating",0,1,33909,26039,1.66774248887379,"2017"
"syria",0,1,33909,26039,1.66774248887379,"2017"
"pooled",0,1,33909,26039,1.66774248887379,"2017"
"lobbyists",0,1,33909,26039,1.66774248887379,"2017"
"stagnates",0,1,33909,26039,1.66774248887379,"2017"
"manufacture",0,1,33909,26039,1.66774248887379,"2017"
"resilience",0,1,33909,26039,1.66774248887379,"2017"
"high-street",0,1,33909,26039,1.66774248887379,"2017"
"habitats",0,1,33909,26039,1.66774248887379,"2017"
"centred",0,1,33909,26039,1.66774248887379,"2017"
